ダウンロードした時刻：2019/10/10 16:15:27

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,8.7,12.2,4.2
1999/12/2,10.6,15.1,7.3
1999/12/3,8.9,14.8,4.4
1999/12/4,10.5,16.3,4.5
1999/12/5,12.6,14.6,11.6
1999/12/6,10.6,13.6,7.5
1999/12/7,8.1,12.5,4.4
1999/12/8,7.4,13.8,2.5
1999/12/9,11.4,16.7,5.1
1999/12/10,10.9,15.9,6.1
1999/12/11,12.5,15.0,8.0
1999/12/12,7.6,12.1,4.0
1999/12/13,8.8,13.2,4.0
1999/12/14,11.1,13.0,7.1
1999/12/15,8.5,12.6,5.2
1999/12/16,8.3,13.7,3.7
1999/12/17,10.7,15.1,7.5
1999/12/18,7.0,8.6,5.1
1999/12/19,5.3,7.6,4.2
1999/12/20,3.4,5.5,1.5
1999/12/21,4.8,7.6,2.4
1999/12/22,2.9,5.0,0.8
1999/12/23,4.2,9.5,0.2
1999/12/24,7.7,11.6,2.8
1999/12/25,8.0,10.5,6.3
1999/12/26,6.3,8.7,3.2
1999/12/27,5.8,11.9,1.2
1999/12/28,6.9,11.8,2.5
1999/12/29,9.4,14.6,4.6
1999/12/30,9.1,14.3,5.0
1999/12/31,7.9,14.8,2.8
2000/1/1,8.4,14.1,2.6
2000/1/2,7.8,12.0,4.1
2000/1/3,10.0,13.9,5.2
2000/1/4,7.1,12.8,2.3
2000/1/5,9.1,14.9,2.7
2000/1/6,11.3,15.2,9.5
2000/1/7,9.6,12.9,4.0
2000/1/8,6.9,10.5,3.7
2000/1/9,6.6,10.1,3.5
2000/1/10,9.4,13.7,5.9
2000/1/11,7.8,12.4,3.4
2000/1/12,8.1,10.3,6.3
2000/1/13,9.5,12.5,7.3
2000/1/14,8.5,12.0,5.5
2000/1/15,8.2,13.1,3.3
2000/1/16,7.6,8.3,5.9
2000/1/17,8.1,12.7,3.9
2000/1/18,8.1,12.9,3.9
2000/1/19,6.0,10.4,3.1
2000/1/20,2.4,4.7,-0.3
2000/1/21,2.5,5.6,0.2
2000/1/22,4.5,8.6,-0.3
2000/1/23,7.5,10.1,4.8
2000/1/24,10.0,11.8,8.4
2000/1/25,7.0,9.8,5.1
2000/1/26,3.2,5.3,0.8
2000/1/27,1.6,5.7,-1.3
2000/1/28,2.6,8.5,-1.6
2000/1/29,4.6,10.7,-0.6
2000/1/30,6.7,8.4,3.2
2000/1/31,4.1,6.8,0.2
2000/2/1,3.5,9.0,-1.1
2000/2/2,6.0,9.3,2.8
2000/2/3,6.2,10.2,2.0
2000/2/4,6.3,10.5,2.1
2000/2/5,6.3,11.9,-0.3
2000/2/6,7.9,10.2,4.2
2000/2/7,7.1,11.1,2.7
2000/2/8,3.7,8.2,-0.1
2000/2/9,3.7,7.0,0.2
2000/2/10,4.2,9.6,-0.5
2000/2/11,6.8,11.8,2.3
2000/2/12,6.7,11.9,2.3
2000/2/13,7.5,13.3,2.2
2000/2/14,9.0,13.0,5.8
2000/2/15,3.8,9.1,1.6
2000/2/16,2.5,5.6,0.1
2000/2/17,3.8,7.4,-0.3
2000/2/18,4.5,9.0,-0.4
2000/2/19,4.2,5.7,2.9
2000/2/20,7.1,11.2,3.9
2000/2/21,5.6,9.5,2.5
2000/2/22,4.0,9.2,-0.2
2000/2/23,4.4,8.8,0.2
2000/2/24,4.9,10.3,1.6
2000/2/25,3.5,7.9,0.3
2000/2/26,5.0,8.3,1.7
2000/2/27,5.2,8.8,0.8
2000/2/28,4.6,9.1,0.1
2000/2/29,3.3,7.9,-1.3
2000/3/1,5.1,11.1,-0.6
2000/3/2,7.9,14.7,2.1
2000/3/3,10.3,16.8,2.8
2000/3/4,10.0,11.7,8.5
2000/3/5,11.4,15.7,8.2
2000/3/6,10.1,15.0,6.4
2000/3/7,8.6,12.5,3.7
2000/3/8,5.9,10.1,1.7
2000/3/9,6.4,9.5,1.7
2000/3/10,6.5,12.2,0.9
2000/3/11,5.7,7.5,4.4
2000/3/12,6.7,10.9,3.6
2000/3/13,8.5,14.2,3.6
2000/3/14,8.5,14.3,2.9
2000/3/15,10.1,16.2,2.6
2000/3/16,10.4,13.9,6.6
2000/3/17,8.4,13.3,5.0
2000/3/18,9.9,16.2,2.8
2000/3/19,10.8,14.1,6.9
2000/3/20,9.4,14.8,5.2
2000/3/21,9.9,16.2,2.9
2000/3/22,11.4,16.6,7.2
2000/3/23,9.1,14.1,4.8
2000/3/24,10.5,12.9,8.6
2000/3/25,9.5,12.7,6.6
2000/3/26,11.7,15.4,8.6
2000/3/27,13.7,19.4,7.5
2000/3/28,13.6,19.3,10.6
2000/3/29,10.1,11.9,8.6
2000/3/30,11.1,14.8,8.0
2000/3/31,10.2,16.5,6.5
