ダウンロードした時刻：2019/10/10 16:13:54

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,15.2,18.6,13.1
1994/12/2,17.1,20.7,14.4
1994/12/3,13.1,17.2,10.0
1994/12/4,10.4,13.7,8.2
1994/12/5,11.9,14.4,9.4
1994/12/6,10.9,14.4,8.6
1994/12/7,14.5,18.5,8.9
1994/12/8,13.8,17.2,10.1
1994/12/9,16.9,20.7,13.5
1994/12/10,12.6,15.8,10.0
1994/12/11,12.2,13.2,11.1
1994/12/12,15.9,19.5,12.9
1994/12/13,14.9,17.9,11.5
1994/12/14,9.3,11.5,7.7
1994/12/15,11.0,14.0,7.7
1994/12/16,5.8,8.2,1.9
1994/12/17,6.0,10.3,1.4
1994/12/18,8.1,12.0,4.8
1994/12/19,7.7,11.6,5.0
1994/12/20,7.9,10.5,4.5
1994/12/21,10.2,11.2,7.8
1994/12/22,10.1,14.4,6.8
1994/12/23,11.8,17.0,7.5
1994/12/24,13.8,17.0,8.7
1994/12/25,14.2,17.7,10.9
1994/12/26,13.7,15.7,11.0
1994/12/27,14.0,17.6,11.5
1994/12/28,12.0,15.2,8.7
1994/12/29,9.9,12.7,7.0
1994/12/30,9.1,11.3,6.6
1994/12/31,9.9,13.0,6.0
1995/1/1,6.9,10.0,4.6
1995/1/2,7.6,11.5,4.0
1995/1/3,10.0,12.9,6.1
1995/1/4,14.4,18.9,9.3
1995/1/5,8.5,11.0,6.1
1995/1/6,6.1,8.3,4.6
1995/1/7,8.4,11.2,4.0
1995/1/8,11.0,15.3,6.9
1995/1/9,13.8,18.4,8.4
1995/1/10,8.3,13.9,5.6
1995/1/11,6.4,9.0,4.7
1995/1/12,7.0,10.3,5.2
1995/1/13,6.3,8.9,3.3
1995/1/14,3.8,6.2,1.8
1995/1/15,5.1,8.0,2.7
1995/1/16,6.1,9.8,3.5
1995/1/17,6.3,10.6,3.8
1995/1/18,7.5,10.5,3.3
1995/1/19,8.2,11.2,4.0
1995/1/20,9.3,14.4,3.7
1995/1/21,10.0,13.6,5.1
1995/1/22,14.8,19.8,10.4
1995/1/23,14.5,16.6,10.7
1995/1/24,8.3,10.9,5.9
1995/1/25,6.5,10.3,3.6
1995/1/26,7.5,10.6,4.2
1995/1/27,6.4,10.0,3.8
1995/1/28,6.6,11.0,2.5
1995/1/29,6.3,9.5,3.7
1995/1/30,4.2,6.8,2.7
1995/1/31,3.7,6.1,1.4
1995/2/1,4.3,8.0,1.6
1995/2/2,5.7,9.9,3.1
1995/2/3,6.6,11.2,3.5
1995/2/4,5.3,9.9,3.0
1995/2/5,5.7,9.8,3.6
1995/2/6,5.6,9.4,3.3
1995/2/7,7.0,11.4,4.3
1995/2/8,9.8,14.5,4.7
1995/2/9,10.0,12.2,7.7
1995/2/10,6.3,10.7,3.0
1995/2/11,7.3,12.1,2.6
1995/2/12,11.5,15.4,6.9
1995/2/13,14.3,17.0,11.3
1995/2/14,10.9,14.4,7.7
1995/2/15,9.2,13.2,6.1
1995/2/16,8.0,11.4,5.3
1995/2/17,6.6,10.7,3.3
1995/2/18,8.1,12.7,4.8
1995/2/19,9.0,13.1,6.9
1995/2/20,8.4,14.0,4.3
1995/2/21,5.6,9.3,2.7
1995/2/22,6.5,10.9,2.9
1995/2/23,8.1,12.9,2.9
1995/2/24,9.5,15.0,6.2
1995/2/25,8.3,11.3,5.3
1995/2/26,9.4,14.1,6.4
1995/2/27,9.0,14.9,5.4
1995/2/28,7.0,11.4,4.2
1995/3/1,8.8,12.5,5.9
1995/3/2,7.8,13.3,4.4
1995/3/3,7.5,11.3,4.9
1995/3/4,7.3,11.7,4.6
1995/3/5,6.5,10.9,2.5
1995/3/6,9.6,13.7,6.2
1995/3/7,11.0,16.0,6.6
1995/3/8,11.1,16.1,6.6
1995/3/9,11.4,14.9,6.9
1995/3/10,14.0,18.5,10.4
1995/3/11,10.3,12.7,8.2
1995/3/12,9.5,13.6,5.9
1995/3/13,9.8,14.2,7.0
1995/3/14,10.0,13.6,6.4
1995/3/15,11.4,14.5,7.4
1995/3/16,14.2,15.9,11.9
1995/3/17,16.7,19.6,13.5
1995/3/18,11.2,13.5,7.1
1995/3/19,9.1,13.0,5.1
1995/3/20,9.7,13.7,5.2
1995/3/21,13.0,16.3,7.6
1995/3/22,15.9,19.7,12.5
1995/3/23,16.0,20.0,12.2
1995/3/24,14.7,16.8,13.7
1995/3/25,14.1,16.4,9.8
1995/3/26,9.0,13.3,6.7
1995/3/27,12.0,16.4,6.2
1995/3/28,12.6,16.1,9.6
1995/3/29,12.1,14.4,9.6
1995/3/30,14.1,17.6,11.2
1995/3/31,16.4,20.1,13.8
