ダウンロードした時刻：2017/07/24 15:41:41

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,3.9,7.1,1.2
2009/1/2,5.0,7.7,3.1
2009/1/3,5.7,7.9,3.9
2009/1/4,6.9,9.7,4.4
2009/1/5,8.5,13.9,4.2
2009/1/6,7.5,12.1,4.3
2009/1/7,6.6,9.7,3.4
2009/1/8,6.5,10.0,1.4
2009/1/9,6.6,8.3,5.5
2009/1/10,3.9,7.4,1.0
2009/1/11,4.3,8.7,0.8
2009/1/12,3.7,7.0,-0.1
2009/1/13,3.8,7.4,1.5
2009/1/14,4.1,8.6,0.3
2009/1/15,2.5,5.5,0.1
2009/1/16,4.1,10.0,-1.6
2009/1/17,6.1,11.2,2.7
2009/1/18,3.5,6.8,0.5
2009/1/19,8.4,13.4,4.2
2009/1/20,6.9,10.1,4.2
2009/1/21,4.4,7.8,1.2
2009/1/22,5.8,7.2,3.5
2009/1/23,9.3,13.6,4.5
2009/1/24,2.9,5.6,0.7
2009/1/25,3.0,7.6,-1.5
2009/1/26,4.5,9.5,-1.0
2009/1/27,6.3,11.1,3.1
2009/1/28,5.1,9.7,0.1
2009/1/29,7.9,11.6,3.5
2009/1/30,10.9,13.8,8.9
2009/1/31,10.8,13.3,7.4
2009/2/1,6.4,8.9,4.5
2009/2/2,6.6,10.9,3.9
2009/2/3,7.2,13.7,1.6
2009/2/4,8.0,12.8,4.6
2009/2/5,8.3,14.4,2.5
2009/2/6,7.3,10.3,4.3
2009/2/7,7.4,12.8,2.3
2009/2/8,7.7,10.8,3.5
2009/2/9,6.3,9.3,1.8
2009/2/10,8.0,12.6,4.8
2009/2/11,7.0,13.8,2.4
2009/2/12,9.1,14.7,4.4
2009/2/13,8.4,11.2,4.2
2009/2/14,13.0,19.4,9.5
2009/2/15,12.7,18.9,8.4
2009/2/16,7.6,11.2,1.6
2009/2/17,2.1,5.2,-0.3
2009/2/18,5.2,10.7,0.0
2009/2/19,5.6,8.3,3.4
2009/2/20,7.7,13.1,4.2
2009/2/21,4.6,7.7,1.6
2009/2/22,4.4,8.1,-0.6
2009/2/23,8.8,13.8,5.5
2009/2/24,7.8,9.5,5.7
2009/2/25,10.1,15.1,8.0
2009/2/26,9.5,13.3,6.5
2009/2/27,7.5,8.2,6.5
2009/2/28,9.6,13.0,5.7
2009/3/1,9.8,15.1,6.6
2009/3/2,6.4,9.4,4.0
2009/3/3,4.9,7.2,3.5
2009/3/4,7.8,12.8,4.6
2009/3/5,8.9,12.2,4.2
2009/3/6,10.6,15.4,8.2
2009/3/7,8.8,12.0,6.8
2009/3/8,9.2,11.8,5.8
2009/3/9,9.1,11.2,7.3
2009/3/10,10.7,16.3,5.7
2009/3/11,6.6,10.4,4.0
2009/3/12,7.2,12.8,2.2
2009/3/13,8.5,13.9,3.9
2009/3/14,8.6,14.5,4.3
2009/3/15,7.9,14.2,2.8
2009/3/16,10.6,17.9,2.1
2009/3/17,13.0,20.6,5.6
2009/3/18,11.8,16.8,6.3
2009/3/19,14.4,18.1,10.0
2009/3/20,12.2,16.0,7.1
2009/3/21,10.9,16.8,4.7
2009/3/22,13.8,19.8,9.6
2009/3/23,9.7,12.7,6.1
2009/3/24,8.9,16.4,4.5
2009/3/25,7.5,16.3,4.1
2009/3/26,7.0,12.6,2.5
2009/3/27,7.3,12.6,3.3
2009/3/28,7.0,11.5,3.9
2009/3/29,7.5,12.0,4.7
2009/3/30,8.6,13.7,3.9
2009/3/31,8.3,12.2,3.4
2009/4/1,9.8,18.7,6.8
2009/4/2,9.1,13.7,6.1
2009/4/3,12.1,19.2,5.4
2009/4/4,9.4,12.3,6.3
2009/4/5,12.3,17.4,8.2
2009/4/6,13.5,20.1,7.3
2009/4/7,14.7,21.4,8.9
2009/4/8,14.0,19.7,7.4
2009/4/9,15.0,21.3,9.8
2009/4/10,15.3,19.9,9.9
2009/4/11,15.6,23.7,10.0
2009/4/12,16.8,20.7,13.3
2009/4/13,17.3,22.6,12.1
2009/4/14,15.7,17.1,14.7
2009/4/15,16.2,20.1,12.3
2009/4/16,16.9,22.7,10.9
2009/4/17,16.7,20.7,13.5
2009/4/18,15.4,19.2,10.3
2009/4/19,18.6,25.3,15.1
2009/4/20,16.8,18.0,15.6
2009/4/21,16.8,18.8,15.2
2009/4/22,17.0,22.1,13.4
2009/4/23,13.8,17.8,11.1
2009/4/24,13.9,18.0,8.5
2009/4/25,15.1,16.0,14.1
2009/4/26,13.7,16.6,10.0
2009/4/27,11.0,14.8,8.4
2009/4/28,14.1,19.1,8.9
2009/4/29,16.2,22.4,10.6
2009/4/30,15.4,21.0,8.6
2009/5/1,17.4,22.6,11.8
