ダウンロードした時刻：2019/10/10 16:17:38

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,9.1,12.3,5.5
1999/12/2,11.7,17.0,9.4
1999/12/3,11.3,15.8,6.6
1999/12/4,11.0,16.7,5.5
1999/12/5,12.4,14.5,10.5
1999/12/6,11.4,15.6,7.9
1999/12/7,9.0,13.5,4.7
1999/12/8,8.0,14.7,2.5
1999/12/9,10.8,20.3,5.1
1999/12/10,9.8,17.1,4.2
1999/12/11,10.3,18.4,5.0
1999/12/12,7.7,13.7,2.8
1999/12/13,8.5,15.0,4.3
1999/12/14,9.5,16.0,3.9
1999/12/15,7.8,15.4,2.7
1999/12/16,7.5,14.7,1.5
1999/12/17,9.0,13.7,4.6
1999/12/18,7.8,10.8,4.5
1999/12/19,4.9,9.2,0.9
1999/12/20,3.3,9.2,-1.3
1999/12/21,2.4,9.6,-2.5
1999/12/22,2.9,10.0,-2.0
1999/12/23,4.8,12.4,-1.1
1999/12/24,5.4,12.2,-0.5
1999/12/25,7.0,11.8,3.3
1999/12/26,5.4,12.0,-0.1
1999/12/27,6.3,13.9,0.4
1999/12/28,7.1,14.3,1.3
1999/12/29,8.6,16.9,2.4
1999/12/30,9.1,16.6,3.6
1999/12/31,9.0,17.1,3.3
2000/1/1,8.9,16.3,3.2
2000/1/2,7.2,10.2,4.4
2000/1/3,9.4,17.8,3.6
2000/1/4,8.0,15.6,2.1
2000/1/5,10.6,16.9,4.6
2000/1/6,13.2,17.1,10.9
2000/1/7,10.7,16.9,4.2
2000/1/8,5.9,11.9,2.1
2000/1/9,6.3,10.0,2.2
2000/1/10,11.0,17.0,6.0
2000/1/11,9.4,14.5,5.3
2000/1/12,10.1,14.3,6.9
2000/1/13,12.3,15.8,9.0
2000/1/14,9.3,15.3,5.1
2000/1/15,8.9,14.9,2.9
2000/1/16,8.8,10.1,6.9
2000/1/17,9.9,16.5,5.4
2000/1/18,8.5,14.1,3.9
2000/1/19,7.1,15.0,1.6
2000/1/20,3.4,8.0,-0.3
2000/1/21,2.5,7.8,-3.4
2000/1/22,4.7,10.0,-1.2
2000/1/23,7.4,10.4,4.9
2000/1/24,10.2,13.3,8.1
2000/1/25,8.8,12.0,5.7
2000/1/26,5.1,10.5,0.9
2000/1/27,2.7,7.3,-0.9
2000/1/28,4.1,11.0,-1.7
2000/1/29,5.4,12.1,-1.3
2000/1/30,6.6,11.8,3.0
2000/1/31,4.5,10.7,-0.1
2000/2/1,5.6,10.9,-0.1
2000/2/2,6.7,12.7,0.5
2000/2/3,7.7,13.5,3.7
2000/2/4,6.3,12.0,1.0
2000/2/5,6.9,12.8,0.4
2000/2/6,9.2,13.1,5.2
2000/2/7,7.7,13.6,1.8
2000/2/8,3.5,7.7,0.0
2000/2/9,4.5,10.6,0.8
2000/2/10,4.4,11.0,-1.6
2000/2/11,6.8,15.1,0.8
2000/2/12,7.1,14.7,0.5
2000/2/13,8.3,16.1,1.5
2000/2/14,9.9,16.6,6.4
2000/2/15,5.1,9.2,-0.3
2000/2/16,2.8,8.5,-1.5
2000/2/17,3.7,10.4,-1.0
2000/2/18,4.9,11.4,-1.8
2000/2/19,4.4,5.5,3.1
2000/2/20,7.9,12.8,4.6
2000/2/21,5.6,12.4,1.1
2000/2/22,4.6,10.0,-0.4
2000/2/23,5.1,11.0,-0.2
2000/2/24,5.9,14.1,0.4
2000/2/25,4.8,10.3,1.8
2000/2/26,3.8,10.4,1.2
2000/2/27,5.0,12.2,-0.7
2000/2/28,5.4,12.6,-1.0
2000/2/29,4.9,10.3,1.2
2000/3/1,5.4,12.1,-0.8
2000/3/2,8.1,16.2,1.7
2000/3/3,9.8,16.8,1.3
2000/3/4,11.4,14.7,8.8
2000/3/5,13.2,17.4,10.2
2000/3/6,11.8,18.3,7.4
2000/3/7,9.9,18.2,3.9
2000/3/8,6.4,13.1,1.7
2000/3/9,6.4,13.6,-0.2
2000/3/10,7.8,13.9,0.8
2000/3/11,6.9,8.2,5.9
2000/3/12,9.7,15.3,5.9
2000/3/13,9.6,16.9,2.6
2000/3/14,9.5,17.6,1.9
2000/3/15,9.9,15.6,2.8
2000/3/16,14.6,20.7,10.0
2000/3/17,10.3,15.5,4.8
2000/3/18,9.4,15.7,1.9
2000/3/19,10.3,12.9,8.6
2000/3/20,10.9,16.0,5.9
2000/3/21,10.3,16.5,3.2
2000/3/22,12.7,18.6,8.1
2000/3/23,11.7,16.4,5.4
2000/3/24,11.1,14.8,5.8
2000/3/25,9.1,16.5,3.1
2000/3/26,10.7,17.6,3.7
2000/3/27,12.4,18.7,4.7
2000/3/28,11.9,17.4,8.2
2000/3/29,10.3,15.5,5.9
2000/3/30,11.3,17.5,4.9
2000/3/31,12.5,19.1,6.6
