ダウンロードした時刻：2017/07/24 15:46:59

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,7.8,14.6,2.0
2002/1/2,2.9,6.0,0.5
2002/1/3,4.0,7.9,-0.7
2002/1/4,10.5,15.3,5.0
2002/1/5,10.0,13.6,5.4
2002/1/6,5.3,11.0,0.2
2002/1/7,7.5,18.0,0.7
2002/1/8,5.4,8.1,3.1
2002/1/9,6.5,12.2,2.6
2002/1/10,7.3,13.6,-0.5
2002/1/11,12.3,17.9,5.5
2002/1/12,9.0,17.7,1.0
2002/1/13,10.6,17.0,5.5
2002/1/14,10.3,12.6,7.1
2002/1/15,12.6,15.8,9.2
2002/1/16,14.3,19.8,11.4
2002/1/17,10.8,12.8,8.3
2002/1/18,8.1,8.7,7.2
2002/1/19,6.6,9.9,2.9
2002/1/20,6.6,10.8,1.5
2002/1/21,8.7,11.5,6.0
2002/1/22,5.6,7.8,3.9
2002/1/23,5.2,8.6,2.8
2002/1/24,5.7,9.7,1.0
2002/1/25,4.3,8.7,-0.9
2002/1/26,6.1,9.2,3.6
2002/1/27,9.1,11.9,6.6
2002/1/28,7.3,11.4,3.5
2002/1/29,4.5,7.6,2.3
2002/1/30,5.8,10.6,2.1
2002/1/31,5.0,8.7,0.6
2002/2/1,4.4,10.2,-1.6
2002/2/2,5.3,7.4,3.2
2002/2/3,9.2,13.1,7.1
2002/2/4,7.4,10.4,4.0
2002/2/5,7.7,11.6,3.8
2002/2/6,8.2,14.9,2.4
2002/2/7,9.5,16.3,3.5
2002/2/8,7.4,14.8,-0.8
2002/2/9,9.4,12.9,5.9
2002/2/10,5.8,9.1,3.7
2002/2/11,5.2,7.9,2.4
2002/2/12,6.8,11.8,2.8
2002/2/13,6.3,10.9,1.4
2002/2/14,7.2,12.4,1.6
2002/2/15,5.4,10.8,0.6
2002/2/16,6.4,13.4,-0.2
2002/2/17,8.8,12.5,5.2
2002/2/18,8.9,13.3,4.3
2002/2/19,5.9,8.8,3.6
2002/2/20,7.4,13.0,1.6
2002/2/21,8.3,15.4,0.3
2002/2/22,12.3,16.2,9.3
2002/2/23,9.6,14.0,4.5
2002/2/24,10.7,14.4,6.8
2002/2/25,8.1,13.1,3.7
2002/2/26,9.4,13.9,4.6
2002/2/27,10.3,11.8,9.7
2002/2/28,11.1,12.1,10.3
2002/3/1,11.0,15.0,6.3
2002/3/2,9.9,13.0,6.6
2002/3/3,9.4,13.6,5.9
2002/3/4,9.1,15.1,3.1
2002/3/5,11.0,13.8,8.4
2002/3/6,11.2,14.3,7.9
2002/3/7,8.1,13.1,4.6
2002/3/8,8.0,14.1,3.0
2002/3/9,8.1,16.6,0.0
2002/3/10,12.4,21.1,2.6
2002/3/11,13.9,17.1,8.0
2002/3/12,12.1,18.2,4.5
2002/3/13,11.5,16.4,5.9
2002/3/14,13.5,19.1,7.3
2002/3/15,18.1,23.0,12.9
2002/3/16,13.9,19.1,9.8
2002/3/17,13.6,18.6,7.7
2002/3/18,14.0,20.5,9.2
2002/3/19,13.3,21.5,3.5
2002/3/20,15.2,22.0,9.5
2002/3/21,14.8,23.7,8.5
2002/3/22,10.7,12.9,9.0
2002/3/23,11.6,15.3,8.1
2002/3/24,11.0,14.1,8.3
2002/3/25,10.1,14.1,5.4
2002/3/26,13.0,16.5,10.5
2002/3/27,13.7,17.1,9.6
2002/3/28,11.5,17.5,4.7
2002/3/29,14.6,16.1,13.0
2002/3/30,15.2,19.6,11.5
2002/3/31,15.0,20.8,9.7
2002/4/1,14.5,20.7,8.5
2002/4/2,16.0,21.8,9.3
2002/4/3,15.2,20.9,11.9
2002/4/4,14.0,20.7,7.7
2002/4/5,13.5,20.1,6.4
2002/4/6,14.4,20.6,10.4
2002/4/7,15.5,17.6,13.7
2002/4/8,16.3,20.5,12.8
2002/4/9,14.8,18.6,11.0
2002/4/10,12.8,16.0,8.9
2002/4/11,10.4,14.1,7.8
2002/4/12,12.9,19.7,6.2
2002/4/13,15.2,23.6,8.1
2002/4/14,14.9,20.0,7.3
2002/4/15,16.1,18.4,14.5
2002/4/16,21.3,25.6,16.9
2002/4/17,18.3,20.9,14.7
2002/4/18,14.0,16.8,9.7
2002/4/19,12.9,18.4,5.9
2002/4/20,14.7,17.1,12.3
2002/4/21,15.2,17.3,13.6
2002/4/22,18.3,22.4,13.7
2002/4/23,19.0,20.7,17.4
2002/4/24,18.5,22.2,16.2
2002/4/25,15.5,18.6,13.6
2002/4/26,13.9,18.2,10.1
2002/4/27,13.7,18.0,8.3
2002/4/28,17.8,23.3,14.8
2002/4/29,20.6,25.0,17.1
2002/4/30,21.3,25.7,17.0
2002/5/1,18.0,19.5,15.8
