ダウンロードした時刻：2017/07/24 15:44:23

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,4.2,8.6,0.0
2006/1/2,5.9,11.6,2.6
2006/1/3,5.4,9.0,2.5
2006/1/4,4.0,6.3,1.7
2006/1/5,2.9,5.9,-0.4
2006/1/6,1.7,5.0,-1.5
2006/1/7,2.0,6.3,-1.4
2006/1/8,2.8,7.7,-1.4
2006/1/9,2.7,7.6,-1.8
2006/1/10,4.7,9.0,0.0
2006/1/11,5.0,10.3,-0.6
2006/1/12,4.7,10.8,-0.8
2006/1/13,6.8,10.6,2.1
2006/1/14,10.6,12.9,8.8
2006/1/15,8.0,11.3,4.7
2006/1/16,5.8,9.9,1.2
2006/1/17,7.1,11.8,3.8
2006/1/18,5.8,8.0,3.9
2006/1/19,4.0,6.3,2.2
2006/1/20,3.8,7.3,0.4
2006/1/21,4.5,8.1,1.1
2006/1/22,3.6,9.3,-0.5
2006/1/23,2.6,6.7,-0.6
2006/1/24,3.1,8.4,-1.7
2006/1/25,3.2,8.0,-1.1
2006/1/26,4.2,9.2,-0.6
2006/1/27,5.2,10.6,0.5
2006/1/28,4.8,8.8,1.6
2006/1/29,4.2,8.5,-1.1
2006/1/30,7.7,9.5,5.8
2006/1/31,8.9,10.7,7.4
2006/2/1,8.1,10.3,6.2
2006/2/2,6.9,11.2,2.2
2006/2/3,4.7,9.8,-0.8
2006/2/4,0.6,4.5,-2.9
2006/2/5,2.5,6.6,-2.0
2006/2/6,2.2,5.5,0.8
2006/2/7,5.4,9.9,2.4
2006/2/8,3.2,6.5,0.3
2006/2/9,2.2,6.6,-1.8
2006/2/10,4.6,9.4,-1.8
2006/2/11,7.7,11.6,4.4
2006/2/12,3.9,8.0,0.4
2006/2/13,4.9,12.2,-1.9
2006/2/14,5.7,8.9,0.8
2006/2/15,9.1,11.6,6.0
2006/2/16,9.1,10.8,8.0
2006/2/17,6.2,10.4,1.9
2006/2/18,3.9,8.3,-0.8
2006/2/19,5.0,8.5,1.0
2006/2/20,3.9,5.7,2.3
2006/2/21,5.7,10.8,1.5
2006/2/22,7.6,11.8,2.7
2006/2/23,9.0,12.9,5.2
2006/2/24,7.3,12.9,2.5
2006/2/25,8.3,12.8,1.3
2006/2/26,11.2,14.1,9.0
2006/2/27,5.4,9.7,2.2
2006/2/28,5.3,9.7,-0.4
2006/3/1,5.1,8.1,2.4
2006/3/2,4.6,9.6,1.7
2006/3/3,3.8,8.9,0.0
2006/3/4,4.7,10.0,-1.0
2006/3/5,7.8,14.6,0.6
2006/3/6,9.5,11.0,8.1
2006/3/7,9.7,15.0,5.2
2006/3/8,11.5,17.8,4.9
2006/3/9,9.4,13.1,4.3
2006/3/10,10.1,13.6,7.4
2006/3/11,10.3,17.5,5.0
2006/3/12,8.8,11.6,3.4
2006/3/13,3.0,7.0,0.4
2006/3/14,3.2,7.9,-0.2
2006/3/15,6.2,13.2,-0.7
2006/3/16,8.2,12.2,4.9
2006/3/17,11.5,17.3,6.6
2006/3/18,7.6,9.2,5.7
2006/3/19,7.1,9.7,2.8
2006/3/20,7.1,12.7,0.4
2006/3/21,9.3,14.3,3.6
2006/3/22,7.7,11.1,6.6
2006/3/23,10.7,16.6,7.2
2006/3/24,9.1,13.8,4.1
2006/3/25,9.3,16.2,2.5
2006/3/26,9.9,14.8,5.8
2006/3/27,11.5,17.5,5.6
2006/3/28,11.1,20.1,5.5
2006/3/29,7.0,10.9,3.5
2006/3/30,5.9,11.2,2.4
2006/3/31,6.7,12.3,0.8
2006/4/1,8.1,12.7,2.5
2006/4/2,11.9,15.0,8.6
2006/4/3,14.1,18.5,9.0
2006/4/4,12.0,17.6,7.3
2006/4/5,12.1,14.7,10.3
2006/4/6,10.4,15.5,5.7
2006/4/7,12.9,18.9,6.6
2006/4/8,15.0,20.6,10.9
2006/4/9,11.8,15.5,7.7
2006/4/10,11.7,14.9,8.9
2006/4/11,15.4,17.6,13.3
2006/4/12,15.9,19.6,13.3
2006/4/13,14.6,17.9,11.7
2006/4/14,11.5,13.9,8.7
2006/4/15,9.9,12.3,7.9
2006/4/16,11.9,17.8,7.1
2006/4/17,10.6,16.8,4.1
2006/4/18,14.0,20.8,7.4
2006/4/19,16.6,22.2,12.1
2006/4/20,12.8,17.1,8.2
2006/4/21,11.5,16.8,7.3
2006/4/22,10.6,14.6,6.6
2006/4/23,13.9,19.5,10.7
2006/4/24,14.8,19.0,11.4
2006/4/25,13.9,20.3,8.3
2006/4/26,11.5,15.9,6.7
2006/4/27,13.5,18.7,9.8
2006/4/28,15.1,21.9,7.7
2006/4/29,14.7,19.2,10.4
2006/4/30,19.1,25.5,12.6
2006/5/1,22.3,29.5,13.9
