ダウンロードした時刻：2019/10/10 16:18:31

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,11.0,12.7,9.7
2002/12/2,11.1,14.5,7.9
2002/12/3,10.4,14.4,4.7
2002/12/4,13.7,17.6,9.6
2002/12/5,15.0,18.5,11.2
2002/12/6,11.1,14.5,8.7
2002/12/7,8.2,9.0,7.7
2002/12/8,8.0,10.0,6.5
2002/12/9,7.7,12.2,5.3
2002/12/10,5.4,7.4,2.2
2002/12/11,4.9,7.3,2.0
2002/12/12,6.4,10.2,3.9
2002/12/13,6.1,10.0,3.3
2002/12/14,6.0,10.5,2.7
2002/12/15,6.2,12.0,0.6
2002/12/16,10.8,17.4,3.5
2002/12/17,10.3,14.7,5.6
2002/12/18,7.5,11.0,3.3
2002/12/19,8.4,9.1,7.7
2002/12/20,8.1,10.7,6.8
2002/12/21,7.6,9.6,5.5
2002/12/22,10.0,12.5,7.9
2002/12/23,8.3,11.0,6.8
2002/12/24,9.3,13.1,4.7
2002/12/25,8.0,12.9,5.1
2002/12/26,4.6,7.7,2.9
2002/12/27,4.7,7.6,2.5
2002/12/28,5.1,9.9,0.0
2002/12/29,6.8,9.9,3.9
2002/12/30,6.2,11.6,1.9
2002/12/31,7.7,12.2,2.7
2003/1/1,6.7,11.2,4.1
2003/1/2,5.2,8.0,3.5
2003/1/3,3.6,6.5,0.5
2003/1/4,4.2,7.0,-0.3
2003/1/5,0.3,2.4,-2.1
2003/1/6,2.5,6.2,-0.6
2003/1/7,3.9,8.1,0.8
2003/1/8,4.1,8.8,0.6
2003/1/9,5.4,9.8,1.4
2003/1/10,7.3,11.4,3.1
2003/1/11,6.6,10.0,3.9
2003/1/12,7.7,12.6,3.0
2003/1/13,6.2,12.2,0.6
2003/1/14,7.6,14.8,1.9
2003/1/15,3.6,5.6,1.3
2003/1/16,2.4,6.6,-2.1
2003/1/17,5.6,11.7,-0.3
2003/1/18,7.9,13.6,2.6
2003/1/19,5.4,7.7,2.7
2003/1/20,7.2,10.5,4.1
2003/1/21,4.9,8.5,1.6
2003/1/22,4.9,8.6,-0.4
2003/1/23,7.5,11.8,5.1
2003/1/24,4.7,7.5,2.8
2003/1/25,5.4,8.8,2.5
2003/1/26,5.9,8.1,3.1
2003/1/27,10.8,13.5,7.3
2003/1/28,4.8,8.2,1.0
2003/1/29,-0.8,3.4,-3.6
2003/1/30,1.3,4.9,-2.1
2003/1/31,4.8,9.6,0.4
2003/2/1,4.6,7.5,3.2
2003/2/2,4.3,7.9,2.0
2003/2/3,4.3,8.8,0.8
2003/2/4,4.0,7.8,-0.2
2003/2/5,4.3,8.7,0.9
2003/2/6,4.4,8.2,1.2
2003/2/7,4.7,9.8,-1.1
2003/2/8,6.9,12.6,1.5
2003/2/9,11.8,15.0,6.6
2003/2/10,10.0,15.4,5.4
2003/2/11,9.6,11.3,7.2
2003/2/12,6.9,9.9,3.7
2003/2/13,6.3,10.6,3.8
2003/2/14,6.7,11.4,2.9
2003/2/15,6.0,9.9,0.8
2003/2/16,7.1,9.0,5.4
2003/2/17,7.3,11.6,3.6
2003/2/18,6.7,11.6,1.2
2003/2/19,8.2,11.9,5.5
2003/2/20,5.8,8.3,3.9
2003/2/21,6.1,9.8,3.2
2003/2/22,6.3,8.3,4.4
2003/2/23,8.1,12.4,6.5
2003/2/24,7.2,10.8,4.5
2003/2/25,7.6,12.3,3.5
2003/2/26,7.9,12.5,2.2
2003/2/27,8.0,11.2,4.6
2003/2/28,6.1,10.3,1.7
2003/3/1,9.6,14.0,6.1
2003/3/2,10.6,14.5,6.7
2003/3/3,8.5,12.8,5.1
2003/3/4,3.9,6.8,2.0
2003/3/5,3.6,6.5,1.2
2003/3/6,5.7,9.4,2.9
2003/3/7,11.3,14.6,7.1
2003/3/8,6.7,10.1,4.4
2003/3/9,5.1,8.1,3.5
2003/3/10,5.0,8.0,3.0
2003/3/11,5.1,9.1,0.9
2003/3/12,5.8,10.5,1.6
2003/3/13,6.6,11.0,2.2
2003/3/14,7.6,11.7,3.3
2003/3/15,6.9,7.8,5.9
2003/3/16,7.4,8.3,6.7
2003/3/17,10.5,14.1,8.0
2003/3/18,8.8,12.5,5.5
2003/3/19,7.2,12.1,2.8
2003/3/20,8.0,12.7,3.8
2003/3/21,8.2,12.6,3.1
2003/3/22,7.1,8.7,4.7
2003/3/23,8.0,12.7,1.9
2003/3/24,9.9,12.6,6.2
2003/3/25,12.8,18.7,10.0
2003/3/26,12.6,18.1,9.1
2003/3/27,13.2,22.2,6.6
2003/3/28,12.4,16.1,8.9
2003/3/29,11.5,16.1,8.4
2003/3/30,10.1,15.2,3.9
2003/3/31,14.4,20.6,7.8
