ダウンロードした時刻：2019/10/10 15:41:53

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,8.8,15.1,2.4
1994/12/2,11.6,15.2,6.7
1994/12/3,9.8,12.5,7.2
1994/12/4,8.2,12.8,4.7
1994/12/5,6.7,12.4,1.2
1994/12/6,6.7,10.9,3.2
1994/12/7,8.4,15.1,0.9
1994/12/8,10.0,15.2,4.6
1994/12/9,12.7,16.2,5.3
1994/12/10,8.7,12.5,5.8
1994/12/11,5.6,8.0,1.5
1994/12/12,9.8,12.8,7.3
1994/12/13,8.8,12.5,5.0
1994/12/14,5.8,10.4,2.1
1994/12/15,5.9,11.7,0.6
1994/12/16,1.9,4.4,-0.6
1994/12/17,1.9,7.6,-3.8
1994/12/18,3.5,9.3,-1.4
1994/12/19,2.4,6.3,-0.6
1994/12/20,2.2,7.8,-3.2
1994/12/21,6.0,10.9,0.5
1994/12/22,6.0,11.0,0.6
1994/12/23,7.0,14.2,-0.4
1994/12/24,7.6,16.2,0.2
1994/12/25,6.8,12.5,3.2
1994/12/26,4.8,8.9,-0.8
1994/12/27,9.1,14.2,4.8
1994/12/28,7.7,11.8,2.7
1994/12/29,4.8,8.1,1.8
1994/12/30,4.9,9.2,0.4
1994/12/31,4.7,8.4,2.1
1995/1/1,3.4,7.4,0.9
1995/1/2,3.4,7.5,-1.4
1995/1/3,4.6,9.0,-1.8
1995/1/4,7.1,9.2,3.8
1995/1/5,6.0,10.4,2.8
1995/1/6,2.9,6.2,-0.1
1995/1/7,5.1,10.6,-0.1
1995/1/8,6.7,12.4,1.0
1995/1/9,8.9,13.1,1.4
1995/1/10,5.5,8.7,0.9
1995/1/11,3.6,8.1,-0.4
1995/1/12,3.6,10.4,-2.0
1995/1/13,3.2,8.9,-0.7
1995/1/14,0.8,4.4,-2.2
1995/1/15,0.1,4.5,-3.3
1995/1/16,1.3,5.2,-1.4
1995/1/17,0.9,5.8,-2.7
1995/1/18,2.6,7.6,-4.7
1995/1/19,2.6,5.2,0.2
1995/1/20,4.6,9.7,-0.3
1995/1/21,4.5,8.6,-1.0
1995/1/22,6.7,10.4,4.0
1995/1/23,10.3,13.9,7.6
1995/1/24,6.4,10.7,1.4
1995/1/25,3.5,7.7,0.7
1995/1/26,3.4,7.8,-2.9
1995/1/27,3.0,7.2,-0.4
1995/1/28,2.0,5.2,-2.6
1995/1/29,4.7,10.2,-0.5
1995/1/30,1.8,5.8,-1.5
1995/1/31,0.5,5.2,-5.0
1995/2/1,3.6,8.0,0.5
1995/2/2,3.4,8.3,-1.5
1995/2/3,3.0,8.1,-1.7
1995/2/4,2.6,7.5,-1.1
1995/2/5,3.2,6.0,-0.6
1995/2/6,2.9,9.1,-2.8
1995/2/7,3.5,8.9,-1.0
1995/2/8,5.7,12.6,-2.6
1995/2/9,5.9,9.6,3.5
1995/2/10,3.0,6.5,0.9
1995/2/11,3.4,9.1,-2.3
1995/2/12,5.9,11.5,-1.3
1995/2/13,7.7,12.0,4.3
1995/2/14,5.5,9.2,3.2
1995/2/15,5.3,9.3,2.0
1995/2/16,5.6,10.8,3.1
1995/2/17,3.7,8.5,1.3
1995/2/18,4.6,9.0,1.3
1995/2/19,5.2,10.5,1.8
1995/2/20,5.3,10.2,1.6
1995/2/21,5.1,10.4,0.8
1995/2/22,4.9,9.8,0.5
1995/2/23,5.1,8.6,1.8
1995/2/24,5.4,10.3,0.4
1995/2/25,4.1,7.4,1.9
1995/2/26,5.8,9.0,2.8
1995/2/27,6.5,13.9,-0.4
1995/2/28,4.6,7.8,0.6
1995/3/1,6.5,11.2,3.8
1995/3/2,5.0,8.7,2.6
1995/3/3,4.7,7.5,1.4
1995/3/4,2.9,5.2,1.1
1995/3/5,3.5,9.0,-1.0
1995/3/6,4.3,9.3,-0.1
1995/3/7,4.5,10.0,-1.5
1995/3/8,5.9,13.4,-0.2
1995/3/9,7.3,12.4,3.3
1995/3/10,5.2,10.7,-0.3
1995/3/11,6.1,10.5,4.8
1995/3/12,5.5,8.3,4.2
1995/3/13,5.3,8.1,1.9
1995/3/14,6.1,9.9,1.7
1995/3/15,5.8,10.5,0.9
1995/3/16,7.8,12.6,-0.1
1995/3/17,12.4,14.7,9.6
1995/3/18,4.0,9.6,2.2
1995/3/19,6.3,10.4,2.6
1995/3/20,7.4,11.2,1.5
1995/3/21,9.2,14.3,2.0
1995/3/22,10.2,17.8,3.6
1995/3/23,8.1,10.0,7.3
1995/3/24,10.0,13.4,7.4
1995/3/25,4.6,7.5,1.6
1995/3/26,2.7,5.2,0.7
1995/3/27,6.6,11.1,1.3
1995/3/28,7.5,11.9,3.5
1995/3/29,6.8,10.5,0.4
1995/3/30,10.3,12.7,7.4
1995/3/31,14.4,19.4,10.5
