ダウンロードした時刻：2019/10/10 16:17:53

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,14.4,16.1,12.6
2011/12/2,13.6,14.4,12.8
2011/12/3,15.2,19.4,11.0
2011/12/4,11.8,17.6,7.6
2011/12/5,11.1,17.4,6.2
2011/12/6,12.5,17.7,8.6
2011/12/7,11.4,14.8,8.0
2011/12/8,9.8,11.3,7.4
2011/12/9,7.9,10.8,4.3
2011/12/10,7.1,13.4,2.8
2011/12/11,7.0,12.7,2.1
2011/12/12,8.5,15.5,2.4
2011/12/13,10.2,17.5,4.1
2011/12/14,11.3,17.2,7.7
2011/12/15,10.4,16.8,5.5
2011/12/16,6.5,10.9,2.5
2011/12/17,4.6,10.4,-0.2
2011/12/18,5.5,12.4,-0.2
2011/12/19,6.6,13.0,1.1
2011/12/20,6.7,12.7,1.3
2011/12/21,8.3,13.7,4.1
2011/12/22,8.3,13.4,5.4
2011/12/23,5.8,10.6,2.6
2011/12/24,4.6,11.1,0.2
2011/12/25,4.0,8.7,0.3
2011/12/26,3.4,9.7,-1.1
2011/12/27,4.7,10.9,-0.2
2011/12/28,5.9,12.4,0.4
2011/12/29,7.3,14.3,1.7
2011/12/30,6.3,10.6,1.6
2011/12/31,5.4,12.6,-0.4
2012/1/1,7.1,15.3,1.7
2012/1/2,6.4,11.1,1.8
2012/1/3,6.3,12.4,1.0
2012/1/4,5.3,8.6,3.0
2012/1/5,4.5,10.1,0.1
2012/1/6,5.3,12.5,-0.7
2012/1/7,5.4,10.7,1.0
2012/1/8,5.7,11.5,-0.3
2012/1/9,8.1,14.1,4.3
2012/1/10,7.5,13.7,1.9
2012/1/11,7.1,12.7,3.7
2012/1/12,4.9,10.2,0.0
2012/1/13,5.1,11.1,0.5
2012/1/14,5.9,13.0,0.1
2012/1/15,6.6,9.2,3.2
2012/1/16,6.9,8.9,4.8
2012/1/17,7.6,13.1,3.1
2012/1/18,8.0,14.1,2.7
2012/1/19,9.4,10.3,8.2
2012/1/20,11.2,15.1,9.1
2012/1/21,9.4,11.2,6.2
2012/1/22,9.6,16.1,4.5
2012/1/23,7.8,12.7,2.0
2012/1/24,3.3,8.5,-0.7
2012/1/25,3.2,9.0,0.0
2012/1/26,2.4,8.2,-2.3
2012/1/27,3.7,10.0,-2.1
2012/1/28,5.7,10.4,1.6
2012/1/29,7.0,13.1,1.6
2012/1/30,5.1,11.4,1.3
2012/1/31,4.5,11.3,-0.8
2012/2/1,4.5,11.6,-0.5
2012/2/2,1.2,5.0,-1.5
2012/2/3,1.3,7.4,-3.6
2012/2/4,4.1,11.3,-1.4
2012/2/5,3.5,6.8,-0.9
2012/2/6,8.9,11.9,5.1
2012/2/7,11.1,15.8,6.6
2012/2/8,3.5,8.5,-0.5
2012/2/9,2.8,9.4,-2.3
2012/2/10,4.7,9.4,-0.5
2012/2/11,6.2,11.6,0.8
2012/2/12,5.6,12.4,-0.5
2012/2/13,6.5,8.5,3.8
2012/2/14,9.2,11.3,7.1
2012/2/15,8.8,11.5,5.5
2012/2/16,7.5,13.3,4.7
2012/2/17,5.3,10.6,2.2
2012/2/18,3.0,7.2,-0.6
2012/2/19,3.9,10.5,-1.7
2012/2/20,5.4,11.9,-0.9
2012/2/21,8.0,12.0,2.9
2012/2/22,8.2,9.7,6.8
2012/2/23,13.9,22.3,9.7
2012/2/24,11.7,16.3,8.6
2012/2/25,9.7,12.1,6.7
2012/2/26,7.1,9.9,3.8
2012/2/27,6.2,12.6,0.2
2012/2/28,7.0,12.0,2.1
2012/2/29,11.4,18.6,5.4
2012/3/1,13.0,16.8,10.2
2012/3/2,13.9,16.1,11.7
2012/3/3,12.6,17.2,9.8
2012/3/4,10.3,11.6,8.8
2012/3/5,15.3,19.9,11.6
2012/3/6,17.7,23.1,13.2
2012/3/7,13.6,16.7,10.9
2012/3/8,11.4,15.9,8.2
2012/3/9,9.5,10.8,8.4
2012/3/10,10.6,14.7,7.7
2012/3/11,7.8,14.6,2.7
2012/3/12,5.3,10.5,1.3
2012/3/13,5.7,11.7,1.1
2012/3/14,7.3,13.9,0.5
2012/3/15,9.3,16.9,2.3
2012/3/16,8.4,11.1,4.9
2012/3/17,13.0,19.6,8.5
2012/3/18,12.5,14.7,9.3
2012/3/19,11.3,16.0,6.6
2012/3/20,10.2,15.3,6.2
2012/3/21,10.0,15.4,4.0
2012/3/22,12.6,19.2,4.2
2012/3/23,12.7,15.5,9.9
2012/3/24,11.9,15.6,7.1
2012/3/25,8.7,13.3,4.4
2012/3/26,7.5,13.4,2.5
2012/3/27,9.3,15.8,1.8
2012/3/28,12.3,20.2,4.6
2012/3/29,11.9,18.8,5.4
2012/3/30,14.2,19.6,8.3
2012/3/31,12.8,17.8,5.7
