ダウンロードした時刻：2019/10/10 15:33:39

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,1.3,3.2,-1.0
2018/12/2,5.2,7.6,1.8
2018/12/3,8.6,12.3,4.3
2018/12/4,11.2,13.1,8.9
2018/12/5,3.2,9.0,-0.1
2018/12/6,0.3,1.3,-0.2
2018/12/7,-1.6,-0.1,-3.8
2018/12/8,-3.7,-2.3,-4.5
2018/12/9,-3.6,-1.8,-4.8
2018/12/10,-3.3,-1.5,-5.2
2018/12/11,-0.5,1.1,-2.4
2018/12/12,-1.1,-0.2,-2.4
2018/12/13,-0.9,0.9,-3.6
2018/12/14,-1.1,0.8,-3.4
2018/12/15,-0.6,2.0,-3.9
2018/12/16,4.2,5.9,1.8
2018/12/17,3.6,5.1,1.0
2018/12/18,0.7,2.2,-1.0
2018/12/19,2.1,5.2,-0.9
2018/12/20,-0.1,1.6,-2.2
2018/12/21,3.1,4.6,1.1
2018/12/22,4.5,7.4,2.7
2018/12/23,3.4,5.3,1.2
2018/12/24,-1.6,1.4,-3.0
2018/12/25,0.3,2.3,-1.6
2018/12/26,-0.1,2.8,-5.0
2018/12/27,-5.5,-4.4,-7.4
2018/12/28,-4.1,-2.1,-6.4
2018/12/29,-2.9,-1.0,-4.2
2018/12/30,-1.3,1.2,-3.9
2018/12/31,-0.3,1.9,-2.2
2019/1/1,-0.5,0.5,-1.4
2019/1/2,-2.3,-0.4,-4.3
2019/1/3,-2.4,-0.5,-4.8
2019/1/4,1.2,3.1,-1.2
2019/1/5,-1.7,1.8,-4.0
2019/1/6,-2.3,-0.9,-4.5
2019/1/7,-3.3,-1.9,-5.1
2019/1/8,-1.6,0.1,-2.5
2019/1/9,-1.0,2.1,-3.7
2019/1/10,2.1,4.3,-1.6
2019/1/11,-1.9,-0.8,-4.0
2019/1/12,-1.0,1.4,-4.0
2019/1/13,-2.6,1.6,-5.3
2019/1/14,-2.0,1.3,-6.0
2019/1/15,1.8,5.0,-2.4
2019/1/16,-2.0,1.2,-3.5
2019/1/17,-5.9,-2.0,-10.0
2019/1/18,-4.1,-2.2,-8.1
2019/1/19,-1.0,0.7,-2.9
2019/1/20,-1.0,1.2,-4.5
2019/1/21,-4.8,-3.0,-5.9
2019/1/22,-2.6,-1.2,-4.7
2019/1/23,-1.0,2.3,-3.4
2019/1/24,-1.4,1.2,-3.8
2019/1/25,-1.0,1.8,-3.5
2019/1/26,-2.1,2.2,-5.0
2019/1/27,-1.4,1.4,-4.0
2019/1/28,0.6,2.7,-1.6
2019/1/29,-0.5,2.3,-2.8
2019/1/30,-0.1,2.7,-4.1
2019/1/31,-3.5,3.6,-6.2
2019/2/1,-6.1,-3.8,-7.7
2019/2/2,-3.5,-0.5,-5.3
2019/2/3,1.3,4.1,-0.9
2019/2/4,-1.2,3.7,-5.8
2019/2/5,-3.1,-0.5,-5.9
2019/2/6,-1.8,-0.5,-3.7
2019/2/7,-4.6,-3.1,-8.8
2019/2/8,-10.3,-8.6,-11.5
2019/2/9,-6.8,-4.0,-9.7
2019/2/10,-5.7,-2.7,-8.8
2019/2/11,-4.1,-1.5,-5.8
2019/2/12,-5.0,-3.3,-5.8
2019/2/13,-5.3,-3.1,-6.4
2019/2/14,-4.7,-2.0,-7.5
2019/2/15,-1.2,1.3,-3.5
2019/2/16,-1.0,1.5,-2.4
2019/2/17,0.3,2.0,-1.2
2019/2/18,1.3,3.1,-0.6
2019/2/19,1.9,5.1,-2.1
2019/2/20,2.5,5.8,0.6
2019/2/21,1.7,4.7,0.3
2019/2/22,2.8,7.0,0.1
2019/2/23,0.6,3.9,-1.8
2019/2/24,2.7,6.6,-1.8
2019/2/25,3.7,7.2,-0.5
2019/2/26,0.4,4.2,-2.4
2019/2/27,1.2,4.2,-1.8
2019/2/28,1.9,6.2,-0.7
2019/3/1,3.3,6.9,0.4
2019/3/2,2.0,5.5,-0.6
2019/3/3,2.9,7.9,-1.2
2019/3/4,2.8,6.8,0.0
2019/3/5,2.7,7.4,-1.6
2019/3/6,4.0,7.3,0.8
2019/3/7,1.0,5.1,-1.9
2019/3/8,1.3,5.3,-2.2
2019/3/9,5.3,9.4,0.8
2019/3/10,4.6,8.8,1.7
2019/3/11,2.5,4.7,1.1
2019/3/12,2.7,4.7,1.3
2019/3/13,1.1,3.3,-1.9
2019/3/14,1.0,6.1,-2.2
2019/3/15,2.2,6.0,-0.1
2019/3/16,2.0,6.0,0.0
2019/3/17,2.1,6.1,-0.1
2019/3/18,4.3,8.6,0.1
2019/3/19,7.6,13.9,4.3
2019/3/20,7.1,10.6,2.4
2019/3/21,4.5,8.8,2.4
2019/3/22,1.5,6.0,-2.2
2019/3/23,-1.4,2.6,-3.6
2019/3/24,-0.7,1.1,-3.0
2019/3/25,4.7,9.6,0.1
2019/3/26,3.6,6.3,1.9
2019/3/27,2.2,5.2,-0.9
2019/3/28,0.5,3.9,-2.0
2019/3/29,0.5,5.4,-2.0
2019/3/30,0.9,5.5,-3.2
2019/3/31,0.3,3.5,-1.2
