ダウンロードした時刻：2017/07/24 15:39:54

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,-2.3,4.2,-7.7
1985/1/2,-2.9,3.5,-7.3
1985/1/3,0.3,7.0,-4.3
1985/1/4,-2.6,0.2,-6.8
1985/1/5,-4.3,1.4,-8.9
1985/1/6,-3.5,3.1,-8.8
1985/1/7,-4.3,2.3,-8.6
1985/1/8,-3.0,2.8,-7.5
1985/1/9,-2.8,5.0,-9.3
1985/1/10,1.8,7.7,-4.3
1985/1/11,0.4,5.1,-1.7
1985/1/12,0.6,6.3,-3.8
1985/1/13,-0.2,2.8,-3.0
1985/1/14,-3.9,-1.2,-6.9
1985/1/15,-3.8,2.7,-11.6
1985/1/16,0.2,5.0,-5.0
1985/1/17,-5.5,0.1,-9.7
1985/1/18,-6.1,0.8,-12.1
1985/1/19,-1.9,4.5,-10.6
1985/1/20,4.1,9.4,-0.5
1985/1/21,-2.4,3.2,-6.8
1985/1/22,-2.4,3.4,-8.6
1985/1/23,-1.7,3.5,-5.6
1985/1/24,-3.9,-1.5,-5.9
1985/1/25,-5.7,0.0,-10.2
1985/1/26,-5.9,0.7,-10.3
1985/1/27,-1.7,4.0,-10.2
1985/1/28,2.5,9.1,-3.3
1985/1/29,-3.7,0.0,-5.5
1985/1/30,-6.5,-3.4,-11.4
1985/1/31,-4.7,3.6,-14.5
1985/2/1,2.4,4.5,-1.2
1985/2/2,-0.5,4.8,-5.4
1985/2/3,1.7,8.3,-6.8
1985/2/4,0.4,8.3,-5.5
1985/2/5,-0.1,2.3,-2.6
1985/2/6,2.0,5.4,-1.0
1985/2/7,2.7,10.7,-1.6
1985/2/8,3.0,8.4,-1.7
1985/2/9,0.5,2.6,0.2
1985/2/10,4.8,9.8,-1.0
1985/2/11,0.4,6.4,-3.8
1985/2/12,0.2,5.3,-6.3
1985/2/13,3.3,8.9,-2.1
1985/2/14,-2.9,1.0,-7.6
1985/2/15,-2.5,5.1,-8.8
1985/2/16,-2.0,2.5,-6.6
1985/2/17,-0.2,5.0,-3.6
1985/2/18,1.7,6.6,-2.5
1985/2/19,0.6,1.7,-0.1
1985/2/20,1.6,4.1,-0.9
1985/2/21,0.0,4.4,-4.8
1985/2/22,-2.5,0.6,-5.0
1985/2/23,-1.0,5.2,-6.9
1985/2/24,-2.5,2.3,-6.0
1985/2/25,-2.2,4.6,-8.2
1985/2/26,-1.5,4.4,-6.2
1985/2/27,0.1,4.3,-3.7
1985/2/28,-0.5,0.5,-2.3
1985/3/1,2.6,7.2,0.2
1985/3/2,3.2,6.4,1.5
1985/3/3,1.4,6.1,-2.6
1985/3/4,1.5,7.2,-3.8
1985/3/5,3.2,8.2,-0.8
1985/3/6,1.2,8.0,-2.3
1985/3/7,4.0,9.7,-3.2
1985/3/8,6.6,10.9,-0.4
1985/3/9,4.4,12.9,0.3
1985/3/10,0.5,4.5,-1.3
1985/3/11,-0.9,-0.2,-1.7
1985/3/12,0.7,4.0,-2.6
1985/3/13,0.0,4.3,-4.2
1985/3/14,-0.2,1.1,-2.1
1985/3/15,0.7,4.5,-2.0
1985/3/16,1.4,8.3,-6.1
1985/3/17,2.5,5.2,1.1
1985/3/18,5.5,11.6,1.6
1985/3/19,1.7,4.1,0.5
1985/3/20,4.7,10.4,0.8
1985/3/21,2.8,5.0,0.4
1985/3/22,3.6,10.3,-0.9
1985/3/23,3.3,11.5,-3.3
1985/3/24,5.2,14.0,-0.8
1985/3/25,8.6,16.5,-0.6
1985/3/26,9.1,14.2,2.3
1985/3/27,3.3,5.3,1.0
1985/3/28,6.9,13.2,4.3
1985/3/29,8.2,15.3,4.3
1985/3/30,4.4,10.5,-0.3
1985/3/31,1.6,8.8,-3.0
1985/4/1,2.1,10.4,-4.6
1985/4/2,6.7,15.0,-4.1
1985/4/3,11.8,17.9,6.2
1985/4/4,9.8,13.3,7.9
1985/4/5,9.3,15.6,2.7
1985/4/6,8.0,17.3,-0.3
1985/4/7,9.6,13.3,6.0
1985/4/8,12.2,20.8,7.6
1985/4/9,13.4,24.5,4.5
1985/4/10,15.0,25.8,4.0
1985/4/11,11.7,18.8,7.9
1985/4/12,7.5,8.4,6.8
1985/4/13,9.5,14.0,6.2
1985/4/14,13.4,22.7,3.6
1985/4/15,10.2,16.2,6.9
1985/4/16,8.9,15.4,3.0
1985/4/17,8.7,17.9,0.7
1985/4/18,7.7,15.7,2.4
1985/4/19,10.9,20.1,0.1
1985/4/20,10.8,17.5,5.4
1985/4/21,11.6,21.6,2.8
1985/4/22,14.0,24.8,5.1
1985/4/23,15.5,23.6,11.1
1985/4/24,11.1,17.5,3.7
1985/4/25,11.7,22.4,1.5
1985/4/26,16.9,24.4,7.1
1985/4/27,11.6,15.9,5.6
1985/4/28,10.4,18.8,3.2
1985/4/29,12.9,22.7,3.6
1985/4/30,15.8,25.8,4.5
1985/5/1,17.4,27.1,9.2
