ダウンロードした時刻：2019/10/10 16:05:40

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,4.7,9.4,1.1
1989/12/2,7.0,13.6,0.8
1989/12/3,9.3,17.1,4.4
1989/12/4,11.0,20.1,2.8
1989/12/5,9.8,16.4,5.8
1989/12/6,7.5,9.0,4.8
1989/12/7,8.6,16.1,3.4
1989/12/8,4.7,8.5,1.3
1989/12/9,4.6,6.5,1.6
1989/12/10,4.8,10.7,0.3
1989/12/11,5.2,7.9,-0.1
1989/12/12,6.7,8.0,4.8
1989/12/13,4.8,9.0,1.8
1989/12/14,5.3,12.4,1.9
1989/12/15,7.3,9.9,2.8
1989/12/16,8.2,14.5,3.4
1989/12/17,9.2,15.7,5.1
1989/12/18,6.4,9.9,3.3
1989/12/19,3.6,5.1,2.4
1989/12/20,4.3,8.4,-0.7
1989/12/21,6.3,10.2,3.9
1989/12/22,6.0,10.8,2.6
1989/12/23,6.4,11.3,1.5
1989/12/24,4.9,10.5,0.4
1989/12/25,6.8,13.5,3.5
1989/12/26,6.9,13.5,1.9
1989/12/27,4.4,7.1,1.4
1989/12/28,4.4,9.1,0.5
1989/12/29,4.4,8.9,2.0
1989/12/30,4.4,9.6,1.7
1989/12/31,0.9,2.6,0.3
1990/1/1,1.3,3.2,0.3
1990/1/2,2.7,7.2,0.5
1990/1/3,0.9,2.8,0.1
1990/1/4,1.5,4.2,0.0
1990/1/5,3.1,8.0,-2.1
1990/1/6,4.4,8.2,0.7
1990/1/7,2.6,4.8,0.6
1990/1/8,3.3,8.7,-0.2
1990/1/9,5.5,11.1,-0.2
1990/1/10,12.5,19.1,6.1
1990/1/11,6.2,8.8,1.7
1990/1/12,6.8,15.0,1.1
1990/1/13,2.2,7.3,0.4
1990/1/14,2.5,7.3,-0.4
1990/1/15,3.7,7.1,1.2
1990/1/16,3.9,8.5,0.7
1990/1/17,3.5,9.2,0.5
1990/1/18,6.7,11.4,-0.5
1990/1/19,6.7,7.9,5.2
1990/1/20,0.8,5.3,-0.5
1990/1/21,1.1,4.9,-1.4
1990/1/22,2.5,8.4,-2.2
1990/1/23,-0.1,1.8,-2.0
1990/1/24,-1.7,1.9,-3.8
1990/1/25,-2.2,-0.1,-3.3
1990/1/26,-1.6,0.6,-3.8
1990/1/27,-0.7,1.0,-2.3
1990/1/28,0.9,4.6,-1.2
1990/1/29,4.3,7.4,0.7
1990/1/30,2.9,5.1,2.0
1990/1/31,0.9,2.2,0.2
1990/2/1,2.5,5.0,0.3
1990/2/2,2.5,6.7,-0.7
1990/2/3,1.7,4.1,-0.4
1990/2/4,2.2,3.7,1.1
1990/2/5,2.9,5.7,0.8
1990/2/6,2.7,9.9,-0.4
1990/2/7,2.8,9.7,-1.5
1990/2/8,3.6,6.0,1.8
1990/2/9,3.6,9.2,-0.6
1990/2/10,7.2,15.2,-4.0
1990/2/11,10.5,16.0,4.2
1990/2/12,3.8,8.5,1.0
1990/2/13,4.4,8.2,1.9
1990/2/14,3.8,5.7,1.4
1990/2/15,5.6,7.8,3.8
1990/2/16,5.8,7.9,3.7
1990/2/17,5.5,10.9,2.0
1990/2/18,5.8,12.0,0.2
1990/2/19,12.5,16.1,6.1
1990/2/20,12.2,16.5,9.2
1990/2/21,9.3,14.8,4.8
1990/2/22,10.3,18.8,3.2
1990/2/23,13.1,14.5,10.8
1990/2/24,8.7,13.7,7.4
1990/2/25,7.5,8.7,7.0
1990/2/26,7.7,10.3,6.1
1990/2/27,5.2,7.6,0.8
1990/2/28,4.2,9.0,0.9
1990/3/1,5.0,8.1,0.7
1990/3/2,7.7,8.5,7.1
1990/3/3,7.1,8.1,6.1
1990/3/4,5.6,10.4,1.1
1990/3/5,3.7,10.5,-0.8
1990/3/6,4.3,10.4,-0.5
1990/3/7,4.5,9.8,1.0
1990/3/8,3.1,7.6,-0.7
1990/3/9,5.8,13.9,-2.2
1990/3/10,8.0,17.5,-0.3
1990/3/11,9.8,18.3,1.4
1990/3/12,8.5,14.5,5.0
1990/3/13,6.4,10.7,0.9
1990/3/14,7.2,15.8,-1.9
1990/3/15,11.1,14.8,7.5
1990/3/16,7.3,13.2,2.5
1990/3/17,6.8,13.2,1.9
1990/3/18,7.7,12.2,3.5
1990/3/19,8.3,15.9,1.7
1990/3/20,7.9,15.2,2.2
1990/3/21,6.5,13.4,1.9
1990/3/22,8.6,20.0,-0.3
1990/3/23,13.5,22.4,3.7
1990/3/24,12.2,18.3,8.3
1990/3/25,6.8,8.6,5.4
1990/3/26,6.3,10.6,1.0
1990/3/27,7.7,15.7,-1.1
1990/3/28,8.3,9.5,7.1
1990/3/29,9.7,12.8,7.8
1990/3/30,11.0,17.6,5.9
1990/3/31,11.7,14.0,8.7
