ダウンロードした時刻：2019/10/10 16:15:06

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,7.6,10.3,4.8
1983/12/2,11.4,14.5,5.3
1983/12/3,12.7,15.2,8.8
1983/12/4,10.1,13.2,5.5
1983/12/5,11.8,13.7,8.2
1983/12/6,9.1,14.0,5.0
1983/12/7,10.2,14.8,5.2
1983/12/8,8.5,13.0,4.6
1983/12/9,9.0,14.4,5.2
1983/12/10,12.5,17.1,4.7
1983/12/11,9.9,17.1,6.0
1983/12/12,6.0,9.7,2.7
1983/12/13,9.9,14.9,2.6
1983/12/14,11.1,15.2,5.6
1983/12/15,7.6,11.5,3.8
1983/12/16,7.3,10.1,4.3
1983/12/17,6.1,9.0,3.3
1983/12/18,3.3,7.1,0.5
1983/12/19,6.9,10.1,0.5
1983/12/20,5.4,10.7,1.2
1983/12/21,5.4,11.7,-0.5
1983/12/22,9.0,11.9,5.7
1983/12/23,5.1,10.1,2.6
1983/12/24,3.9,7.0,2.1
1983/12/25,2.2,4.3,-0.6
1983/12/26,2.8,6.8,-0.8
1983/12/27,3.7,8.0,0.5
1983/12/28,3.9,5.6,1.2
1983/12/29,4.1,7.1,0.9
1983/12/30,5.0,7.7,1.5
1983/12/31,4.4,8.1,0.7
1984/1/1,4.3,8.9,0.6
1984/1/2,5.4,10.8,1.2
1984/1/3,7.6,11.3,3.0
1984/1/4,4.6,6.8,0.8
1984/1/5,2.8,5.6,-0.8
1984/1/6,3.3,7.2,-2.3
1984/1/7,4.5,7.9,1.3
1984/1/8,5.0,7.6,0.8
1984/1/9,6.5,8.4,1.3
1984/1/10,8.6,11.5,2.5
1984/1/11,6.5,10.3,3.0
1984/1/12,3.4,7.6,-0.4
1984/1/13,5.2,10.0,-0.1
1984/1/14,6.0,10.3,3.1
1984/1/15,6.2,12.3,3.2
1984/1/16,2.1,4.4,0.5
1984/1/17,2.2,4.5,0.0
1984/1/18,2.1,5.6,-0.5
1984/1/19,1.8,5.2,0.3
1984/1/20,3.0,7.0,-1.2
1984/1/21,4.0,5.9,2.3
1984/1/22,4.3,7.8,2.6
1984/1/23,2.6,6.5,-0.7
1984/1/24,2.3,6.4,-1.6
1984/1/25,1.7,4.8,-0.1
1984/1/26,0.8,2.3,-0.2
1984/1/27,1.5,3.4,-0.7
1984/1/28,1.4,5.2,-2.4
1984/1/29,1.7,6.7,-2.4
1984/1/30,1.4,5.5,-2.6
1984/1/31,1.1,2.3,-0.6
1984/2/1,2.5,7.5,-2.0
1984/2/2,3.1,8.0,-1.0
1984/2/3,0.7,2.9,-1.5
1984/2/4,0.5,4.0,-2.9
1984/2/5,2.1,6.2,-2.0
1984/2/6,1.4,5.0,-2.3
1984/2/7,-1.8,-0.1,-3.8
1984/2/8,-0.5,3.1,-5.2
1984/2/9,0.9,3.9,-2.0
1984/2/10,1.2,6.8,-4.0
1984/2/11,3.1,6.2,-0.2
1984/2/12,2.4,3.8,0.7
1984/2/13,4.0,9.5,-1.0
1984/2/14,4.3,9.0,0.3
1984/2/15,3.2,7.2,-0.9
1984/2/16,3.8,7.9,-0.1
1984/2/17,2.8,3.8,1.4
1984/2/18,4.3,7.9,1.7
1984/2/19,3.3,7.8,-1.7
1984/2/20,4.4,10.4,-1.0
1984/2/21,5.9,11.2,0.0
1984/2/22,5.9,12.1,0.6
1984/2/23,6.7,8.7,5.1
1984/2/24,7.2,11.1,3.1
1984/2/25,7.0,11.9,1.8
1984/2/26,7.1,10.0,5.2
1984/2/27,3.2,7.5,-0.2
1984/2/28,2.0,6.2,-2.0
1984/2/29,1.1,3.8,-2.0
1984/3/1,0.8,5.2,-3.5
1984/3/2,6.1,9.9,0.3
1984/3/3,3.4,7.0,1.1
1984/3/4,2.5,5.7,-1.6
1984/3/5,3.1,7.9,-1.8
1984/3/6,4.6,8.9,0.8
1984/3/7,4.1,7.9,0.2
1984/3/8,4.5,9.8,-0.3
1984/3/9,6.6,11.4,1.4
1984/3/10,6.6,10.5,1.1
1984/3/11,4.6,7.9,1.0
1984/3/12,7.0,11.8,-0.1
1984/3/13,8.7,11.0,6.1
1984/3/14,5.2,7.4,3.0
1984/3/15,5.8,9.6,1.7
1984/3/16,8.0,11.2,5.4
1984/3/17,7.8,10.2,3.5
1984/3/18,7.8,12.8,1.9
1984/3/19,5.2,8.1,4.5
1984/3/20,6.8,11.9,3.5
1984/3/21,4.2,9.0,0.4
1984/3/22,3.5,9.6,-1.4
1984/3/23,5.8,12.0,-0.8
1984/3/24,7.9,12.8,4.7
1984/3/25,8.6,13.7,4.5
1984/3/26,9.4,14.6,5.2
1984/3/27,10.3,14.8,4.3
1984/3/28,9.7,14.6,6.2
1984/3/29,11.3,18.0,3.9
1984/3/30,13.7,18.0,7.3
1984/3/31,13.8,17.2,11.6
