ダウンロードした時刻：2017/07/24 15:36:31

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,-3.9,0.2,-6.3
1996/1/2,0.4,2.7,-2.6
1996/1/3,3.4,6.2,-1.1
1996/1/4,-4.2,-0.8,-5.4
1996/1/5,-1.0,-0.5,-2.6
1996/1/6,-0.4,1.4,-1.8
1996/1/7,0.8,2.2,-1.2
1996/1/8,0.7,6.3,-2.6
1996/1/9,-6.0,-2.4,-7.4
1996/1/10,0.1,3.6,-5.7
1996/1/11,3.3,4.9,0.9
1996/1/12,2.8,4.2,0.9
1996/1/13,1.2,3.4,-3.7
1996/1/14,4.6,7.7,1.5
1996/1/15,4.0,6.7,2.4
1996/1/16,-0.1,2.6,-3.9
1996/1/17,-2.9,-1.3,-4.6
1996/1/18,-3.3,-1.4,-5.3
1996/1/19,-2.1,-0.7,-4.4
1996/1/20,0.8,3.3,-1.6
1996/1/21,-0.6,0.5,-1.6
1996/1/22,-0.7,1.7,-2.5
1996/1/23,-2.5,0.3,-5.7
1996/1/24,-5.9,-2.9,-8.6
1996/1/25,-3.9,-2.9,-6.1
1996/1/26,-2.8,0.9,-7.1
1996/1/27,0.8,1.9,0.0
1996/1/28,-1.2,1.2,-6.2
1996/1/29,-1.5,1.9,-3.6
1996/1/30,-6.6,-2.1,-9.4
1996/1/31,-8.3,-6.4,-9.7
1996/2/1,-8.3,-6.9,-9.6
1996/2/2,-6.7,-3.7,-11.0
1996/2/3,-3.6,-2.3,-5.5
1996/2/4,-0.7,1.3,-3.3
1996/2/5,0.8,4.7,-1.8
1996/2/6,1.3,2.8,0.2
1996/2/7,0.5,2.1,-1.0
1996/2/8,0.4,2.8,-0.5
1996/2/9,-0.9,0.6,-2.7
1996/2/10,-2.8,-1.1,-4.8
1996/2/11,1.4,4.8,-1.9
1996/2/12,5.3,6.6,3.5
1996/2/13,5.3,7.3,2.4
1996/2/14,5.1,9.2,1.4
1996/2/15,-2.8,1.4,-6.0
1996/2/16,-6.5,-5.2,-7.5
1996/2/17,-4.6,-2.6,-6.4
1996/2/18,-5.2,-3.6,-6.9
1996/2/19,-4.3,-1.8,-7.1
1996/2/20,-3.9,-1.5,-6.7
1996/2/21,-4.0,-2.9,-6.2
1996/2/22,-1.8,-0.5,-3.8
1996/2/23,-1.7,1.0,-3.3
1996/2/24,-2.2,1.3,-8.7
1996/2/25,1.9,3.3,0.2
1996/2/26,3.5,5.9,1.5
1996/2/27,2.2,5.6,0.4
1996/2/28,1.9,3.9,0.5
1996/2/29,3.9,6.5,1.6
1996/3/1,3.1,5.2,1.1
1996/3/2,0.4,3.4,-2.3
1996/3/3,-0.8,1.1,-2.9
1996/3/4,-0.1,2.2,-2.9
1996/3/5,-2.2,0.5,-6.1
1996/3/6,1.0,3.6,-3.9
1996/3/7,1.9,5.6,-1.5
1996/3/8,-0.8,2.5,-2.8
1996/3/9,0.1,3.4,-2.9
1996/3/10,0.8,3.4,-1.6
1996/3/11,1.5,4.2,-0.8
1996/3/12,0.7,2.0,-0.8
1996/3/13,3.1,5.1,1.0
1996/3/14,4.5,7.9,1.0
1996/3/15,5.3,9.3,1.1
1996/3/16,4.1,7.0,-0.4
1996/3/17,4.0,5.9,1.4
1996/3/18,1.8,5.9,-0.5
1996/3/19,0.6,1.8,-1.0
1996/3/20,2.4,4.6,-0.3
1996/3/21,3.8,6.8,-0.3
1996/3/22,3.4,4.6,1.6
1996/3/23,0.5,3.4,-0.9
1996/3/24,2.0,4.4,0.0
1996/3/25,2.9,4.7,0.5
1996/3/26,2.8,4.5,0.9
1996/3/27,3.2,4.1,1.0
1996/3/28,4.3,7.1,-0.2
1996/3/29,6.0,8.5,4.2
1996/3/30,5.8,10.0,0.5
1996/3/31,5.6,10.2,3.4
1996/4/1,2.6,4.4,0.8
1996/4/2,1.0,2.7,-0.4
1996/4/3,2.4,3.6,0.1
1996/4/4,5.0,7.5,3.5
1996/4/5,5.2,7.4,4.0
1996/4/6,6.2,8.1,5.2
1996/4/7,6.3,9.8,1.5
1996/4/8,4.2,8.3,0.2
1996/4/9,4.4,8.6,-0.8
1996/4/10,3.5,7.7,0.8
1996/4/11,3.5,7.4,1.2
1996/4/12,2.2,4.6,-0.6
1996/4/13,5.1,7.2,2.3
1996/4/14,7.4,10.0,2.5
1996/4/15,7.9,10.4,3.1
1996/4/16,7.3,12.0,2.2
1996/4/17,6.7,10.2,3.8
1996/4/18,4.0,6.3,3.0
1996/4/19,4.6,6.7,3.2
1996/4/20,4.6,8.7,2.5
1996/4/21,4.4,6.3,2.3
1996/4/22,6.7,9.6,3.3
1996/4/23,9.6,14.3,3.0
1996/4/24,11.5,13.9,8.5
1996/4/25,11.9,15.2,7.4
1996/4/26,11.3,14.8,8.0
1996/4/27,10.1,12.3,8.6
1996/4/28,9.2,10.9,7.3
1996/4/29,10.3,13.5,6.9
1996/4/30,12.4,18.6,5.3
1996/5/1,13.1,17.3,9.6
