ダウンロードした時刻：2019/10/10 16:09:08

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,10.1,16.2,4.9
1984/12/2,7.6,11.8,5.1
1984/12/3,7.4,13.7,2.9
1984/12/4,8.0,14.5,2.3
1984/12/5,11.0,16.2,6.2
1984/12/6,10.1,14.1,6.2
1984/12/7,7.1,12.8,3.0
1984/12/8,6.9,13.7,1.7
1984/12/9,9.3,15.5,3.2
1984/12/10,13.9,18.7,9.5
1984/12/11,14.6,17.8,12.8
1984/12/12,12.9,17.9,10.5
1984/12/13,11.1,14.6,8.3
1984/12/14,9.8,11.3,8.0
1984/12/15,7.9,10.8,5.6
1984/12/16,4.8,6.1,3.2
1984/12/17,7.6,12.4,3.8
1984/12/18,7.4,10.4,3.6
1984/12/19,5.6,8.4,3.6
1984/12/20,6.3,11.3,2.9
1984/12/21,6.2,9.6,3.3
1984/12/22,3.3,6.6,0.8
1984/12/23,2.0,5.4,-0.2
1984/12/24,1.0,3.9,-0.4
1984/12/25,1.7,4.6,-0.2
1984/12/26,3.7,7.1,1.3
1984/12/27,4.5,9.2,1.5
1984/12/28,2.8,4.7,1.6
1984/12/29,0.9,3.2,-0.8
1984/12/30,1.9,5.1,-1.0
1984/12/31,4.0,7.7,0.7
1985/1/1,5.4,9.5,2.3
1985/1/2,5.9,10.8,1.1
1985/1/3,5.8,9.5,3.0
1985/1/4,4.6,9.1,2.4
1985/1/5,3.8,7.6,0.7
1985/1/6,2.6,7.8,-0.4
1985/1/7,2.7,8.0,-0.7
1985/1/8,3.9,8.8,-0.9
1985/1/9,4.4,9.5,-0.3
1985/1/10,4.9,8.3,1.5
1985/1/11,3.9,9.1,-0.4
1985/1/12,4.3,9.1,0.1
1985/1/13,2.0,6.2,-2.4
1985/1/14,-2.1,0.4,-3.2
1985/1/15,2.2,5.9,-2.6
1985/1/16,4.2,8.1,0.0
1985/1/17,1.9,6.8,-2.0
1985/1/18,2.9,6.6,0.0
1985/1/19,3.7,7.5,-1.1
1985/1/20,5.9,9.8,2.8
1985/1/21,5.2,9.8,1.2
1985/1/22,5.1,9.8,-0.8
1985/1/23,8.3,12.5,5.5
1985/1/24,4.7,9.2,1.9
1985/1/25,3.4,8.9,0.6
1985/1/26,3.4,8.2,0.4
1985/1/27,4.4,8.4,-1.2
1985/1/28,4.6,7.8,1.3
1985/1/29,1.9,6.1,-1.2
1985/1/30,-0.8,4.3,-2.7
1985/1/31,1.9,7.9,-4.8
1985/2/1,7.5,10.3,4.7
1985/2/2,7.4,12.4,2.9
1985/2/3,7.6,14.8,1.4
1985/2/4,7.6,11.8,2.6
1985/2/5,7.6,9.2,6.2
1985/2/6,6.6,8.8,4.7
1985/2/7,8.0,14.1,2.7
1985/2/8,7.7,10.9,5.5
1985/2/9,10.0,12.4,7.7
1985/2/10,6.6,9.5,3.7
1985/2/11,6.7,10.4,2.4
1985/2/12,6.3,10.2,3.1
1985/2/13,5.5,11.2,2.0
1985/2/14,4.2,8.0,1.3
1985/2/15,4.2,9.0,-0.4
1985/2/16,5.7,8.6,3.2
1985/2/17,5.2,8.0,2.8
1985/2/18,4.9,9.3,2.1
1985/2/19,5.3,7.0,3.5
1985/2/20,5.9,10.5,3.1
1985/2/21,2.0,5.3,-0.3
1985/2/22,1.3,3.7,-0.8
1985/2/23,2.4,6.8,-0.1
1985/2/24,1.3,6.2,-1.4
1985/2/25,3.4,8.1,-1.4
1985/2/26,5.1,8.3,1.9
1985/2/27,4.9,7.6,3.7
1985/2/28,5.9,7.3,3.8
1985/3/1,9.0,12.0,6.2
1985/3/2,7.3,8.2,5.7
1985/3/3,7.7,12.0,3.3
1985/3/4,6.4,10.7,1.6
1985/3/5,7.5,10.5,5.3
1985/3/6,6.9,12.5,1.9
1985/3/7,8.0,12.3,3.1
1985/3/8,9.9,13.8,7.2
1985/3/9,8.8,13.0,5.4
1985/3/10,7.7,11.9,3.0
1985/3/11,4.6,7.9,3.6
1985/3/12,6.6,12.7,3.1
1985/3/13,6.3,9.4,2.5
1985/3/14,8.1,11.5,5.4
1985/3/15,8.1,12.3,4.7
1985/3/16,8.1,11.6,2.4
1985/3/17,10.5,11.7,9.1
1985/3/18,12.0,17.4,7.0
1985/3/19,9.2,12.0,7.0
1985/3/20,8.6,12.9,3.9
1985/3/21,10.2,17.4,6.6
1985/3/22,10.2,15.1,5.2
1985/3/23,9.7,13.9,6.8
1985/3/24,10.1,16.6,4.2
1985/3/25,11.5,14.3,7.3
1985/3/26,15.9,21.0,13.7
1985/3/27,11.0,13.9,9.9
1985/3/28,12.9,16.9,10.0
1985/3/29,10.9,15.7,7.3
1985/3/30,8.0,12.3,4.8
1985/3/31,5.9,10.6,2.8
