ダウンロードした時刻：2019/10/10 15:36:37

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,1.6,2.8,0.7
2011/12/2,3.5,6.8,1.1
2011/12/3,8.0,9.7,4.3
2011/12/4,7.3,13.0,4.8
2011/12/5,3.6,5.5,1.0
2011/12/6,4.9,7.7,2.0
2011/12/7,3.3,4.9,2.2
2011/12/8,2.1,3.9,-0.4
2011/12/9,0.7,4.1,-0.7
2011/12/10,1.1,2.4,-0.3
2011/12/11,2.9,4.8,0.4
2011/12/12,3.0,5.0,0.3
2011/12/13,3.5,4.6,0.4
2011/12/14,3.3,8.4,-0.7
2011/12/15,4.5,9.4,0.8
2011/12/16,-1.4,1.4,-2.9
2011/12/17,-0.1,2.4,-2.8
2011/12/18,0.7,2.4,-1.4
2011/12/19,1.4,2.7,-0.8
2011/12/20,0.2,2.4,-1.8
2011/12/21,0.4,2.7,-2.9
2011/12/22,1.3,6.4,-2.3
2011/12/23,-0.5,3.0,-2.5
2011/12/24,-1.0,1.0,-2.8
2011/12/25,-2.0,-0.2,-3.4
2011/12/26,-0.5,1.6,-2.7
2011/12/27,0.3,1.9,-1.6
2011/12/28,1.7,3.4,-0.8
2011/12/29,-0.1,1.9,-2.4
2011/12/30,0.9,4.4,-3.3
2011/12/31,2.4,4.5,-1.9
2012/1/1,-0.2,3.1,-4.1
2012/1/2,2.4,4.8,1.2
2012/1/3,0.6,2.2,-0.8
2012/1/4,-1.0,1.5,-2.2
2012/1/5,-0.5,1.2,-2.5
2012/1/6,0.8,1.7,-1.0
2012/1/7,1.0,3.0,-1.3
2012/1/8,0.4,2.7,-1.7
2012/1/9,-0.8,2.9,-4.1
2012/1/10,0.8,2.7,-1.2
2012/1/11,-3.5,-0.8,-6.0
2012/1/12,-2.9,-0.1,-5.5
2012/1/13,-1.4,1.1,-3.5
2012/1/14,-2.6,-0.8,-4.8
2012/1/15,-1.2,-0.2,-3.2
2012/1/16,-1.5,0.5,-2.8
2012/1/17,-0.2,1.7,-2.4
2012/1/18,-0.3,2.8,-3.1
2012/1/19,,3.6,
2012/1/20,-1.2,4.4,-7.2
2012/1/21,1.8,4.0,-1.2
2012/1/22,2.7,5.9,0.4
2012/1/23,0.0,2.6,-3.5
2012/1/24,-2.4,-0.4,-4.5
2012/1/25,-3.8,-2.7,-4.4
2012/1/26,-3.2,-2.1,-4.7
2012/1/27,-2.6,-1.2,-4.4
2012/1/28,-4.4,-2.4,-5.8
2012/1/29,-3.7,-1.6,-5.8
2012/1/30,-3.0,0.2,-8.3
2012/1/31,-3.2,-1.8,-4.9
2012/2/1,-1.0,3.8,-4.9
2012/2/2,-3.1,0.3,-6.5
2012/2/3,-2.1,0.3,-4.1
2012/2/4,-1.7,0.7,-3.8
2012/2/5,-0.5,2.1,-2.0
2012/2/6,1.5,4.5,-1.8
2012/2/7,2.8,6.7,-0.8
2012/2/8,-3.0,0.3,-5.3
2012/2/9,-3.5,-1.0,-5.2
2012/2/10,-3.2,-1.5,-5.5
2012/2/11,-3.2,-1.2,-5.7
2012/2/12,-2.5,-0.9,-5.1
2012/2/13,0.2,3.0,-2.4
2012/2/14,1.0,4.7,-1.9
2012/2/15,0.6,5.3,-2.5
2012/2/16,-1.9,0.7,-4.2
2012/2/17,-3.4,0.0,-5.3
2012/2/18,-3.2,-1.0,-6.0
2012/2/19,-2.5,0.6,-4.2
2012/2/20,0.2,3.2,-2.6
2012/2/21,0.4,5.0,-3.9
2012/2/22,-2.0,2.9,-6.6
2012/2/23,2.3,4.8,-2.7
2012/2/24,2.2,4.4,0.0
2012/2/25,0.1,2.1,-1.9
2012/2/26,-0.6,2.4,-3.3
2012/2/27,-2.0,0.0,-3.4
2012/2/28,-1.6,2.2,-3.7
2012/2/29,-0.3,6.1,-4.9
2012/3/1,1.5,6.9,-3.8
2012/3/2,0.9,5.0,-2.6
2012/3/3,0.4,2.6,-1.5
2012/3/4,0.4,3.5,-2.1
2012/3/5,3.0,5.5,-0.5
2012/3/6,5.2,7.6,2.5
2012/3/7,4.6,8.1,1.6
2012/3/8,4.2,8.8,1.1
2012/3/9,3.9,9.0,-0.5
2012/3/10,2.6,6.1,0.9
2012/3/11,2.0,4.4,0.2
2012/3/12,1.6,4.7,0.1
2012/3/13,0.7,4.9,-2.5
2012/3/14,0.8,4.8,-3.3
2012/3/15,2.0,4.5,0.2
2012/3/16,2.7,5.9,-0.9
2012/3/17,6.0,9.6,2.8
2012/3/18,5.4,10.1,0.2
2012/3/19,0.3,3.0,-2.3
2012/3/20,2.1,4.9,-0.3
2012/3/21,3.6,6.2,1.0
2012/3/22,6.5,10.6,4.1
2012/3/23,4.9,8.4,0.5
2012/3/24,3.1,6.1,0.8
2012/3/25,2.0,4.5,0.4
2012/3/26,1.7,4.7,-0.5
2012/3/27,4.6,8.5,0.6
2012/3/28,5.8,9.5,2.1
2012/3/29,5.3,10.4,-0.2
2012/3/30,8.7,12.7,2.2
2012/3/31,6.0,10.5,1.0
