ダウンロードした時刻：2019/10/10 16:25:18

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,10.9,16.1,7.3
2007/12/2,11.6,17.8,6.3
2007/12/3,12.3,15.8,7.3
2007/12/4,9.7,14.3,6.2
2007/12/5,8.8,13.0,5.0
2007/12/6,8.9,15.2,2.3
2007/12/7,11.4,15.6,8.2
2007/12/8,9.7,14.1,6.2
2007/12/9,9.1,14.9,4.6
2007/12/10,11.7,17.6,4.6
2007/12/11,17.0,22.2,14.1
2007/12/12,15.2,18.3,12.4
2007/12/13,13.4,14.8,11.4
2007/12/14,10.4,13.9,7.1
2007/12/15,10.7,15.0,6.6
2007/12/16,10.1,14.7,6.4
2007/12/17,10.5,13.4,5.8
2007/12/18,10.5,15.4,7.2
2007/12/19,9.9,13.4,6.3
2007/12/20,9.3,15.9,3.5
2007/12/21,12.9,18.8,5.4
2007/12/22,17.3,19.8,15.3
2007/12/23,15.1,18.8,11.4
2007/12/24,12.8,15.7,10.6
2007/12/25,14.5,17.2,12.9
2007/12/26,16.0,19.5,14.0
2007/12/27,17.1,19.5,14.6
2007/12/28,17.9,19.4,14.9
2007/12/29,12.8,15.2,10.8
2007/12/30,8.1,11.5,4.9
2007/12/31,6.1,9.1,4.1
2008/1/1,4.0,6.2,2.4
2008/1/2,6.3,10.7,2.6
2008/1/3,6.9,11.4,1.7
2008/1/4,8.6,14.7,4.7
2008/1/5,9.0,16.6,4.0
2008/1/6,9.1,16.9,2.8
2008/1/7,12.5,17.9,8.9
2008/1/8,11.6,17.7,6.9
2008/1/9,11.8,17.6,8.3
2008/1/10,12.5,16.9,7.0
2008/1/11,16.6,20.3,13.6
2008/1/12,18.5,21.9,11.0
2008/1/13,11.6,15.8,8.2
2008/1/14,10.5,11.6,8.4
2008/1/15,10.4,14.6,5.6
2008/1/16,9.0,11.3,4.5
2008/1/17,6.9,12.1,2.0
2008/1/18,9.7,15.0,7.0
2008/1/19,11.1,14.7,7.3
2008/1/20,12.5,13.7,11.2
2008/1/21,12.3,13.9,10.8
2008/1/22,11.3,12.3,10.4
2008/1/23,11.5,12.9,9.8
2008/1/24,6.5,9.8,1.8
2008/1/25,5.7,11.7,1.3
2008/1/26,7.4,10.4,4.0
2008/1/27,9.4,11.3,7.1
2008/1/28,9.3,10.6,7.8
2008/1/29,9.1,10.0,7.4
2008/1/30,8.5,10.6,7.6
2008/1/31,7.5,10.6,4.8
2008/2/1,7.3,11.9,2.5
2008/2/2,8.7,10.1,7.0
2008/2/3,8.4,11.5,7.0
2008/2/4,7.9,12.3,5.2
2008/2/5,7.7,13.2,4.0
2008/2/6,7.2,11.3,3.2
2008/2/7,5.7,11.5,1.3
2008/2/8,7.8,13.4,2.2
2008/2/9,6.8,9.2,4.1
2008/2/10,7.4,13.8,1.7
2008/2/11,8.9,13.4,4.3
2008/2/12,7.7,12.3,3.5
2008/2/13,4.3,9.7,0.8
2008/2/14,5.6,10.6,0.2
2008/2/15,7.1,11.4,4.4
2008/2/16,6.0,10.6,2.8
2008/2/17,5.3,10.7,1.3
2008/2/18,5.8,11.3,0.2
2008/2/19,7.5,14.4,2.7
2008/2/20,7.8,14.9,0.8
2008/2/21,9.2,15.9,2.3
2008/2/22,10.4,12.0,8.2
2008/2/23,10.4,15.3,4.6
2008/2/24,6.3,11.4,2.8
2008/2/25,9.0,13.6,2.8
2008/2/26,11.9,16.7,7.4
2008/2/27,7.5,11.8,4.6
2008/2/28,8.4,15.2,2.7
2008/2/29,10.8,15.9,4.7
2008/3/1,11.3,14.9,6.5
2008/3/2,10.0,16.5,3.3
2008/3/3,10.7,14.7,6.1
2008/3/4,8.2,12.0,6.0
2008/3/5,8.1,15.2,3.4
2008/3/6,8.6,15.6,2.1
2008/3/7,9.7,16.1,5.3
2008/3/8,10.1,15.3,4.2
2008/3/9,11.8,14.5,9.6
2008/3/10,13.3,18.6,9.1
2008/3/11,12.4,20.1,5.7
2008/3/12,14.3,22.1,6.6
2008/3/13,16.3,21.8,10.7
2008/3/14,16.1,18.6,14.1
2008/3/15,16.0,20.4,13.6
2008/3/16,15.8,22.7,11.6
2008/3/17,15.6,22.1,11.7
2008/3/18,15.3,18.9,10.0
2008/3/19,16.3,20.5,13.1
2008/3/20,14.9,20.3,11.0
2008/3/21,14.0,21.2,6.5
2008/3/22,15.1,20.1,8.4
2008/3/23,15.9,17.8,12.7
2008/3/24,14.1,19.9,10.2
2008/3/25,14.0,21.4,6.9
2008/3/26,12.7,17.3,7.6
2008/3/27,12.1,18.1,5.1
2008/3/28,13.1,18.3,8.4
2008/3/29,14.4,20.3,9.3
2008/3/30,14.5,16.2,12.3
2008/3/31,12.8,17.3,9.6
