ダウンロードした時刻：2019/10/10 16:03:24

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,6.9,13.3,3.8
1988/12/2,6.9,11.3,2.8
1988/12/3,7.2,14.8,0.0
1988/12/4,8.8,12.8,4.5
1988/12/5,5.3,8.2,3.2
1988/12/6,5.9,12.6,0.0
1988/12/7,8.9,17.6,0.9
1988/12/8,12.7,20.5,4.0
1988/12/9,7.8,15.3,5.7
1988/12/10,5.3,7.2,2.2
1988/12/11,6.3,9.5,4.3
1988/12/12,7.1,12.8,3.6
1988/12/13,8.8,16.2,3.3
1988/12/14,6.9,11.8,3.8
1988/12/15,2.4,5.5,-0.6
1988/12/16,1.2,3.6,-1.5
1988/12/17,4.4,7.6,1.9
1988/12/18,5.9,9.5,0.2
1988/12/19,8.1,13.9,5.5
1988/12/20,8.0,12.2,4.2
1988/12/21,7.4,11.7,3.6
1988/12/22,5.7,9.7,2.6
1988/12/23,5.0,10.8,0.4
1988/12/24,6.7,8.8,1.6
1988/12/25,5.9,9.3,3.6
1988/12/26,4.5,8.4,1.5
1988/12/27,5.2,10.6,-0.4
1988/12/28,5.3,8.0,3.3
1988/12/29,4.1,6.5,1.8
1988/12/30,4.5,11.4,0.2
1988/12/31,5.1,9.9,0.3
1989/1/1,6.0,9.5,2.8
1989/1/2,4.7,11.2,-1.1
1989/1/3,7.8,10.8,4.8
1989/1/4,5.7,7.5,4.4
1989/1/5,3.8,9.6,-0.7
1989/1/6,4.7,9.5,-2.6
1989/1/7,8.9,12.2,5.5
1989/1/8,11.4,12.6,10.4
1989/1/9,10.8,12.6,8.4
1989/1/10,8.0,13.5,4.1
1989/1/11,7.7,9.7,4.8
1989/1/12,5.6,9.0,4.0
1989/1/13,5.5,7.8,2.5
1989/1/14,5.2,10.0,2.8
1989/1/15,3.2,6.8,-1.2
1989/1/16,3.3,11.2,-2.6
1989/1/17,5.0,12.0,0.0
1989/1/18,5.4,8.6,-0.2
1989/1/19,13.5,15.8,8.5
1989/1/20,11.0,13.4,8.3
1989/1/21,8.6,11.7,6.5
1989/1/22,7.1,8.4,5.9
1989/1/23,5.9,7.3,3.4
1989/1/24,5.9,10.2,2.9
1989/1/25,5.7,11.4,1.0
1989/1/26,6.4,11.1,1.8
1989/1/27,2.5,6.7,-0.1
1989/1/28,1.2,3.5,-0.6
1989/1/29,2.5,7.1,-0.2
1989/1/30,4.8,11.8,-1.6
1989/1/31,6.4,14.4,-0.8
1989/2/1,4.9,8.0,1.4
1989/2/2,1.4,5.8,0.3
1989/2/3,2.5,7.0,-0.1
1989/2/4,3.4,8.0,1.3
1989/2/5,4.2,10.7,0.2
1989/2/6,5.4,12.6,-0.5
1989/2/7,6.4,11.3,1.9
1989/2/8,6.8,8.3,4.8
1989/2/9,7.5,10.6,5.3
1989/2/10,3.0,5.3,0.3
1989/2/11,3.9,7.9,0.9
1989/2/12,2.9,6.1,0.7
1989/2/13,2.4,6.8,-1.3
1989/2/14,4.9,10.3,1.0
1989/2/15,6.5,15.3,-1.9
1989/2/16,10.2,13.3,7.1
1989/2/17,8.0,9.7,7.0
1989/2/18,6.2,7.4,5.3
1989/2/19,5.1,8.7,0.5
1989/2/20,6.8,14.2,-1.3
1989/2/21,7.4,8.9,6.3
1989/2/22,5.7,8.0,4.8
1989/2/23,5.5,8.7,4.0
1989/2/24,6.3,7.9,3.9
1989/2/25,7.2,8.3,5.2
1989/2/26,4.6,8.2,0.3
1989/2/27,5.9,14.0,-1.5
1989/2/28,12.7,20.0,5.4
1989/3/1,8.3,12.8,5.5
1989/3/2,8.7,12.0,4.3
1989/3/3,16.0,21.9,8.1
1989/3/4,10.2,19.6,6.4
1989/3/5,5.6,8.0,2.8
1989/3/6,5.0,11.8,1.4
1989/3/7,2.9,6.5,0.4
1989/3/8,2.3,5.4,0.3
1989/3/9,3.7,10.4,-1.0
1989/3/10,5.4,13.4,-1.4
1989/3/11,8.3,13.5,1.3
1989/3/12,10.1,17.1,2.8
1989/3/13,10.5,13.4,7.9
1989/3/14,10.8,16.7,6.2
1989/3/15,8.8,14.4,4.3
1989/3/16,8.1,14.4,2.4
1989/3/17,6.7,9.4,4.4
1989/3/18,6.3,11.1,1.4
1989/3/19,5.6,12.6,-0.7
1989/3/20,6.6,12.2,1.0
1989/3/21,7.5,11.4,4.5
1989/3/22,7.0,11.2,4.4
1989/3/23,7.1,12.6,2.0
1989/3/24,9.1,12.6,5.9
1989/3/25,8.5,11.9,5.5
1989/3/26,7.2,11.4,2.0
1989/3/27,8.9,17.0,4.4
1989/3/28,7.4,11.6,4.2
1989/3/29,8.9,15.6,2.1
1989/3/30,10.7,18.7,2.7
1989/3/31,14.8,20.8,10.3
