ダウンロードした時刻：2019/10/10 16:12:41

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,10.6,13.3,7.3
1997/12/2,6.6,10.0,2.4
1997/12/3,4.4,7.5,2.2
1997/12/4,5.6,9.2,2.1
1997/12/5,8.4,11.7,5.7
1997/12/6,10.6,13.4,7.5
1997/12/7,15.8,19.6,11.2
1997/12/8,13.2,15.6,11.7
1997/12/9,8.4,11.9,5.8
1997/12/10,4.9,7.8,0.4
1997/12/11,4.8,9.1,0.3
1997/12/12,5.3,8.0,2.2
1997/12/13,7.1,9.7,5.2
1997/12/14,8.1,11.4,5.8
1997/12/15,10.2,13.6,6.8
1997/12/16,9.0,12.3,6.2
1997/12/17,8.8,9.8,7.6
1997/12/18,10.5,13.9,9.0
1997/12/19,10.8,13.7,7.0
1997/12/20,12.1,13.8,10.8
1997/12/21,10.0,12.3,6.4
1997/12/22,6.9,8.4,5.6
1997/12/23,7.6,9.5,6.5
1997/12/24,7.8,9.1,6.4
1997/12/25,8.2,10.7,5.8
1997/12/26,8.7,10.0,7.8
1997/12/27,9.9,12.7,7.6
1997/12/28,8.7,12.4,6.1
1997/12/29,7.2,10.5,3.7
1997/12/30,7.3,9.0,6.2
1997/12/31,7.4,9.6,5.7
1998/1/1,6.9,9.1,5.6
1998/1/2,7.8,11.3,5.1
1998/1/3,8.8,12.0,6.3
1998/1/4,8.2,10.4,5.0
1998/1/5,4.8,7.4,1.8
1998/1/6,5.8,9.6,2.7
1998/1/7,5.9,10.0,2.6
1998/1/8,6.1,7.8,4.9
1998/1/9,6.5,9.3,3.3
1998/1/10,5.5,7.3,2.9
1998/1/11,5.6,6.8,4.3
1998/1/12,5.6,7.8,4.0
1998/1/13,6.1,9.1,3.4
1998/1/14,6.5,8.4,5.1
1998/1/15,5.7,7.5,5.0
1998/1/16,7.1,10.1,4.6
1998/1/17,7.7,10.3,4.2
1998/1/18,8.8,10.0,6.6
1998/1/19,2.2,6.7,-1.2
1998/1/20,2.2,5.9,-1.4
1998/1/21,4.9,8.4,1.1
1998/1/22,4.0,7.4,0.5
1998/1/23,3.1,4.7,1.4
1998/1/24,0.5,3.2,-1.5
1998/1/25,1.5,4.9,-1.5
1998/1/26,3.7,7.6,0.7
1998/1/27,4.3,8.1,1.6
1998/1/28,4.9,8.0,2.4
1998/1/29,3.3,6.6,0.5
1998/1/30,4.4,8.3,0.3
1998/1/31,6.9,10.5,3.9
1998/2/1,4.4,6.0,1.8
1998/2/2,4.9,8.3,1.6
1998/2/3,5.7,7.0,3.8
1998/2/4,4.7,6.9,1.5
1998/2/5,2.9,7.2,-1.4
1998/2/6,5.6,9.5,1.1
1998/2/7,4.9,7.5,3.4
1998/2/8,3.9,7.5,1.9
1998/2/9,4.1,7.1,2.1
1998/2/10,5.8,9.6,1.0
1998/2/11,5.1,8.2,0.3
1998/2/12,12.4,18.0,6.9
1998/2/13,13.1,16.1,10.2
1998/2/14,11.9,16.9,6.1
1998/2/15,5.4,7.9,3.0
1998/2/16,5.7,9.2,1.0
1998/2/17,5.5,8.2,3.1
1998/2/18,5.1,8.1,2.8
1998/2/19,8.8,13.0,4.2
1998/2/20,10.1,11.6,9.1
1998/2/21,8.4,11.2,5.0
1998/2/22,6.8,10.4,4.7
1998/2/23,7.9,11.3,3.7
1998/2/24,8.6,9.3,8.1
1998/2/25,9.5,12.1,7.9
1998/2/26,9.2,12.8,7.4
1998/2/27,9.0,13.1,5.7
1998/2/28,8.4,13.4,5.6
1998/3/1,7.3,9.6,5.5
1998/3/2,7.3,11.5,4.3
1998/3/3,8.3,12.3,4.7
1998/3/4,9.5,13.6,6.3
1998/3/5,6.4,9.1,4.5
1998/3/6,7.4,12.4,2.4
1998/3/7,7.5,10.4,4.2
1998/3/8,6.0,9.5,2.5
1998/3/9,9.5,13.3,5.8
1998/3/10,7.5,9.7,6.1
1998/3/11,9.0,11.7,6.5
1998/3/12,10.5,14.8,8.0
1998/3/13,9.4,14.0,5.8
1998/3/14,11.6,17.5,6.8
1998/3/15,5.9,9.5,2.4
1998/3/16,6.2,10.3,1.5
1998/3/17,8.2,13.3,3.8
1998/3/18,7.1,10.6,3.8
1998/3/19,12.3,16.8,5.8
1998/3/20,12.0,17.0,6.3
1998/3/21,7.8,11.0,5.6
1998/3/22,7.8,12.1,4.5
1998/3/23,7.4,11.0,3.1
1998/3/24,9.1,12.7,7.1
1998/3/25,10.1,14.1,7.6
1998/3/26,11.1,15.1,6.0
1998/3/27,14.2,17.4,10.6
1998/3/28,13.7,16.9,10.5
1998/3/29,14.9,20.1,9.9
1998/3/30,15.9,20.8,11.7
1998/3/31,14.7,20.9,10.0
