ダウンロードした時刻：2017/07/24 15:36:17

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,-1.3,0.6,-3.5
1984/1/2,-1.5,1.4,-3.2
1984/1/3,-1.0,0.9,-3.9
1984/1/4,-0.7,2.2,-3.5
1984/1/5,-1.9,0.6,-5.1
1984/1/6,-4.6,-1.6,-8.4
1984/1/7,-4.3,-1.9,-7.7
1984/1/8,-1.8,-0.6,-3.1
1984/1/9,-1.6,1.2,-4.4
1984/1/10,-1.2,0.1,-3.1
1984/1/11,-3.7,-2.3,-4.6
1984/1/12,-3.9,-3.0,-5.4
1984/1/13,-3.5,-2.7,-4.9
1984/1/14,-2.4,-1.1,-3.8
1984/1/15,-2.3,2.3,-6.6
1984/1/16,-7.4,-5.8,-8.6
1984/1/17,-6.9,-4.9,-9.2
1984/1/18,-6.1,-5.0,-7.2
1984/1/19,-5.6,-4.5,-6.5
1984/1/20,-5.0,-2.9,-7.4
1984/1/21,-3.9,-2.4,-6.2
1984/1/22,-1.8,0.8,-6.0
1984/1/23,-1.0,0.7,-3.1
1984/1/24,-1.3,0.0,-2.0
1984/1/25,-1.8,-0.5,-4.1
1984/1/26,-1.6,0.0,-4.5
1984/1/27,-2.2,0.2,-4.6
1984/1/28,-3.8,-0.8,-6.3
1984/1/29,-3.5,-0.6,-7.7
1984/1/30,-2.2,0.1,-4.8
1984/1/31,-2.4,-0.6,-4.2
1984/2/1,-2.9,-0.6,-5.0
1984/2/2,-4.3,-2.2,-6.5
1984/2/3,-6.9,-5.5,-8.5
1984/2/4,-8.0,-6.8,-9.3
1984/2/5,-7.8,-6.5,-9.1
1984/2/6,-9.8,-8.4,-11.0
1984/2/7,-7.3,-5.0,-9.6
1984/2/8,-4.9,-2.5,-8.4
1984/2/9,-3.4,-0.9,-5.6
1984/2/10,-0.9,0.9,-2.5
1984/2/11,-2.4,-0.6,-3.8
1984/2/12,-3.1,-0.9,-4.8
1984/2/13,-3.4,-1.8,-4.9
1984/2/14,-3.2,-1.9,-4.6
1984/2/15,-4.1,-2.8,-5.6
1984/2/16,-5.6,-3.7,-6.6
1984/2/17,-5.5,-3.7,-6.9
1984/2/18,-5.7,-3.6,-8.7
1984/2/19,-6.5,-4.3,-9.2
1984/2/20,-5.6,-2.2,-9.8
1984/2/21,-1.8,0.0,-4.4
1984/2/22,-4.0,-1.6,-6.2
1984/2/23,-4.2,-2.6,-7.2
1984/2/24,-2.0,-0.2,-3.7
1984/2/25,-1.8,0.1,-3.2
1984/2/26,-2.8,-1.7,-3.6
1984/2/27,-3.2,-1.5,-4.6
1984/2/28,-4.3,-1.5,-6.0
1984/2/29,-4.7,-1.9,-6.8
1984/3/1,-4.4,-2.9,-5.7
1984/3/2,-2.0,0.3,-4.2
1984/3/3,-0.9,2.1,-2.9
1984/3/4,-1.6,0.4,-3.4
1984/3/5,-2.4,-0.5,-4.4
1984/3/6,-2.1,-0.5,-3.5
1984/3/7,-2.3,-0.1,-4.1
1984/3/8,-4.5,-2.4,-6.8
1984/3/9,-4.4,-2.1,-7.0
1984/3/10,-1.8,1.0,-7.3
1984/3/11,-1.1,0.8,-2.7
1984/3/12,-2.1,0.0,-3.3
1984/3/13,-3.1,-1.3,-4.5
1984/3/14,-2.4,0.4,-6.2
1984/3/15,-2.0,0.6,-4.3
1984/3/16,-2.5,-1.0,-4.1
1984/3/17,-1.0,-0.4,-2.2
1984/3/18,0.1,2.2,-2.1
1984/3/19,0.3,3.1,-2.5
1984/3/20,-1.3,0.0,-1.9
1984/3/21,-1.1,1.6,-2.8
1984/3/22,-1.1,1.2,-2.5
1984/3/23,-1.4,1.6,-3.6
1984/3/24,-0.8,0.7,-4.7
1984/3/25,-0.3,1.8,-2.3
1984/3/26,-2.6,-1.2,-3.6
1984/3/27,-1.7,1.6,-3.5
1984/3/28,-2.8,-1.0,-4.3
1984/3/29,-2.8,-0.1,-5.0
1984/3/30,-2.3,-0.8,-3.4
1984/3/31,0.0,3.2,-2.3
1984/4/1,0.0,2.8,-3.9
1984/4/2,0.8,3.4,-1.8
1984/4/3,0.3,2.4,-1.6
1984/4/4,2.8,6.2,-1.1
1984/4/5,2.1,5.7,-0.2
1984/4/6,-0.5,-0.1,-0.9
1984/4/7,0.0,1.9,-1.0
1984/4/8,0.3,2.7,-1.8
1984/4/9,1.2,3.8,-1.7
1984/4/10,1.4,4.4,-1.1
1984/4/11,2.3,5.1,-0.5
1984/4/12,3.1,6.3,-0.2
1984/4/13,2.8,5.3,1.4
1984/4/14,3.3,6.6,1.5
1984/4/15,2.5,5.4,-0.1
1984/4/16,2.4,5.6,-0.1
1984/4/17,2.3,4.0,0.7
1984/4/18,4.3,7.0,0.8
1984/4/19,5.8,10.4,3.0
1984/4/20,5.9,10.3,3.5
1984/4/21,3.4,10.5,0.9
1984/4/22,0.9,1.6,0.3
1984/4/23,3.9,7.7,1.0
1984/4/24,4.3,7.8,0.9
1984/4/25,6.2,11.0,2.5
1984/4/26,6.9,12.4,2.9
1984/4/27,7.9,12.9,3.7
1984/4/28,5.3,11.4,1.6
1984/4/29,2.7,5.3,1.6
1984/4/30,3.0,4.7,1.7
1984/5/1,3.8,4.7,2.7
