ダウンロードした時刻：2019/10/10 15:44:21

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,6.7,11.0,3.7
1988/12/2,5.6,10.4,2.2
1988/12/3,5.6,12.1,0.6
1988/12/4,9.6,15.8,3.5
1988/12/5,5.6,8.8,2.3
1988/12/6,6.5,11.5,2.5
1988/12/7,9.5,15.7,3.7
1988/12/8,11.4,18.5,4.7
1988/12/9,9.3,15.1,4.7
1988/12/10,4.1,6.5,2.5
1988/12/11,4.8,6.5,2.5
1988/12/12,8.1,13.1,4.6
1988/12/13,7.8,14.2,1.9
1988/12/14,8.1,14.8,4.5
1988/12/15,3.5,6.2,1.3
1988/12/16,1.2,3.8,-0.8
1988/12/17,2.5,4.3,0.6
1988/12/18,5.8,8.4,1.7
1988/12/19,7.7,10.4,5.1
1988/12/20,9.2,11.5,6.4
1988/12/21,4.9,7.3,2.3
1988/12/22,3.1,6.0,0.8
1988/12/23,3.8,8.3,1.3
1988/12/24,7.4,11.8,1.2
1988/12/25,4.3,8.8,2.3
1988/12/26,3.6,6.8,1.7
1988/12/27,5.3,9.6,2.3
1988/12/28,1.8,5.8,-0.3
1988/12/29,2.2,4.5,-0.2
1988/12/30,4.2,8.5,1.1
1988/12/31,5.0,9.7,0.1
1989/1/1,6.5,10.9,3.6
1989/1/2,4.9,10.0,1.9
1989/1/3,7.9,10.2,2.9
1989/1/4,3.0,5.7,0.9
1989/1/5,3.1,6.0,1.0
1989/1/6,5.9,9.8,0.8
1989/1/7,8.3,12.6,4.2
1989/1/8,10.0,11.0,8.0
1989/1/9,10.0,11.5,9.3
1989/1/10,9.7,12.0,7.4
1989/1/11,9.4,13.4,5.7
1989/1/12,5.4,8.6,2.6
1989/1/13,2.5,5.9,0.3
1989/1/14,1.9,5.0,0.2
1989/1/15,1.4,3.8,-0.2
1989/1/16,5.1,8.4,0.8
1989/1/17,5.1,8.2,2.2
1989/1/18,6.8,13.1,1.2
1989/1/19,12.9,18.0,6.6
1989/1/20,11.6,14.1,7.8
1989/1/21,6.8,9.4,4.7
1989/1/22,4.6,7.2,2.2
1989/1/23,5.9,8.0,4.1
1989/1/24,5.8,8.1,3.8
1989/1/25,4.9,9.3,2.1
1989/1/26,6.1,12.3,1.1
1989/1/27,3.8,8.9,0.4
1989/1/28,-0.5,1.4,-2.0
1989/1/29,1.3,4.5,-1.5
1989/1/30,4.7,9.4,1.6
1989/1/31,8.2,14.2,1.4
1989/2/1,5.3,9.5,0.7
1989/2/2,1.0,3.6,-0.3
1989/2/3,1.0,3.2,-0.5
1989/2/4,2.3,5.7,0.6
1989/2/5,4.1,8.3,1.4
1989/2/6,5.3,10.7,1.0
1989/2/7,4.8,9.6,1.8
1989/2/8,6.6,10.0,1.6
1989/2/9,7.2,8.9,4.8
1989/2/10,4.0,5.6,1.7
1989/2/11,2.0,5.5,0.0
1989/2/12,3.1,6.2,1.2
1989/2/13,3.6,8.2,0.4
1989/2/14,4.7,9.3,1.3
1989/2/15,9.1,15.5,-0.3
1989/2/16,10.1,13.5,8.0
1989/2/17,7.1,9.2,5.6
1989/2/18,5.3,7.8,3.5
1989/2/19,5.0,8.2,1.8
1989/2/20,7.6,14.9,0.2
1989/2/21,5.8,9.0,4.6
1989/2/22,3.9,7.6,0.8
1989/2/23,3.6,8.2,-0.7
1989/2/24,3.8,5.5,1.6
1989/2/25,4.6,5.9,2.6
1989/2/26,3.7,5.7,1.1
1989/2/27,4.9,10.3,-0.3
1989/2/28,11.8,19.5,3.6
1989/3/1,8.4,16.7,2.4
1989/3/2,6.5,11.2,2.0
1989/3/3,12.5,19.0,4.6
1989/3/4,13.6,22.4,5.2
1989/3/5,4.4,5.6,2.3
1989/3/6,5.7,10.6,1.8
1989/3/7,4.7,7.1,2.9
1989/3/8,2.7,5.0,0.9
1989/3/9,3.9,9.6,-0.1
1989/3/10,6.3,10.7,0.8
1989/3/11,9.5,12.7,3.7
1989/3/12,11.0,15.5,7.7
1989/3/13,10.7,13.9,8.6
1989/3/14,11.6,16.2,9.2
1989/3/15,8.7,12.9,6.2
1989/3/16,6.4,9.8,4.5
1989/3/17,2.7,7.0,0.7
1989/3/18,4.9,8.7,1.6
1989/3/19,5.4,9.6,2.0
1989/3/20,5.9,10.5,1.0
1989/3/21,6.1,10.0,1.7
1989/3/22,5.9,8.1,4.0
1989/3/23,6.1,9.5,3.6
1989/3/24,8.2,14.0,4.1
1989/3/25,7.7,11.4,5.6
1989/3/26,6.8,11.9,1.9
1989/3/27,8.2,14.4,4.4
1989/3/28,7.8,10.5,5.1
1989/3/29,7.6,12.8,3.4
1989/3/30,9.8,15.9,2.1
1989/3/31,14.4,18.5,7.3
