ダウンロードした時刻：2019/10/10 15:53:28

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,8.0,14.2,3.0
2005/12/2,8.2,10.5,6.7
2005/12/3,6.9,11.2,3.1
2005/12/4,3.7,4.8,1.4
2005/12/5,2.3,5.2,0.3
2005/12/6,4.7,9.6,0.5
2005/12/7,4.5,8.9,0.0
2005/12/8,5.7,10.3,1.1
2005/12/9,4.5,6.9,0.1
2005/12/10,5.8,9.8,2.8
2005/12/11,5.5,7.7,2.5
2005/12/12,2.8,5.3,0.4
2005/12/13,0.8,2.9,0.0
2005/12/14,1.7,4.2,-1.4
2005/12/15,2.1,5.5,-0.1
2005/12/16,2.1,7.1,-2.5
2005/12/17,1.8,5.8,-1.5
2005/12/18,-0.4,1.7,-2.0
2005/12/19,0.9,4.8,-1.6
2005/12/20,1.3,6.4,-3.8
2005/12/21,3.2,7.1,0.5
2005/12/22,-0.1,2.8,-2.4
2005/12/23,0.9,3.4,-1.0
2005/12/24,1.8,4.6,-1.6
2005/12/25,1.9,6.3,-1.2
2005/12/26,2.4,5.3,-0.3
2005/12/27,0.9,5.0,-1.7
2005/12/28,2.2,5.6,-1.5
2005/12/29,2.3,8.0,-3.0
2005/12/30,3.7,7.5,1.0
2005/12/31,3.8,7.3,0.6
2006/1/1,4.5,9.5,0.4
2006/1/2,5.4,9.9,1.8
2006/1/3,2.7,5.1,1.2
2006/1/4,2.8,4.8,1.0
2006/1/5,2.1,5.7,-0.5
2006/1/6,0.6,4.4,-2.2
2006/1/7,1.3,6.1,-1.5
2006/1/8,1.3,6.3,-3.8
2006/1/9,1.6,7.5,-3.5
2006/1/10,3.1,8.6,-2.2
2006/1/11,3.8,9.0,0.1
2006/1/12,4.3,10.4,-0.6
2006/1/13,3.8,6.5,0.0
2006/1/14,8.0,11.8,4.9
2006/1/15,8.2,13.2,5.2
2006/1/16,7.3,12.8,2.2
2006/1/17,6.9,11.4,3.5
2006/1/18,5.0,9.4,2.3
2006/1/19,2.9,5.8,0.8
2006/1/20,3.8,8.4,0.3
2006/1/21,4.9,8.1,1.3
2006/1/22,2.7,7.1,0.2
2006/1/23,1.4,5.5,-1.5
2006/1/24,2.0,6.9,-2.3
2006/1/25,2.8,8.7,-2.7
2006/1/26,3.8,8.6,-0.5
2006/1/27,3.5,9.0,-0.3
2006/1/28,3.9,7.4,0.2
2006/1/29,3.9,11.2,-3.2
2006/1/30,5.9,8.7,3.3
2006/1/31,5.6,7.9,2.5
2006/2/1,6.1,8.4,3.0
2006/2/2,6.2,11.5,1.1
2006/2/3,3.8,9.0,-0.8
2006/2/4,-0.1,4.3,-3.7
2006/2/5,0.0,4.2,-4.7
2006/2/6,0.6,3.8,-2.3
2006/2/7,4.4,9.2,1.3
2006/2/8,4.3,8.7,0.1
2006/2/9,2.2,6.0,-0.1
2006/2/10,2.7,7.5,-2.7
2006/2/11,5.8,10.8,2.0
2006/2/12,3.0,6.1,-0.3
2006/2/13,4.1,11.6,-2.3
2006/2/14,6.9,14.9,-0.5
2006/2/15,11.5,19.3,6.2
2006/2/16,9.0,10.1,7.1
2006/2/17,6.5,10.6,1.8
2006/2/18,3.8,9.8,-0.6
2006/2/19,5.6,10.8,-0.1
2006/2/20,4.3,5.7,2.1
2006/2/21,7.0,12.6,2.0
2006/2/22,9.8,15.9,3.7
2006/2/23,9.5,14.0,4.2
2006/2/24,7.3,13.3,3.1
2006/2/25,8.4,14.8,1.1
2006/2/26,9.8,12.6,7.4
2006/2/27,6.5,10.7,1.9
2006/2/28,4.0,6.8,1.4
2006/3/1,6.4,8.8,4.7
2006/3/2,5.9,10.0,1.9
2006/3/3,4.3,9.1,0.1
2006/3/4,5.2,11.6,-1.3
2006/3/5,7.4,14.2,-0.2
2006/3/6,8.0,10.3,5.5
2006/3/7,9.8,16.4,3.2
2006/3/8,10.3,16.8,4.3
2006/3/9,9.6,14.5,2.9
2006/3/10,10.3,13.1,8.3
2006/3/11,12.3,18.4,6.0
2006/3/12,9.1,12.0,4.6
2006/3/13,2.6,6.7,0.0
2006/3/14,2.0,6.4,-0.8
2006/3/15,6.4,12.9,0.5
2006/3/16,6.7,11.3,2.7
2006/3/17,9.5,14.0,6.0
2006/3/18,7.9,12.4,3.1
2006/3/19,7.0,11.5,3.2
2006/3/20,6.6,11.6,1.3
2006/3/21,7.3,12.6,1.6
2006/3/22,6.3,11.3,2.2
2006/3/23,11.0,17.1,5.8
2006/3/24,9.4,15.4,5.3
2006/3/25,9.5,17.2,1.4
2006/3/26,11.6,17.2,7.3
2006/3/27,12.9,19.3,6.2
2006/3/28,11.0,15.8,6.4
2006/3/29,4.7,9.6,0.8
2006/3/30,2.3,8.2,0.2
2006/3/31,4.8,9.9,0.5
