ダウンロードした時刻：2019/10/10 16:03:45

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,9.8,16.1,6.1
2004/12/2,9.9,15.4,6.0
2004/12/3,9.8,17.9,3.1
2004/12/4,12.7,15.9,8.0
2004/12/5,11.2,15.2,8.2
2004/12/6,10.0,14.1,6.3
2004/12/7,9.6,12.2,5.7
2004/12/8,7.8,14.3,4.0
2004/12/9,8.2,15.4,2.1
2004/12/10,9.8,17.9,2.8
2004/12/11,9.8,15.2,5.0
2004/12/12,8.0,12.9,2.8
2004/12/13,9.2,14.2,4.9
2004/12/14,8.1,15.0,3.3
2004/12/15,8.4,16.1,2.0
2004/12/16,10.3,14.3,6.4
2004/12/17,8.5,12.1,4.4
2004/12/18,8.2,10.9,4.6
2004/12/19,8.8,12.5,5.0
2004/12/20,8.5,10.9,6.1
2004/12/21,7.0,10.7,5.0
2004/12/22,6.8,11.0,4.7
2004/12/23,4.5,6.6,3.3
2004/12/24,4.7,8.9,1.8
2004/12/25,6.0,10.9,1.4
2004/12/26,7.1,9.3,5.6
2004/12/27,6.2,9.8,3.6
2004/12/28,5.3,10.8,1.5
2004/12/29,4.7,9.2,1.0
2004/12/30,4.1,8.3,1.3
2004/12/31,2.5,4.7,0.1
2005/1/1,2.1,4.0,0.4
2005/1/2,4.5,9.0,0.1
2005/1/3,9.4,13.7,6.0
2005/1/4,5.9,9.4,1.5
2005/1/5,3.5,7.4,0.7
2005/1/6,4.7,11.9,0.4
2005/1/7,5.8,9.2,1.8
2005/1/8,3.5,6.9,0.7
2005/1/9,2.2,4.7,0.2
2005/1/10,2.3,4.8,0.4
2005/1/11,4.6,6.8,1.7
2005/1/12,3.1,4.8,0.7
2005/1/13,3.8,7.1,1.6
2005/1/14,4.8,9.2,2.4
2005/1/15,4.7,10.3,0.8
2005/1/16,5.6,8.4,3.1
2005/1/17,6.2,8.9,2.6
2005/1/18,5.3,10.5,2.5
2005/1/19,5.5,10.3,4.2
2005/1/20,2.9,5.2,0.1
2005/1/21,1.9,4.9,0.2
2005/1/22,3.9,9.5,0.4
2005/1/23,4.9,9.5,1.1
2005/1/24,5.1,13.2,-1.2
2005/1/25,5.3,7.2,4.1
2005/1/26,4.4,7.6,1.8
2005/1/27,4.5,9.9,0.0
2005/1/28,5.3,13.1,0.8
2005/1/29,5.7,14.1,-0.8
2005/1/30,4.5,7.0,2.5
2005/1/31,2.3,5.1,-0.9
2005/2/1,-1.6,2.7,-4.2
2005/2/2,1.4,3.8,-1.1
2005/2/3,2.7,5.9,0.4
2005/2/4,4.7,9.4,0.3
2005/2/5,5.1,9.6,2.1
2005/2/6,4.2,6.5,1.1
2005/2/7,4.3,7.3,1.7
2005/2/8,7.2,11.6,3.6
2005/2/9,9.1,14.9,4.6
2005/2/10,5.0,7.5,0.9
2005/2/11,1.7,4.2,0.2
2005/2/12,2.3,4.2,-0.8
2005/2/13,3.1,9.2,-1.3
2005/2/14,5.1,10.3,-0.7
2005/2/15,5.9,9.8,2.9
2005/2/16,8.3,10.4,6.2
2005/2/17,6.6,8.8,5.0
2005/2/18,6.1,8.2,4.3
2005/2/19,6.2,8.1,4.2
2005/2/20,1.3,6.6,-1.0
2005/2/21,0.8,4.3,-0.8
2005/2/22,4.2,9.2,-0.9
2005/2/23,7.9,11.4,1.9
2005/2/24,2.9,5.6,0.3
2005/2/25,4.9,8.2,2.3
2005/2/26,1.8,4.8,-0.4
2005/2/27,3.4,7.4,0.1
2005/2/28,4.4,10.3,-1.0
2005/3/1,3.8,8.0,1.2
2005/3/2,4.2,8.4,0.6
2005/3/3,4.9,8.2,2.6
2005/3/4,4.7,8.9,1.1
2005/3/5,2.1,6.3,-0.1
2005/3/6,3.5,9.1,-0.1
2005/3/7,8.2,12.9,0.3
2005/3/8,11.4,15.4,8.0
2005/3/9,10.3,12.9,7.5
2005/3/10,12.2,20.8,3.8
2005/3/11,10.2,13.1,6.4
2005/3/12,2.2,6.9,-0.9
2005/3/13,-0.3,1.2,-2.3
2005/3/14,1.4,5.6,-3.4
2005/3/15,3.7,9.8,-1.0
2005/3/16,8.1,16.2,1.3
2005/3/17,10.6,18.8,7.7
2005/3/18,6.6,9.6,1.9
2005/3/19,6.2,13.5,0.9
2005/3/20,7.4,13.5,2.6
2005/3/21,8.6,15.0,1.6
2005/3/22,9.7,11.9,7.5
2005/3/23,7.9,9.9,3.3
2005/3/24,4.5,10.7,2.3
2005/3/25,4.2,7.7,0.3
2005/3/26,11.4,15.4,7.7
2005/3/27,12.1,17.0,6.3
2005/3/28,10.8,12.5,9.3
2005/3/29,8.7,13.6,4.3
2005/3/30,7.6,13.7,1.8
2005/3/31,10.3,15.7,4.4
