ダウンロードした時刻：2017/07/24 15:46:22

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,4.3,6.7,1.4
2009/1/2,8.0,10.6,5.6
2009/1/3,7.5,10.9,5.1
2009/1/4,8.4,11.9,4.9
2009/1/5,9.5,12.0,7.3
2009/1/6,9.1,12.1,7.1
2009/1/7,8.1,9.2,7.3
2009/1/8,8.1,11.1,5.0
2009/1/9,8.3,9.9,7.4
2009/1/10,5.1,7.7,2.5
2009/1/11,4.9,7.3,3.4
2009/1/12,4.4,6.8,0.9
2009/1/13,3.2,5.6,1.4
2009/1/14,4.8,7.4,1.9
2009/1/15,3.9,6.3,2.7
2009/1/16,5.4,7.0,3.1
2009/1/17,7.1,9.7,4.9
2009/1/18,9.1,11.9,6.6
2009/1/19,9.0,12.2,5.9
2009/1/20,7.5,10.8,4.8
2009/1/21,7.6,8.8,6.7
2009/1/22,8.3,9.8,6.9
2009/1/23,6.4,10.7,0.5
2009/1/24,1.0,3.8,-0.8
2009/1/25,3.2,4.1,1.4
2009/1/26,4.6,6.6,3.3
2009/1/27,5.6,8.7,3.6
2009/1/28,6.9,10.6,3.3
2009/1/29,8.8,10.1,7.3
2009/1/30,11.7,12.6,10.1
2009/1/31,9.7,12.2,6.8
2009/2/1,7.6,10.9,5.1
2009/2/2,7.9,11.4,4.7
2009/2/3,7.6,8.3,6.8
2009/2/4,8.7,13.1,5.5
2009/2/5,8.6,12.9,5.3
2009/2/6,9.4,13.6,6.4
2009/2/7,9.2,13.5,5.4
2009/2/8,10.5,14.9,7.1
2009/2/9,8.1,11.3,6.1
2009/2/10,9.9,12.1,8.0
2009/2/11,11.4,14.7,7.4
2009/2/12,11.7,15.9,8.1
2009/2/13,16.6,20.2,11.3
2009/2/14,14.5,18.5,10.8
2009/2/15,11.9,16.5,9.0
2009/2/16,6.9,10.5,4.6
2009/2/17,4.7,7.6,2.0
2009/2/18,6.6,10.7,3.8
2009/2/19,6.1,7.3,4.6
2009/2/20,8.5,10.8,6.3
2009/2/21,6.8,9.5,4.2
2009/2/22,7.9,10.1,5.4
2009/2/23,11.3,14.6,9.6
2009/2/24,10.2,12.3,8.6
2009/2/25,11.7,14.0,9.4
2009/2/26,11.4,16.1,7.8
2009/2/27,9.5,10.5,8.8
2009/2/28,10.5,13.7,7.8
2009/3/1,10.5,14.3,7.1
2009/3/2,8.8,12.9,6.2
2009/3/3,7.6,10.8,5.9
2009/3/4,9.9,12.9,8.2
2009/3/5,9.5,11.4,7.7
2009/3/6,11.4,12.7,10.1
2009/3/7,9.0,11.5,6.8
2009/3/8,9.6,14.0,6.8
2009/3/9,9.2,10.6,7.4
2009/3/10,10.4,14.7,5.8
2009/3/11,10.0,14.7,7.1
2009/3/12,9.8,12.7,6.2
2009/3/13,12.3,14.7,9.8
2009/3/14,6.7,10.1,4.7
2009/3/15,9.2,13.2,5.5
2009/3/16,13.6,18.5,8.9
2009/3/17,15.3,20.4,12.1
2009/3/18,16.0,20.9,12.1
2009/3/19,16.4,20.3,13.8
2009/3/20,13.0,16.5,9.2
2009/3/21,12.5,15.8,8.3
2009/3/22,14.6,17.1,12.4
2009/3/23,12.6,16.3,9.9
2009/3/24,11.3,14.8,8.6
2009/3/25,8.6,10.6,6.1
2009/3/26,9.3,12.8,4.6
2009/3/27,10.4,12.5,8.4
2009/3/28,9.3,12.0,7.5
2009/3/29,9.4,12.2,7.5
2009/3/30,9.9,14.1,7.3
2009/3/31,11.8,15.3,8.7
2009/4/1,9.3,12.1,4.4
2009/4/2,10.4,14.5,6.8
2009/4/3,11.6,15.4,7.1
2009/4/4,11.3,13.6,9.9
2009/4/5,12.8,17.1,10.0
2009/4/6,13.4,17.5,8.9
2009/4/7,15.5,20.5,10.7
2009/4/8,15.9,22.5,11.9
2009/4/9,17.3,23.6,12.1
2009/4/10,17.7,23.7,13.1
2009/4/11,18.6,24.4,13.3
2009/4/12,18.1,24.6,14.6
2009/4/13,18.8,24.0,15.4
2009/4/14,15.3,17.8,13.6
2009/4/15,15.9,19.8,13.2
2009/4/16,15.3,16.3,13.6
2009/4/17,16.1,21.0,13.6
2009/4/18,16.6,22.6,11.8
2009/4/19,18.5,26.4,12.9
2009/4/20,18.3,21.5,16.2
2009/4/21,17.0,19.9,14.9
2009/4/22,16.9,21.1,14.0
2009/4/23,15.6,20.2,12.7
2009/4/24,15.2,17.2,13.3
2009/4/25,14.5,16.9,12.4
2009/4/26,12.5,15.2,11.1
2009/4/27,12.6,16.5,9.4
2009/4/28,14.2,18.8,10.1
2009/4/29,15.9,21.3,10.5
2009/4/30,16.6,22.4,11.6
2009/5/1,17.7,23.1,13.2
