ダウンロードした時刻：2019/10/10 16:15:59

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,7.3,12.7,-0.4
1985/12/2,8.1,14.3,4.0
1985/12/3,5.0,10.2,0.5
1985/12/4,6.7,9.8,1.3
1985/12/5,9.2,14.7,4.6
1985/12/6,7.1,11.5,3.3
1985/12/7,9.5,13.4,6.0
1985/12/8,9.1,13.0,4.6
1985/12/9,5.5,8.6,2.4
1985/12/10,3.7,6.5,0.5
1985/12/11,4.0,6.2,0.9
1985/12/12,4.3,7.7,-0.1
1985/12/13,4.7,8.8,-0.8
1985/12/14,6.5,10.9,3.3
1985/12/15,2.4,5.3,0.7
1985/12/16,2.1,5.2,-1.4
1985/12/17,2.3,5.0,0.0
1985/12/18,2.3,7.8,-2.7
1985/12/19,5.4,8.8,0.7
1985/12/20,5.7,9.8,1.1
1985/12/21,3.3,8.3,-0.4
1985/12/22,5.8,7.1,1.9
1985/12/23,7.1,10.7,4.3
1985/12/24,4.9,7.7,1.3
1985/12/25,5.5,11.0,-2.4
1985/12/26,6.8,12.0,2.6
1985/12/27,6.6,12.3,0.9
1985/12/28,3.0,9.5,-2.6
1985/12/29,5.0,10.5,-2.7
1985/12/30,9.3,12.4,6.2
1985/12/31,9.0,13.3,5.2
1986/1/1,3.5,5.5,1.2
1986/1/2,1.9,4.2,-0.3
1986/1/3,2.0,5.2,-3.7
1986/1/4,5.1,8.9,0.9
1986/1/5,0.5,2.5,-1.2
1986/1/6,1.8,3.8,0.6
1986/1/7,4.5,8.5,0.3
1986/1/8,3.1,8.5,-1.4
1986/1/9,2.3,5.7,0.8
1986/1/10,2.4,4.5,-0.9
1986/1/11,2.3,5.7,-0.6
1986/1/12,1.1,6.7,-2.2
1986/1/13,2.6,8.2,-4.0
1986/1/14,4.2,7.9,1.2
1986/1/15,3.1,8.2,-2.0
1986/1/16,5.1,8.6,1.0
1986/1/17,7.0,11.4,2.3
1986/1/18,5.5,9.7,-0.2
1986/1/19,4.0,8.2,-1.3
1986/1/20,3.6,10.3,-3.5
1986/1/21,6.0,8.8,1.6
1986/1/22,3.8,7.1,1.5
1986/1/23,5.0,7.3,3.2
1986/1/24,5.5,9.2,2.7
1986/1/25,4.1,6.8,1.7
1986/1/26,2.9,6.3,0.7
1986/1/27,2.3,5.4,-1.3
1986/1/28,4.2,7.5,-2.9
1986/1/29,4.4,11.2,-0.7
1986/1/30,2.8,7.9,-3.1
1986/1/31,7.1,11.7,3.2
1986/2/1,5.4,7.7,2.5
1986/2/2,3.4,7.8,-1.7
1986/2/3,4.0,10.7,-2.8
1986/2/4,2.3,5.6,-0.5
1986/2/5,2.2,6.3,-1.9
1986/2/6,2.5,7.4,-3.5
1986/2/7,1.9,6.1,-3.8
1986/2/8,3.0,7.3,-0.9
1986/2/9,3.4,8.0,-2.5
1986/2/10,2.0,6.0,-2.6
1986/2/11,3.1,6.6,0.2
1986/2/12,3.0,9.9,-2.8
1986/2/13,5.0,12.4,-3.6
1986/2/14,6.2,8.3,4.4
1986/2/15,5.4,9.3,0.4
1986/2/16,1.0,4.4,-2.1
1986/2/17,0.7,5.7,-4.3
1986/2/18,3.3,5.9,0.0
1986/2/19,7.0,10.8,4.2
1986/2/20,5.2,10.6,-0.2
1986/2/21,4.8,8.1,2.3
1986/2/22,5.5,9.8,0.4
1986/2/23,6.3,11.0,2.4
1986/2/24,2.9,6.6,-0.4
1986/2/25,3.0,7.1,-1.5
1986/2/26,3.7,10.1,-4.1
1986/2/27,3.1,5.9,0.0
1986/2/28,2.6,5.0,0.0
1986/3/1,4.0,8.6,0.8
1986/3/2,3.3,7.1,-1.8
1986/3/3,5.4,9.8,-0.2
1986/3/4,3.6,10.6,-3.2
1986/3/5,8.1,13.6,-0.2
1986/3/6,5.1,11.0,-1.1
1986/3/7,7.0,15.6,-1.4
1986/3/8,6.9,14.1,-0.2
1986/3/9,8.4,17.6,-0.8
1986/3/10,13.1,18.1,7.6
1986/3/11,7.8,11.1,5.3
1986/3/12,7.7,13.8,2.2
1986/3/13,8.1,13.1,1.0
1986/3/14,7.8,8.8,6.9
1986/3/15,11.2,14.3,8.3
1986/3/16,9.5,12.7,4.7
1986/3/17,6.4,11.8,1.7
1986/3/18,4.7,7.1,-0.1
1986/3/19,9.3,12.8,6.0
1986/3/20,8.0,11.8,4.2
1986/3/21,6.5,11.8,1.1
1986/3/22,5.2,8.9,2.5
1986/3/23,5.3,9.2,1.5
1986/3/24,7.4,12.2,3.3
1986/3/25,8.1,14.7,1.2
1986/3/26,7.9,14.5,0.9
1986/3/27,9.1,13.2,1.9
1986/3/28,10.2,11.0,8.8
1986/3/29,12.1,17.7,9.1
1986/3/30,11.2,16.2,6.0
1986/3/31,11.0,15.8,7.0
