ダウンロードした時刻：2017/07/24 15:42:43

,三宅島,三宅島,三宅島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,8.3,10.2,4.0
1984/1/2,10.1,11.3,5.7
1984/1/3,11.8,14.5,9.1
1984/1/4,10.2,11.5,8.3
1984/1/5,7.9,9.5,5.6
1984/1/6,7.6,9.1,5.9
1984/1/7,8.1,10.0,4.6
1984/1/8,6.9,9.3,2.8
1984/1/9,9.1,10.1,8.3
1984/1/10,10.3,12.3,8.7
1984/1/11,9.4,12.6,5.4
1984/1/12,6.3,8.9,0.1
1984/1/13,8.4,9.5,7.1
1984/1/14,10.0,10.8,9.0
1984/1/15,11.9,14.8,9.4
1984/1/16,7.5,10.7,5.7
1984/1/17,6.2,7.2,4.8
1984/1/18,6.5,8.2,5.1
1984/1/19,6.1,8.5,4.4
1984/1/20,4.3,6.7,1.8
1984/1/21,7.7,8.9,3.0
1984/1/22,8.2,9.9,7.4
1984/1/23,7.8,10.2,4.6
1984/1/24,7.4,9.1,5.1
1984/1/25,6.9,7.6,5.5
1984/1/26,5.1,6.0,4.3
1984/1/27,5.9,7.2,4.5
1984/1/28,6.0,7.3,5.1
1984/1/29,5.4,7.4,1.7
1984/1/30,6.2,8.1,3.9
1984/1/31,7.5,11.0,4.3
1984/2/1,8.8,11.2,6.5
1984/2/2,9.5,12.5,7.9
1984/2/3,5.1,9.2,0.4
1984/2/4,2.9,5.5,-0.1
1984/2/5,6.2,8.0,3.8
1984/2/6,5.7,7.7,3.0
1984/2/7,2.7,3.7,1.5
1984/2/8,3.8,5.2,2.2
1984/2/9,4.5,5.6,3.4
1984/2/10,3.1,6.1,-0.8
1984/2/11,4.5,8.2,-0.7
1984/2/12,6.8,10.5,2.4
1984/2/13,6.7,8.1,5.4
1984/2/14,8.3,9.8,5.9
1984/2/15,6.4,8.1,5.2
1984/2/16,5.3,7.5,1.9
1984/2/17,6.7,9.8,3.8
1984/2/18,4.9,6.6,3.2
1984/2/19,,,2.0
1984/2/20,8.2,9.5,3.4
1984/2/21,7.9,10.5,4.2
1984/2/22,10.1,10.8,4.7
1984/2/23,10.8,16.4,7.9
1984/2/24,9.1,10.0,8.2
1984/2/25,8.7,9.6,8.1
1984/2/26,10.7,14.4,8.9
1984/2/27,7.3,10.6,4.7
1984/2/28,5.5,6.2,4.5
1984/2/29,5.8,7.3,3.6
1984/3/1,5.4,6.5,4.2
1984/3/2,7.9,11.3,5.3
1984/3/3,8.4,11.1,7.2
1984/3/4,7.0,8.1,6.0
1984/3/5,6.8,8.5,2.9
1984/3/6,7.8,9.2,5.8
1984/3/7,6.5,8.6,3.5
1984/3/8,8.2,9.0,6.9
1984/3/9,7.4,9.9,4.1
1984/3/10,8.1,11.8,3.8
1984/3/11,6.8,7.8,5.7
1984/3/12,9.4,12.4,6.4
1984/3/13,9.1,11.2,5.3
1984/3/14,7.6,10.6,4.5
1984/3/15,8.2,10.2,5.3
1984/3/16,10.1,12.0,8.8
1984/3/17,10.7,12.4,8.3
1984/3/18,9.3,10.9,7.6
1984/3/19,8.8,11.6,5.8
1984/3/20,8.0,10.1,6.6
1984/3/21,7.5,10.2,2.1
1984/3/22,6.3,8.3,2.6
1984/3/23,5.5,7.9,2.2
1984/3/24,9.7,14.1,1.7
1984/3/25,12.3,13.0,10.8
1984/3/26,11.3,12.6,6.9
1984/3/27,11.6,14.2,5.0
1984/3/28,7.4,13.6,2.9
1984/3/29,12.1,15.3,1.3
1984/3/30,15.1,17.6,13.7
1984/3/31,15.1,18.3,10.5
1984/4/1,8.7,10.7,7.7
1984/4/2,9.0,10.1,7.2
1984/4/3,11.6,14.9,9.4
1984/4/4,13.6,18.3,8.6
1984/4/5,16.8,18.5,13.6
1984/4/6,14.4,17.0,12.5
1984/4/7,10.8,14.9,9.3
1984/4/8,11.1,13.7,7.4
1984/4/9,11.1,13.1,9.7
1984/4/10,13.8,16.7,9.2
1984/4/11,13.1,14.2,12.2
1984/4/12,11.7,14.3,9.4
1984/4/13,12.2,15.7,6.4
1984/4/14,11.9,14.2,9.1
1984/4/15,13.4,17.6,7.7
1984/4/16,15.5,18.2,12.4
1984/4/17,14.4,17.3,11.3
1984/4/18,18.1,20.2,16.6
1984/4/19,16.2,21.6,10.7
1984/4/20,13.5,18.6,10.2
1984/4/21,11.9,14.5,10.2
1984/4/22,11.3,12.5,9.8
1984/4/23,12.9,15.0,11.3
1984/4/24,12.2,16.3,7.5
1984/4/25,14.3,17.9,7.3
1984/4/26,16.1,19.5,11.3
1984/4/27,16.5,18.6,15.6
1984/4/28,16.3,17.6,15.2
1984/4/29,13.8,15.9,12.6
1984/4/30,14.5,16.5,13.2
1984/5/1,16.0,19.0,13.6
