ダウンロードした時刻：2019/10/10 16:16:05

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,15.4,18.8,10.9
1990/12/2,10.9,13.6,8.0
1990/12/3,8.7,11.1,6.5
1990/12/4,9.2,13.5,5.8
1990/12/5,8.4,14.9,2.4
1990/12/6,8.3,14.7,2.8
1990/12/7,9.2,17.4,2.3
1990/12/8,9.5,16.1,3.0
1990/12/9,11.5,14.7,6.0
1990/12/10,13.7,18.7,9.6
1990/12/11,10.1,17.8,6.2
1990/12/12,8.8,12.1,6.9
1990/12/13,8.1,12.5,3.2
1990/12/14,10.2,13.4,6.7
1990/12/15,9.7,12.0,5.9
1990/12/16,8.0,11.5,5.3
1990/12/17,6.2,10.1,1.8
1990/12/18,7.7,10.1,5.7
1990/12/19,7.5,9.7,3.2
1990/12/20,6.1,10.1,0.1
1990/12/21,9.0,14.3,5.8
1990/12/22,9.9,16.4,3.2
1990/12/23,7.5,12.2,5.5
1990/12/24,7.0,9.7,5.4
1990/12/25,7.2,11.7,2.7
1990/12/26,7.2,11.3,2.7
1990/12/27,5.1,9.2,2.0
1990/12/28,5.4,9.3,0.2
1990/12/29,7.7,10.9,5.1
1990/12/30,5.1,10.1,1.2
1990/12/31,6.6,11.0,1.3
1991/1/1,9.9,12.7,8.1
1991/1/2,9.9,14.5,6.6
1991/1/3,6.3,10.0,2.4
1991/1/4,5.6,8.8,1.9
1991/1/5,4.2,6.9,1.9
1991/1/6,4.1,7.4,1.6
1991/1/7,5.9,9.8,1.3
1991/1/8,6.4,8.8,3.8
1991/1/9,5.3,9.5,2.2
1991/1/10,7.2,10.9,1.5
1991/1/11,7.5,9.8,5.0
1991/1/12,5.9,9.5,3.7
1991/1/13,4.3,7.0,2.5
1991/1/14,4.4,7.6,2.4
1991/1/15,4.8,8.2,1.4
1991/1/16,6.0,11.1,0.8
1991/1/17,6.3,12.3,2.2
1991/1/18,4.6,8.4,1.9
1991/1/19,4.7,10.1,0.4
1991/1/20,5.2,9.4,-0.3
1991/1/21,8.4,9.2,6.9
1991/1/22,8.3,10.6,6.4
1991/1/23,4.8,8.0,-0.6
1991/1/24,3.8,7.1,-1.3
1991/1/25,7.9,10.1,5.3
1991/1/26,6.2,9.5,2.5
1991/1/27,5.2,10.2,0.6
1991/1/28,4.5,7.3,-0.1
1991/1/29,3.8,8.1,-0.2
1991/1/30,4.3,7.1,0.9
1991/1/31,4.2,9.9,0.0
1991/2/1,5.0,10.6,-1.7
1991/2/2,5.7,8.2,3.4
1991/2/3,5.0,9.2,-0.4
1991/2/4,6.4,10.6,2.8
1991/2/5,5.4,8.9,1.8
1991/2/6,5.2,9.6,-0.8
1991/2/7,6.9,11.7,3.1
1991/2/8,6.8,10.4,1.9
1991/2/9,4.0,9.7,-2.1
1991/2/10,8.4,11.8,4.8
1991/2/11,9.8,14.2,5.7
1991/2/12,8.6,12.0,4.2
1991/2/13,4.2,7.0,-0.9
1991/2/14,8.1,10.6,4.5
1991/2/15,10.7,13.3,8.6
1991/2/16,7.3,11.1,4.2
1991/2/17,4.6,7.6,2.8
1991/2/18,4.2,7.1,0.8
1991/2/19,4.9,7.4,1.4
1991/2/20,2.2,7.6,-0.3
1991/2/21,3.1,7.3,0.2
1991/2/22,2.0,8.9,-1.1
1991/2/23,-0.3,1.8,-2.0
1991/2/24,1.1,4.2,-1.3
1991/2/25,1.4,7.0,-1.4
1991/2/26,3.3,10.0,-2.9
1991/2/27,5.2,11.6,-2.2
1991/2/28,8.5,11.5,6.4
1991/3/1,5.5,8.3,2.9
1991/3/2,5.2,10.8,0.1
1991/3/3,6.5,13.4,0.4
1991/3/4,6.4,11.1,-0.1
1991/3/5,9.8,12.1,7.2
1991/3/6,13.2,19.8,8.8
1991/3/7,8.5,13.6,4.1
1991/3/8,6.5,8.6,4.3
1991/3/9,11.6,14.6,7.7
1991/3/10,9.6,14.4,5.0
1991/3/11,8.5,9.6,7.1
1991/3/12,10.2,14.4,6.8
1991/3/13,9.4,15.1,3.5
1991/3/14,6.3,8.9,3.5
1991/3/15,4.7,7.9,0.4
1991/3/16,4.9,7.7,0.9
1991/3/17,9.4,13.9,5.8
1991/3/18,7.5,12.6,1.4
1991/3/19,9.4,16.0,2.4
1991/3/20,12.5,17.6,6.4
1991/3/21,9.4,13.7,6.1
1991/3/22,8.4,10.6,6.0
1991/3/23,13.6,19.1,9.4
1991/3/24,11.5,17.6,5.6
1991/3/25,10.6,13.1,6.6
1991/3/26,12.7,16.4,7.4
1991/3/27,15.1,21.0,10.3
1991/3/28,11.1,15.3,9.2
1991/3/29,9.8,13.5,7.4
1991/3/30,9.8,12.5,6.5
1991/3/31,10.6,13.9,8.6
