ダウンロードした時刻：2017/07/24 15:41:39

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,5.2,8.5,1.3
2002/1/2,3.7,7.4,-0.9
2002/1/3,2.7,6.3,-0.9
2002/1/4,7.1,11.5,2.8
2002/1/5,7.2,10.6,2.0
2002/1/6,4.2,8.1,1.6
2002/1/7,3.3,5.8,-0.3
2002/1/8,5.2,8.3,3.1
2002/1/9,6.0,9.5,3.1
2002/1/10,7.8,12.4,3.3
2002/1/11,8.1,14.2,2.7
2002/1/12,10.6,15.8,6.0
2002/1/13,10.7,16.3,7.1
2002/1/14,9.0,11.3,5.7
2002/1/15,9.7,10.7,8.1
2002/1/16,10.8,14.5,9.3
2002/1/17,8.2,11.8,4.4
2002/1/18,5.6,7.9,3.9
2002/1/19,5.4,8.8,2.8
2002/1/20,6.6,10.5,1.9
2002/1/21,10.7,13.5,7.5
2002/1/22,5.9,8.8,2.9
2002/1/23,4.3,7.9,1.9
2002/1/24,4.6,8.9,1.7
2002/1/25,4.9,9.3,1.7
2002/1/26,2.8,7.2,-0.1
2002/1/27,8.0,11.2,5.5
2002/1/28,6.8,10.3,4.6
2002/1/29,4.6,8.6,2.3
2002/1/30,4.9,9.4,1.6
2002/1/31,3.7,6.4,1.7
2002/2/1,4.4,8.9,0.5
2002/2/2,4.3,8.5,-0.6
2002/2/3,6.2,8.7,2.9
2002/2/4,7.5,10.8,4.7
2002/2/5,6.6,9.6,3.2
2002/2/6,8.8,13.7,4.8
2002/2/7,7.3,14.0,2.8
2002/2/8,7.9,14.1,4.7
2002/2/9,6.9,12.1,2.3
2002/2/10,3.8,7.9,2.2
2002/2/11,3.0,6.4,1.4
2002/2/12,4.3,9.2,0.6
2002/2/13,4.5,9.4,0.8
2002/2/14,4.5,10.0,-0.1
2002/2/15,4.0,8.5,1.7
2002/2/16,5.0,10.9,-0.8
2002/2/17,5.4,8.7,2.0
2002/2/18,6.8,11.5,2.9
2002/2/19,3.8,6.9,1.7
2002/2/20,7.5,12.9,4.0
2002/2/21,8.9,13.1,2.8
2002/2/22,10.1,12.9,8.3
2002/2/23,9.8,13.3,7.5
2002/2/24,8.6,14.2,5.2
2002/2/25,6.7,11.1,2.1
2002/2/26,9.0,14.4,4.0
2002/2/27,9.2,12.8,4.9
2002/2/28,9.8,11.6,8.1
2002/3/1,12.6,17.9,9.2
2002/3/2,10.3,15.4,6.1
2002/3/3,6.7,11.8,3.7
2002/3/4,7.6,15.0,2.6
2002/3/5,6.7,8.9,4.2
2002/3/6,9.9,14.3,6.6
2002/3/7,7.4,11.5,4.2
2002/3/8,6.0,10.3,2.5
2002/3/9,6.3,12.0,1.0
2002/3/10,11.7,19.2,2.7
2002/3/11,11.8,16.8,7.3
2002/3/12,12.2,18.9,5.7
2002/3/13,10.5,15.3,6.9
2002/3/14,9.7,13.8,4.0
2002/3/15,13.9,21.3,10.8
2002/3/16,12.2,17.1,8.9
2002/3/17,11.5,19.3,5.8
2002/3/18,10.7,18.5,6.4
2002/3/19,13.2,19.1,6.4
2002/3/20,13.7,20.8,9.3
2002/3/21,12.2,16.2,7.0
2002/3/22,12.0,16.5,9.0
2002/3/23,9.7,13.4,6.2
2002/3/24,7.2,14.3,4.4
2002/3/25,8.5,12.3,4.0
2002/3/26,11.4,15.0,6.1
2002/3/27,11.7,15.9,7.1
2002/3/28,10.4,16.5,5.6
2002/3/29,11.5,14.9,7.1
2002/3/30,14.6,17.9,11.5
2002/3/31,12.1,19.6,7.0
2002/4/1,15.1,19.7,10.1
2002/4/2,19.7,27.2,12.7
2002/4/3,15.7,22.5,11.8
2002/4/4,13.1,17.8,10.4
2002/4/5,14.1,19.8,10.5
2002/4/6,13.0,17.6,8.1
2002/4/7,13.8,15.1,12.4
2002/4/8,17.9,21.9,14.5
2002/4/9,15.6,19.6,11.3
2002/4/10,13.2,18.2,9.5
2002/4/11,12.6,16.2,10.4
2002/4/12,12.3,16.6,9.7
2002/4/13,12.1,20.9,5.8
2002/4/14,13.7,18.1,8.4
2002/4/15,17.3,22.3,12.5
2002/4/16,17.4,20.0,15.0
2002/4/17,15.8,22.9,11.0
2002/4/18,14.1,18.5,10.6
2002/4/19,14.7,18.5,10.2
2002/4/20,15.4,17.3,14.1
2002/4/21,14.6,15.7,14.0
2002/4/22,17.6,21.3,12.4
2002/4/23,17.7,21.3,16.2
2002/4/24,17.1,19.6,15.8
2002/4/25,14.8,18.1,12.0
2002/4/26,14.8,19.7,11.4
2002/4/27,15.4,19.3,12.1
2002/4/28,16.5,19.6,13.5
2002/4/29,17.1,19.6,15.2
2002/4/30,17.5,19.3,16.0
2002/5/1,17.3,20.1,15.5
