ダウンロードした時刻：2017/07/24 15:46:28

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,6.0,9.6,2.3
1995/1/2,7.4,11.6,3.4
1995/1/3,9.0,10.7,7.8
1995/1/4,7.3,9.2,4.9
1995/1/5,5.4,6.6,4.4
1995/1/6,4.8,6.4,2.8
1995/1/7,10.2,13.6,5.6
1995/1/8,12.0,15.6,5.8
1995/1/9,10.4,12.9,5.0
1995/1/10,3.6,5.1,1.4
1995/1/11,3.0,5.1,0.9
1995/1/12,4.9,7.2,2.3
1995/1/13,4.3,6.0,2.2
1995/1/14,2.1,4.4,0.2
1995/1/15,3.3,6.9,0.7
1995/1/16,4.6,8.6,0.0
1995/1/17,4.6,7.9,0.3
1995/1/18,5.7,9.4,0.0
1995/1/19,6.5,9.4,1.5
1995/1/20,5.3,8.8,1.3
1995/1/21,7.6,12.0,1.4
1995/1/22,11.6,13.6,8.7
1995/1/23,8.8,10.6,4.9
1995/1/24,2.9,4.9,-0.3
1995/1/25,4.0,7.2,0.4
1995/1/26,5.7,9.2,0.2
1995/1/27,2.3,5.3,-1.2
1995/1/28,3.3,5.5,-0.4
1995/1/29,2.6,5.0,-2.1
1995/1/30,0.6,2.9,-2.4
1995/1/31,2.8,5.0,-1.8
1995/2/1,2.0,6.3,-2.2
1995/2/2,3.1,5.9,-1.2
1995/2/3,4.3,7.0,2.2
1995/2/4,4.1,6.6,1.5
1995/2/5,2.7,4.3,0.8
1995/2/6,4.4,6.8,1.4
1995/2/7,7.6,10.8,4.2
1995/2/8,9.5,13.3,6.4
1995/2/9,9.0,12.0,7.2
1995/2/10,6.9,9.4,2.5
1995/2/11,7.2,12.1,1.5
1995/2/12,9.8,12.5,7.6
1995/2/13,9.7,12.3,7.5
1995/2/14,6.7,9.3,3.9
1995/2/15,5.3,7.7,1.6
1995/2/16,4.5,7.5,1.5
1995/2/17,4.3,8.9,0.7
1995/2/18,7.0,10.3,0.5
1995/2/19,9.2,12.6,4.1
1995/2/20,7.1,11.3,3.3
1995/2/21,6.2,9.0,3.5
1995/2/22,6.5,10.4,2.7
1995/2/23,7.1,13.4,2.7
1995/2/24,8.5,11.7,4.6
1995/2/25,8.8,12.1,5.2
1995/2/26,7.2,9.0,4.7
1995/2/27,5.8,10.3,1.4
1995/2/28,6.5,10.0,2.7
1995/3/1,7.6,11.3,4.1
1995/3/2,9.0,12.3,5.3
1995/3/3,8.0,10.9,4.5
1995/3/4,3.0,6.1,1.1
1995/3/5,5.3,9.2,0.5
1995/3/6,9.9,13.1,5.9
1995/3/7,11.0,15.1,5.8
1995/3/8,13.4,18.0,9.0
1995/3/9,11.5,13.4,8.5
1995/3/10,10.5,14.3,8.0
1995/3/11,9.4,12.7,7.1
1995/3/12,8.7,11.3,5.1
1995/3/13,8.6,12.7,5.2
1995/3/14,9.0,12.5,5.3
1995/3/15,10.0,12.7,4.2
1995/3/16,13.2,15.4,11.5
1995/3/17,7.4,12.4,1.8
1995/3/18,5.4,7.6,1.9
1995/3/19,7.5,10.7,4.6
1995/3/20,12.1,15.0,4.4
1995/3/21,14.7,17.1,12.2
1995/3/22,12.4,14.9,8.9
1995/3/23,12.8,15.3,8.9
1995/3/24,11.1,12.6,10.1
1995/3/25,8.7,10.2,7.0
1995/3/26,8.9,11.8,6.7
1995/3/27,11.7,14.8,7.7
1995/3/28,10.0,12.2,7.4
1995/3/29,10.6,12.3,8.4
1995/3/30,12.2,12.8,11.1
1995/3/31,11.5,15.9,7.9
1995/4/1,9.2,12.4,5.6
1995/4/2,8.6,10.7,4.7
1995/4/3,7.8,11.5,1.9
1995/4/4,12.0,15.7,7.9
1995/4/5,12.5,16.6,7.9
1995/4/6,14.2,18.0,10.6
1995/4/7,13.9,18.4,6.9
1995/4/8,15.3,19.0,7.4
1995/4/9,14.4,18.2,10.8
1995/4/10,11.1,14.5,7.6
1995/4/11,13.1,16.8,10.1
1995/4/12,11.0,13.9,8.5
1995/4/13,13.0,16.1,7.2
1995/4/14,12.6,13.9,10.7
1995/4/15,13.3,15.1,12.2
1995/4/16,14.0,17.3,10.8
1995/4/17,14.4,18.0,10.4
1995/4/18,15.7,19.7,12.8
1995/4/19,12.3,16.1,7.0
1995/4/20,11.9,16.7,6.2
1995/4/21,14.3,18.0,8.6
1995/4/22,18.9,21.8,16.6
1995/4/23,16.3,21.1,14.5
1995/4/24,13.5,16.2,10.3
1995/4/25,15.7,20.1,13.0
1995/4/26,14.6,18.9,11.1
1995/4/27,13.7,16.7,8.5
1995/4/28,16.0,19.5,13.1
1995/4/29,15.8,19.3,13.8
1995/4/30,15.9,19.4,11.8
1995/5/1,15.9,16.6,15.0
