ダウンロードした時刻：2019/10/10 16:12:35

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,13.6,14.5,12.7
1992/12/2,10.5,12.9,7.8
1992/12/3,8.0,11.0,6.3
1992/12/4,9.5,12.0,6.3
1992/12/5,8.7,11.6,7.4
1992/12/6,11.3,13.8,7.9
1992/12/7,15.1,17.3,12.8
1992/12/8,14.7,18.6,10.7
1992/12/9,11.1,14.4,8.5
1992/12/10,12.4,16.8,10.2
1992/12/11,6.7,11.6,3.3
1992/12/12,6.2,9.7,2.9
1992/12/13,10.6,15.9,6.0
1992/12/14,5.8,9.0,3.1
1992/12/15,4.8,7.2,2.6
1992/12/16,6.0,9.5,3.3
1992/12/17,7.4,10.5,5.1
1992/12/18,7.2,9.1,4.0
1992/12/19,6.8,9.8,4.4
1992/12/20,8.3,9.6,6.6
1992/12/21,10.2,12.6,8.1
1992/12/22,9.1,11.8,6.6
1992/12/23,5.7,9.0,1.8
1992/12/24,3.7,5.8,2.2
1992/12/25,4.4,6.8,1.9
1992/12/26,6.1,9.5,2.5
1992/12/27,8.8,11.8,5.8
1992/12/28,10.7,13.1,9.3
1992/12/29,10.0,12.5,7.4
1992/12/30,8.0,11.2,5.2
1992/12/31,7.3,9.5,5.2
1993/1/1,6.2,9.0,4.0
1993/1/2,7.7,10.9,4.9
1993/1/3,9.2,12.4,6.4
1993/1/4,7.9,9.6,5.2
1993/1/5,5.8,8.6,3.4
1993/1/6,6.2,8.2,2.7
1993/1/7,9.7,11.2,7.3
1993/1/8,8.2,10.3,6.3
1993/1/9,6.1,7.6,3.1
1993/1/10,6.9,7.9,5.7
1993/1/11,7.3,10.3,6.1
1993/1/12,6.9,9.8,5.0
1993/1/13,7.4,8.8,5.6
1993/1/14,7.4,8.4,6.6
1993/1/15,8.1,9.0,6.9
1993/1/16,7.9,9.6,5.2
1993/1/17,5.6,8.3,3.6
1993/1/18,5.6,9.2,1.9
1993/1/19,3.2,6.3,0.5
1993/1/20,3.7,7.1,1.0
1993/1/21,3.5,6.4,1.0
1993/1/22,4.3,7.7,0.4
1993/1/23,4.9,7.0,3.0
1993/1/24,5.4,7.8,3.3
1993/1/25,7.0,9.4,5.0
1993/1/26,7.1,10.2,4.4
1993/1/27,6.3,10.6,2.6
1993/1/28,2.0,5.0,0.1
1993/1/29,3.3,6.8,0.8
1993/1/30,5.0,8.3,2.5
1993/1/31,6.6,10.3,2.3
1993/2/1,4.5,7.4,2.4
1993/2/2,2.0,3.7,0.5
1993/2/3,4.3,7.4,0.2
1993/2/4,7.5,11.6,4.0
1993/2/5,7.2,10.9,2.3
1993/2/6,12.7,17.5,6.4
1993/2/7,14.1,22.0,6.2
1993/2/8,4.5,7.0,1.3
1993/2/9,4.1,7.8,1.8
1993/2/10,5.2,8.5,2.8
1993/2/11,6.7,10.7,3.2
1993/2/12,6.7,9.6,4.7
1993/2/13,7.1,11.4,2.9
1993/2/14,5.8,8.9,2.4
1993/2/15,5.6,9.5,1.2
1993/2/16,9.3,13.4,5.7
1993/2/17,10.4,14.5,7.1
1993/2/18,7.9,10.4,5.1
1993/2/19,5.8,9.5,2.4
1993/2/20,6.3,9.4,1.7
1993/2/21,10.7,13.5,6.4
1993/2/22,10.2,13.8,6.6
1993/2/23,3.1,6.7,0.9
1993/2/24,2.9,6.8,0.8
1993/2/25,3.1,7.0,-0.3
1993/2/26,4.2,8.1,-0.1
1993/2/27,6.5,9.6,3.2
1993/2/28,7.8,11.9,4.8
1993/3/1,4.2,7.0,0.0
1993/3/2,2.8,6.8,-0.3
1993/3/3,5.1,9.2,0.5
1993/3/4,7.1,11.5,3.9
1993/3/5,9.0,14.3,4.0
1993/3/6,10.9,14.9,6.5
1993/3/7,9.9,14.1,5.3
1993/3/8,5.2,7.6,3.8
1993/3/9,5.9,9.7,4.2
1993/3/10,7.4,11.6,4.2
1993/3/11,7.6,11.6,3.3
1993/3/12,7.3,11.1,4.0
1993/3/13,6.1,10.3,2.4
1993/3/14,6.9,11.4,1.7
1993/3/15,5.6,7.2,4.4
1993/3/16,4.1,6.5,1.9
1993/3/17,4.0,7.2,1.2
1993/3/18,5.4,9.7,2.5
1993/3/19,6.1,10.4,2.0
1993/3/20,5.6,10.0,1.5
1993/3/21,6.8,10.5,1.5
1993/3/22,8.5,12.7,5.9
1993/3/23,11.0,14.8,6.4
1993/3/24,12.5,18.2,9.9
1993/3/25,12.2,15.2,10.1
1993/3/26,11.6,14.3,9.2
1993/3/27,12.4,16.9,8.3
1993/3/28,9.3,11.2,7.7
1993/3/29,5.4,7.9,2.7
1993/3/30,6.7,11.7,0.5
1993/3/31,11.6,15.3,7.7
