ダウンロードした時刻：2019/10/10 15:57:05

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,4.2,7.1,1.5
1996/12/2,4.6,8.4,1.6
1996/12/3,6.2,11.7,1.8
1996/12/4,6.4,10.5,1.5
1996/12/5,10.3,16.1,6.3
1996/12/6,7.0,10.6,3.0
1996/12/7,5.6,11.3,0.4
1996/12/8,6.1,10.9,2.4
1996/12/9,7.4,13.1,2.8
1996/12/10,7.0,10.0,2.9
1996/12/11,9.5,14.3,6.0
1996/12/12,9.7,16.0,5.5
1996/12/13,8.8,12.2,5.4
1996/12/14,10.3,16.4,5.1
1996/12/15,9.4,13.5,5.8
1996/12/16,10.0,13.4,5.3
1996/12/17,13.6,14.9,11.1
1996/12/18,11.5,15.1,6.7
1996/12/19,7.3,10.0,4.3
1996/12/20,6.1,10.7,3.3
1996/12/21,6.3,11.0,2.3
1996/12/22,6.0,10.1,1.3
1996/12/23,5.9,9.6,2.2
1996/12/24,4.8,11.7,0.3
1996/12/25,7.9,15.2,0.9
1996/12/26,8.5,11.1,5.3
1996/12/27,6.0,10.3,2.3
1996/12/28,7.0,14.3,0.7
1996/12/29,8.2,14.6,4.4
1996/12/30,7.0,12.2,2.3
1996/12/31,7.4,11.8,2.8
1997/1/1,7.7,11.3,3.8
1997/1/2,7.4,12.0,4.1
1997/1/3,6.4,9.8,4.1
1997/1/4,4.8,8.0,1.7
1997/1/5,2.7,5.9,-0.5
1997/1/6,6.7,9.8,4.5
1997/1/7,5.9,9.0,3.7
1997/1/8,4.7,8.0,2.7
1997/1/9,4.1,6.9,2.3
1997/1/10,4.9,9.3,1.4
1997/1/11,5.0,10.2,1.3
1997/1/12,4.9,10.8,0.0
1997/1/13,4.6,9.7,0.5
1997/1/14,5.2,10.8,-0.2
1997/1/15,6.3,9.2,4.1
1997/1/16,5.5,11.2,0.7
1997/1/17,6.9,11.6,2.9
1997/1/18,7.9,14.5,3.3
1997/1/19,6.5,9.7,3.3
1997/1/20,7.1,13.2,2.4
1997/1/21,4.5,11.3,-2.9
1997/1/22,-0.8,2.3,-4.5
1997/1/23,5.0,9.0,1.7
1997/1/24,4.3,5.6,3.0
1997/1/25,5.1,8.2,3.1
1997/1/26,6.1,9.7,3.2
1997/1/27,6.7,12.3,1.4
1997/1/28,7.0,13.1,2.7
1997/1/29,4.7,8.5,2.3
1997/1/30,2.9,5.8,0.8
1997/1/31,4.4,8.9,2.3
1997/2/1,4.6,9.2,1.9
1997/2/2,4.8,8.8,1.5
1997/2/3,3.6,9.1,0.6
1997/2/4,3.3,6.4,1.1
1997/2/5,4.9,9.2,1.7
1997/2/6,5.8,12.3,1.3
1997/2/7,5.6,8.9,3.8
1997/2/8,6.9,12.9,1.5
1997/2/9,7.5,13.3,2.5
1997/2/10,8.4,14.2,3.8
1997/2/11,4.7,9.2,2.0
1997/2/12,3.4,7.1,1.7
1997/2/13,3.3,6.8,0.7
1997/2/14,4.3,9.4,-0.3
1997/2/15,4.5,8.1,-0.1
1997/2/16,7.0,11.3,4.3
1997/2/17,4.9,7.3,3.2
1997/2/18,3.7,8.2,2.1
1997/2/19,2.7,7.1,-0.2
1997/2/20,6.5,11.2,0.9
1997/2/21,4.1,8.4,-1.7
1997/2/22,-0.1,2.6,-2.1
1997/2/23,3.9,8.8,-0.6
1997/2/24,7.6,14.8,0.5
1997/2/25,6.9,11.1,1.1
1997/2/26,10.0,12.7,6.8
1997/2/27,8.5,13.7,4.8
1997/2/28,8.4,11.6,3.7
1997/3/1,8.8,12.2,4.7
1997/3/2,7.8,13.6,2.5
1997/3/3,6.3,10.2,2.6
1997/3/4,7.4,13.3,1.6
1997/3/5,8.8,15.6,3.4
1997/3/6,9.5,14.4,3.5
1997/3/7,13.4,22.9,10.2
1997/3/8,10.8,16.1,7.4
1997/3/9,9.4,15.9,4.2
1997/3/10,7.6,12.2,3.6
1997/3/11,9.1,14.4,5.8
1997/3/12,9.2,16.0,5.1
1997/3/13,9.3,12.0,5.0
1997/3/14,12.6,17.1,9.1
1997/3/15,11.2,12.4,8.8
1997/3/16,9.5,12.1,7.9
1997/3/17,8.5,13.9,4.9
1997/3/18,7.7,12.5,2.4
1997/3/19,9.3,13.6,5.0
1997/3/20,9.3,12.3,6.7
1997/3/21,9.6,11.6,7.0
1997/3/22,10.8,14.5,8.5
1997/3/23,10.0,16.0,6.5
1997/3/24,5.3,8.3,3.3
1997/3/25,8.8,16.7,1.3
1997/3/26,11.8,16.8,6.9
1997/3/27,11.1,15.3,8.6
1997/3/28,12.0,16.6,6.0
1997/3/29,11.8,13.4,10.3
1997/3/30,12.0,18.0,6.0
1997/3/31,8.8,14.7,4.3
