ダウンロードした時刻：2017/07/24 15:43:49

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,10.7,13.6,7.1
1991/1/2,9.8,13.6,6.9
1991/1/3,6.4,9.1,3.0
1991/1/4,4.8,9.6,1.7
1991/1/5,3.4,7.2,1.1
1991/1/6,2.7,7.3,-1.0
1991/1/7,4.3,8.7,1.0
1991/1/8,4.7,7.9,2.4
1991/1/9,3.9,7.6,1.7
1991/1/10,6.2,10.1,1.1
1991/1/11,6.7,9.7,4.3
1991/1/12,6.2,10.6,2.1
1991/1/13,4.2,8.0,1.3
1991/1/14,2.9,6.3,0.0
1991/1/15,3.7,7.3,1.1
1991/1/16,4.9,10.0,1.2
1991/1/17,4.3,7.1,2.0
1991/1/18,2.6,5.0,0.9
1991/1/19,5.0,10.7,1.2
1991/1/20,6.7,13.3,0.4
1991/1/21,7.8,9.0,6.4
1991/1/22,7.3,9.4,4.1
1991/1/23,3.4,5.5,1.0
1991/1/24,4.2,8.1,-0.3
1991/1/25,7.4,12.8,4.8
1991/1/26,4.8,8.9,2.2
1991/1/27,3.9,7.4,1.1
1991/1/28,3.2,5.9,1.3
1991/1/29,3.5,6.7,1.8
1991/1/30,3.6,7.0,1.5
1991/1/31,3.8,9.2,0.1
1991/2/1,4.0,10.5,-1.0
1991/2/2,3.4,6.6,1.5
1991/2/3,3.9,8.3,1.6
1991/2/4,4.6,9.0,1.6
1991/2/5,3.4,6.6,1.1
1991/2/6,4.7,10.2,-0.5
1991/2/7,5.5,10.0,2.8
1991/2/8,3.5,7.7,0.4
1991/2/9,3.9,8.1,-0.5
1991/2/10,6.5,9.2,2.9
1991/2/11,9.2,13.4,5.7
1991/2/12,6.9,10.3,4.6
1991/2/13,5.6,8.5,1.5
1991/2/14,8.5,13.7,2.0
1991/2/15,11.4,13.0,10.1
1991/2/16,5.6,10.1,2.0
1991/2/17,1.8,5.1,0.5
1991/2/18,2.7,5.4,0.3
1991/2/19,2.7,5.3,0.2
1991/2/20,2.1,6.6,-0.9
1991/2/21,2.3,7.0,-0.4
1991/2/22,1.6,6.9,-2.3
1991/2/23,0.1,4.1,-2.9
1991/2/24,0.1,4.8,-4.0
1991/2/25,0.3,5.1,-3.0
1991/2/26,2.8,10.1,-3.4
1991/2/27,6.0,13.7,-1.3
1991/2/28,8.3,11.8,5.5
1991/3/1,4.2,7.4,1.4
1991/3/2,4.1,10.6,-0.1
1991/3/3,5.2,11.5,0.5
1991/3/4,8.1,15.0,0.5
1991/3/5,12.0,16.4,7.9
1991/3/6,13.9,19.9,10.4
1991/3/7,8.7,12.0,5.7
1991/3/8,7.1,10.4,4.4
1991/3/9,11.1,16.5,7.2
1991/3/10,8.6,12.7,5.6
1991/3/11,7.9,9.3,6.1
1991/3/12,9.0,13.6,6.8
1991/3/13,9.6,16.2,4.6
1991/3/14,5.8,9.9,1.2
1991/3/15,2.9,6.2,0.0
1991/3/16,3.3,4.7,1.5
1991/3/17,6.7,12.0,3.6
1991/3/18,7.7,14.4,1.2
1991/3/19,12.3,20.0,4.0
1991/3/20,15.0,20.0,11.5
1991/3/21,8.7,12.3,6.5
1991/3/22,9.8,11.3,6.8
1991/3/23,12.8,16.3,11.1
1991/3/24,12.1,17.8,8.1
1991/3/25,12.1,17.9,6.0
1991/3/26,13.4,20.2,8.2
1991/3/27,15.9,20.5,11.4
1991/3/28,10.7,14.6,8.6
1991/3/29,11.6,16.7,7.8
1991/3/30,12.3,15.0,9.2
1991/3/31,9.6,12.5,7.3
1991/4/1,7.0,10.0,4.0
1991/4/2,6.1,11.6,1.1
1991/4/3,8.5,16.5,1.9
1991/4/4,11.4,19.5,3.2
1991/4/5,14.8,21.3,8.8
1991/4/6,14.7,17.4,13.2
1991/4/7,16.0,20.4,13.3
1991/4/8,17.3,23.2,13.8
1991/4/9,14.9,21.3,9.5
1991/4/10,16.4,23.2,7.6
1991/4/11,17.9,20.2,15.6
1991/4/12,20.2,27.4,13.9
1991/4/13,17.9,18.9,16.7
1991/4/14,13.6,16.8,9.1
1991/4/15,15.1,23.0,7.0
1991/4/16,17.9,25.8,11.3
1991/4/17,17.9,26.5,9.9
1991/4/18,16.0,22.7,10.5
1991/4/19,14.1,20.6,8.6
1991/4/20,11.6,16.8,7.3
1991/4/21,13.2,22.0,4.5
1991/4/22,16.0,23.7,7.7
1991/4/23,15.5,20.5,11.8
1991/4/24,14.1,16.2,12.2
1991/4/25,16.4,20.3,12.9
1991/4/26,17.1,22.4,13.1
1991/4/27,16.6,21.2,11.5
1991/4/28,19.3,25.7,13.0
1991/4/29,17.8,24.2,13.2
1991/4/30,14.7,20.0,10.4
1991/5/1,14.1,18.7,9.1
