ダウンロードした時刻：2019/10/10 16:18:36

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,10.3,14.1,6.9
2006/12/2,9.0,15.1,5.7
2006/12/3,7.1,10.3,5.1
2006/12/4,7.1,10.9,4.8
2006/12/5,6.6,10.8,2.4
2006/12/6,9.4,14.6,5.8
2006/12/7,8.9,11.3,5.5
2006/12/8,11.6,12.8,10.7
2006/12/9,10.4,11.7,8.8
2006/12/10,11.3,14.5,9.0
2006/12/11,10.0,13.6,7.8
2006/12/12,9.8,13.3,7.3
2006/12/13,10.0,12.0,7.0
2006/12/14,10.9,12.3,9.7
2006/12/15,11.2,15.2,8.7
2006/12/16,10.0,12.8,6.9
2006/12/17,9.0,12.9,4.8
2006/12/18,7.5,11.1,4.4
2006/12/19,7.5,12.7,3.7
2006/12/20,8.0,12.6,3.4
2006/12/21,9.6,11.8,7.1
2006/12/22,10.3,13.1,7.8
2006/12/23,10.0,14.2,6.7
2006/12/24,9.3,12.7,6.8
2006/12/25,8.7,13.0,5.2
2006/12/26,10.0,11.7,7.8
2006/12/27,13.4,16.6,11.1
2006/12/28,8.1,12.3,1.9
2006/12/29,3.7,6.1,1.5
2006/12/30,6.5,9.9,3.5
2006/12/31,6.8,10.0,3.1
2007/1/1,6.5,10.3,1.7
2007/1/2,8.6,9.9,7.2
2007/1/3,10.1,12.4,8.4
2007/1/4,8.4,11.5,5.4
2007/1/5,7.6,10.6,3.2
2007/1/6,8.1,12.2,2.9
2007/1/7,6.2,8.9,2.7
2007/1/8,7.2,10.2,4.7
2007/1/9,6.8,11.3,3.1
2007/1/10,6.8,10.3,3.3
2007/1/11,7.3,11.5,4.0
2007/1/12,7.6,11.4,4.2
2007/1/13,7.3,10.1,5.3
2007/1/14,6.6,10.7,3.1
2007/1/15,5.9,10.4,1.7
2007/1/16,8.2,11.7,3.7
2007/1/17,9.3,12.3,7.7
2007/1/18,9.1,12.5,6.3
2007/1/19,7.1,9.7,4.7
2007/1/20,6.9,10.6,4.3
2007/1/21,7.9,9.8,5.9
2007/1/22,8.4,12.9,5.4
2007/1/23,7.0,10.2,4.4
2007/1/24,7.7,12.0,4.8
2007/1/25,7.2,10.8,4.1
2007/1/26,7.3,12.1,1.1
2007/1/27,8.7,12.3,6.0
2007/1/28,7.4,10.4,5.4
2007/1/29,7.3,11.2,4.0
2007/1/30,7.3,12.3,2.2
2007/1/31,8.0,12.9,4.7
2007/2/1,4.8,9.8,2.3
2007/2/2,4.2,8.1,1.5
2007/2/3,5.6,10.9,1.5
2007/2/4,8.8,11.5,3.3
2007/2/5,6.6,12.1,0.3
2007/2/6,10.9,17.9,4.3
2007/2/7,10.5,14.2,6.5
2007/2/8,8.9,13.0,3.8
2007/2/9,10.2,13.2,8.6
2007/2/10,11.3,14.5,7.9
2007/2/11,8.3,11.8,5.2
2007/2/12,7.7,12.8,2.5
2007/2/13,9.5,13.3,2.9
2007/2/14,15.2,19.2,10.6
2007/2/15,8.3,12.2,4.7
2007/2/16,7.6,11.4,4.4
2007/2/17,6.6,11.5,3.6
2007/2/18,10.1,12.4,7.9
2007/2/19,9.0,12.4,6.0
2007/2/20,8.3,13.6,3.0
2007/2/21,9.7,15.8,4.7
2007/2/22,10.6,16.7,3.3
2007/2/23,11.8,17.3,8.6
2007/2/24,6.8,9.4,4.3
2007/2/25,5.9,7.9,3.1
2007/2/26,10.1,14.3,5.8
2007/2/27,11.2,16.0,7.1
2007/2/28,8.8,12.4,5.5
2007/3/1,7.9,13.6,1.9
2007/3/2,9.6,15.6,4.4
2007/3/3,12.2,17.1,7.6
2007/3/4,15.8,22.0,10.4
2007/3/5,16.1,19.2,9.9
2007/3/6,7.3,9.9,3.0
2007/3/7,5.7,10.6,1.4
2007/3/8,6.1,10.1,2.8
2007/3/9,7.4,11.7,3.4
2007/3/10,9.6,14.1,2.5
2007/3/11,7.9,12.2,4.9
2007/3/12,7.7,11.3,5.1
2007/3/13,8.0,13.1,3.5
2007/3/14,8.6,13.4,4.3
2007/3/15,5.7,8.7,3.6
2007/3/16,7.5,10.7,4.2
2007/3/17,7.2,12.0,3.7
2007/3/18,6.3,11.0,1.9
2007/3/19,6.4,10.2,2.7
2007/3/20,7.4,11.4,4.5
2007/3/21,8.2,14.2,2.0
2007/3/22,11.1,15.9,5.6
2007/3/23,12.3,16.4,8.6
2007/3/24,15.3,19.2,9.6
2007/3/25,16.0,18.9,12.2
2007/3/26,15.1,21.3,9.5
2007/3/27,12.0,16.1,10.1
2007/3/28,13.4,19.4,8.9
2007/3/29,15.4,22.0,9.2
2007/3/30,15.0,19.4,10.0
2007/3/31,15.0,21.0,6.9
