ダウンロードした時刻：2017/07/24 15:36:26

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/1/1,1.2,3.6,-2.0
2012/1/2,1.0,4.5,-1.7
2012/1/3,-2.5,0.0,-4.4
2012/1/4,-3.0,-0.7,-4.1
2012/1/5,-0.7,1.6,-3.8
2012/1/6,-0.3,1.0,-1.8
2012/1/7,-0.5,2.7,-3.9
2012/1/8,-1.2,2.1,-3.4
2012/1/9,-1.6,0.9,-2.9
2012/1/10,-3.2,-1.1,-5.2
2012/1/11,-7.2,-4.7,-10.5
2012/1/12,-5.4,-3.1,-9.0
2012/1/13,-4.4,-2.2,-6.6
2012/1/14,-6.9,-4.9,-10.1
2012/1/15,-5.0,-3.5,-6.1
2012/1/16,-4.7,-2.4,-5.9
2012/1/17,-3.9,-1.8,-6.5
2012/1/18,-1.7,0.0,-3.0
2012/1/19,-2.1,1.1,-5.4
2012/1/20,-2.6,0.4,-4.7
2012/1/21,-1.4,1.0,-3.8
2012/1/22,1.5,2.2,0.8
2012/1/23,-2.4,2.3,-6.3
2012/1/24,-5.3,-3.6,-6.5
2012/1/25,-5.2,-3.5,-6.3
2012/1/26,-6.5,-4.2,-7.5
2012/1/27,-6.9,-4.0,-8.5
2012/1/28,-7.1,-3.7,-9.7
2012/1/29,-4.5,-1.8,-7.8
2012/1/30,-3.5,-0.3,-6.5
2012/1/31,-5.5,-4.0,-6.9
2012/2/1,-5.1,-3.7,-8.1
2012/2/2,-5.4,-2.7,-6.7
2012/2/3,-5.2,-2.9,-7.1
2012/2/4,-4.0,-0.8,-6.2
2012/2/5,-2.3,-0.2,-6.1
2012/2/6,0.8,3.1,-1.1
2012/2/7,0.6,2.4,-2.7
2012/2/8,-5.2,-2.3,-6.9
2012/2/9,-5.4,-2.9,-7.4
2012/2/10,-6.6,-4.5,-7.9
2012/2/11,-6.4,-4.6,-8.2
2012/2/12,-6.8,-5.4,-8.2
2012/2/13,-1.9,0.7,-5.8
2012/2/14,1.5,4.6,-1.1
2012/2/15,-3.5,0.8,-6.7
2012/2/16,-5.4,-3.5,-6.4
2012/2/17,-6.1,-3.3,-7.6
2012/2/18,-5.2,-2.1,-8.7
2012/2/19,-4.0,-1.2,-5.7
2012/2/20,-1.4,1.2,-4.6
2012/2/21,-3.6,1.7,-5.1
2012/2/22,-1.5,1.6,-4.8
2012/2/23,0.0,1.6,-2.2
2012/2/24,-1.4,0.5,-5.2
2012/2/25,-3.7,-2.5,-5.3
2012/2/26,-2.3,1.1,-4.3
2012/2/27,-3.4,-0.8,-6.1
2012/2/28,-3.0,0.3,-6.4
2012/2/29,0.9,4.4,-2.3
2012/3/1,1.7,4.5,-1.3
2012/3/2,-0.4,2.0,-4.2
2012/3/3,-3.2,-0.2,-5.9
2012/3/4,-3.1,0.0,-4.9
2012/3/5,-2.5,0.4,-6.1
2012/3/6,2.2,4.1,0.3
2012/3/7,1.9,4.8,0.2
2012/3/8,1.4,5.2,-0.7
2012/3/9,0.5,3.0,-0.9
2012/3/10,0.2,3.1,-1.4
2012/3/11,-0.9,1.6,-1.6
2012/3/12,-1.9,-0.3,-2.9
2012/3/13,-1.0,1.7,-3.0
2012/3/14,-0.5,2.8,-4.1
2012/3/15,0.7,3.7,-1.4
2012/3/16,0.8,4.9,-3.4
2012/3/17,1.9,3.0,0.8
2012/3/18,1.2,4.7,-3.8
2012/3/19,-3.8,-1.3,-5.6
2012/3/20,-2.3,0.5,-5.0
2012/3/21,0.0,2.7,-3.3
2012/3/22,3.8,6.6,1.3
2012/3/23,2.8,5.3,1.3
2012/3/24,-0.1,1.7,-0.9
2012/3/25,0.1,2.5,-1.6
2012/3/26,-0.3,2.4,-2.1
2012/3/27,1.1,5.3,-2.5
2012/3/28,1.4,4.1,-0.7
2012/3/29,5.0,9.3,0.5
2012/3/30,8.3,13.1,4.7
2012/3/31,1.6,6.3,-0.6
2012/4/1,0.4,4.3,-2.5
2012/4/2,0.4,3.1,-2.7
2012/4/3,2.3,5.3,-0.3
2012/4/4,2.1,5.8,-0.2
2012/4/5,2.5,5.0,0.8
2012/4/6,1.0,5.3,-1.7
2012/4/7,0.2,4.4,-2.9
2012/4/8,2.3,7.0,-2.2
2012/4/9,3.8,7.6,1.2
2012/4/10,6.2,11.0,2.2
2012/4/11,6.0,8.1,4.5
2012/4/12,6.4,11.7,2.5
2012/4/13,5.7,10.5,2.0
2012/4/14,3.2,9.5,0.3
2012/4/15,2.0,4.6,0.2
2012/4/16,2.8,5.0,1.1
2012/4/17,4.2,5.2,3.0
2012/4/18,5.2,7.1,4.3
2012/4/19,6.1,10.1,3.4
2012/4/20,5.9,9.8,3.5
2012/4/21,6.1,11.1,3.3
2012/4/22,6.2,8.7,4.2
2012/4/23,6.7,8.0,5.3
2012/4/24,8.5,14.3,5.8
2012/4/25,9.1,16.1,4.8
2012/4/26,7.7,8.8,5.8
2012/4/27,10.2,14.2,6.3
2012/4/28,9.6,15.7,4.2
2012/4/29,9.4,13.2,6.7
2012/4/30,11.5,17.7,7.0
2012/5/1,9.8,16.5,6.7
