ダウンロードした時刻：2019/10/10 15:45:50

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,6.6,9.9,4.6
2017/12/2,6.2,11.0,3.2
2017/12/3,9.0,15.5,3.2
2017/12/4,8.8,14.3,5.9
2017/12/5,4.8,7.9,1.1
2017/12/6,3.1,5.9,0.3
2017/12/7,7.5,12.7,3.6
2017/12/8,4.4,7.5,0.9
2017/12/9,3.4,6.9,-0.7
2017/12/10,8.9,12.2,5.1
2017/12/11,5.3,10.3,0.4
2017/12/12,1.1,2.3,0.3
2017/12/13,0.8,2.1,0.1
2017/12/14,1.6,4.8,-0.6
2017/12/15,2.8,7.4,-0.2
2017/12/16,4.6,6.8,2.2
2017/12/17,0.8,2.7,-0.6
2017/12/18,2.4,5.1,-0.8
2017/12/19,3.1,5.1,1.5
2017/12/20,4.3,8.3,0.8
2017/12/21,5.0,9.2,2.9
2017/12/22,6.6,11.8,3.5
2017/12/23,7.5,12.9,4.6
2017/12/24,9.4,14.7,3.1
2017/12/25,6.3,10.6,2.6
2017/12/26,2.7,7.3,-0.1
2017/12/27,0.2,1.3,-0.4
2017/12/28,1.0,2.5,-0.2
2017/12/29,2.1,6.4,0.1
2017/12/30,2.6,6.7,0.3
2017/12/31,4.2,9.3,0.2
2018/1/1,2.6,5.0,1.4
2018/1/2,3.3,7.0,1.1
2018/1/3,1.3,3.7,-0.1
2018/1/4,1.5,4.7,0.2
2018/1/5,2.8,6.9,0.1
2018/1/6,3.1,9.0,0.2
2018/1/7,3.6,8.0,1.4
2018/1/8,7.5,11.7,0.8
2018/1/9,5.4,11.3,0.6
2018/1/10,1.5,4.2,0.2
2018/1/11,-0.1,1.6,-1.6
2018/1/12,-1.1,1.8,-4.3
2018/1/13,-0.4,1.8,-5.3
2018/1/14,-0.2,4.1,-3.7
2018/1/15,2.9,9.6,-4.8
2018/1/16,6.3,11.8,0.8
2018/1/17,4.7,6.2,3.3
2018/1/18,6.0,11.4,2.7
2018/1/19,4.5,6.5,1.0
2018/1/20,4.1,10.3,-0.8
2018/1/21,4.1,9.0,1.4
2018/1/22,1.1,3.2,0.1
2018/1/23,2.2,7.2,-0.9
2018/1/24,-2.0,0.2,-4.7
2018/1/25,-2.9,0.6,-4.8
2018/1/26,-2.3,-0.5,-3.4
2018/1/27,-1.1,1.5,-3.2
2018/1/28,0.5,4.1,-4.3
2018/1/29,1.1,3.0,-1.2
2018/1/30,0.1,3.3,-1.8
2018/1/31,2.0,4.9,-0.8
2018/2/1,2.4,5.0,0.7
2018/2/2,2.4,6.3,-1.7
2018/2/3,2.4,7.0,-0.7
2018/2/4,1.5,5.7,-0.2
2018/2/5,-0.6,1.2,-1.6
2018/2/6,-1.1,1.5,-2.4
2018/2/7,-0.3,2.1,-2.4
2018/2/8,-0.2,3.7,-2.4
2018/2/9,1.1,6.4,-3.0
2018/2/10,5.0,10.7,-0.5
2018/2/11,1.6,4.3,-2.1
2018/2/12,-0.8,0.2,-2.1
2018/2/13,0.1,2.0,-1.2
2018/2/14,4.2,9.1,-0.4
2018/2/15,3.4,10.1,1.1
2018/2/16,2.6,5.2,0.4
2018/2/17,1.1,5.9,-2.5
2018/2/18,-0.4,3.1,-2.7
2018/2/19,1.4,5.1,-2.0
2018/2/20,3.7,9.4,0.4
2018/2/21,2.1,4.9,0.3
2018/2/22,1.8,5.1,-0.4
2018/2/23,3.1,8.6,-1.1
2018/2/24,3.1,7.3,-0.8
2018/2/25,2.0,5.6,-2.2
2018/2/26,3.7,7.7,0.4
2018/2/27,5.0,11.9,-1.4
2018/2/28,6.1,9.3,2.9
2018/3/1,7.1,10.3,3.0
2018/3/2,3.0,7.1,-0.2
2018/3/3,7.5,15.6,-0.8
2018/3/4,14.4,22.5,7.6
2018/3/5,8.5,16.8,4.7
2018/3/6,4.4,7.2,3.1
2018/3/7,4.1,7.7,0.7
2018/3/8,6.2,9.0,1.8
2018/3/9,6.0,10.5,2.7
2018/3/10,3.9,7.3,1.4
2018/3/11,4.6,11.7,-0.8
2018/3/12,5.3,10.9,0.8
2018/3/13,12.5,22.1,2.2
2018/3/14,14.4,21.3,7.3
2018/3/15,16.6,24.1,7.6
2018/3/16,6.1,15.3,3.6
2018/3/17,4.6,8.1,1.8
2018/3/18,10.2,18.3,0.1
2018/3/19,9.3,13.2,7.6
2018/3/20,5.8,7.9,4.4
2018/3/21,4.8,6.2,2.8
2018/3/22,7.2,10.1,5.4
2018/3/23,7.3,11.8,5.2
2018/3/24,8.9,15.0,2.2
2018/3/25,11.8,19.1,4.6
2018/3/26,13.5,22.2,6.9
2018/3/27,13.8,21.4,7.2
2018/3/28,15.9,24.4,8.7
2018/3/29,14.4,23.0,8.9
2018/3/30,8.7,13.8,4.2
2018/3/31,8.1,14.0,1.8
