É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:11

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1996/1/1,-5.4,-2.0,-7.6
1996/1/2,-1.8,1.7,-4.7
1996/1/3,2.0,5.2,-1.2
1996/1/4,-5.1,-0.3,-6.6
1996/1/5,-4.3,-2.7,-5.9
1996/1/6,-1.7,0.9,-4.8
1996/1/7,-2.2,0.5,-6.5
1996/1/8,-3.0,-0.2,-6.0
1996/1/9,-5.7,-3.2,-7.9
1996/1/10,-0.6,2.6,-7.3
1996/1/11,1.2,2.6,-0.9
1996/1/12,-0.4,2.8,-4.2
1996/1/13,-4.0,-1.4,-7.0
1996/1/14,-1.6,5.2,-9.0
1996/1/15,1.7,3.5,-0.2
1996/1/16,-1.5,2.1,-6.1
1996/1/17,-5.6,-2.5,-9.3
1996/1/18,-6.6,-4.0,-8.4
1996/1/19,-5.4,-3.3,-10.5
1996/1/20,-2.0,1.0,-7.7
1996/1/21,-2.9,-0.4,-4.9
1996/1/22,-4.1,-0.7,-9.4
1996/1/23,-5.9,-3.5,-8.8
1996/1/24,-9.5,-7.1,-12.5
1996/1/25,-6.2,-3.2,-9.0
1996/1/26,-5.3,-0.6,-11.6
1996/1/27,-1.0,1.8,-4.4
1996/1/28,-3.5,0.3,-8.7
1996/1/29,-4.6,0.6,-8.5
1996/1/30,-8.4,-5.2,-11.5
1996/1/31,-11.1,-9.6,-12.5
1996/2/1,-11.4,-9.9,-14.4
1996/2/2,-7.9,-2.9,-13.6
1996/2/3,-4.9,-2.5,-7.4
1996/2/4,-4.9,-0.4,-10.9
1996/2/5,-3.0,-0.4,-6.3
1996/2/6,-1.2,0.8,-3.3
1996/2/7,-2.8,0.0,-5.0
1996/2/8,-1.9,1.4,-4.9
1996/2/9,-3.4,1.1,-6.4
1996/2/10,-5.8,-3.3,-7.9
1996/2/11,-1.1,2.4,-6.6
1996/2/12,3.4,6.6,-1.3
1996/2/13,3.0,5.6,0.0
1996/2/14,4.0,9.9,-1.0
1996/2/15,-4.5,-1.0,-8.5
1996/2/16,-8.8,-6.5,-10.4
1996/2/17,-7.7,-5.5,-10.3
1996/2/18,-7.3,-3.3,-10.1
1996/2/19,-7.8,-2.8,-12.8
1996/2/20,-7.2,-3.1,-11.2
1996/2/21,-7.0,-3.0,-11.9
1996/2/22,-5.6,-1.5,-11.0
1996/2/23,-5.1,-0.6,-9.4
1996/2/24,-5.4,-1.0,-10.1
1996/2/25,-1.3,3.9,-9.5
1996/2/26,1.9,6.2,-1.8
1996/2/27,1.7,5.4,-2.1
1996/2/28,0.8,3.4,-2.1
1996/2/29,2.2,5.9,-0.9
1996/3/1,2.2,4.9,0.6
1996/3/2,0.0,2.2,-2.7
1996/3/3,-2.6,-0.5,-4.5
1996/3/4,-2.8,1.9,-6.2
1996/3/5,-3.9,-0.4,-8.5
1996/3/6,-3.5,-1.0,-6.3
1996/3/7,-2.7,1.3,-8.7
1996/3/8,-3.8,-0.6,-8.2
1996/3/9,-4.9,0.0,-10.0
1996/3/10,-3.4,1.2,-8.8
1996/3/11,-0.2,4.8,-5.0
1996/3/12,-1.3,0.8,-5.6
1996/3/13,0.2,5.4,-7.0
1996/3/14,2.4,6.6,-0.8
1996/3/15,3.7,8.9,-1.3
1996/3/16,3.3,6.5,0.3
1996/3/17,2.0,3.5,0.5
1996/3/18,1.9,5.8,-0.9
1996/3/19,0.0,3.2,-2.8
1996/3/20,0.1,3.5,-3.4
1996/3/21,2.4,6.1,-0.9
1996/3/22,0.9,2.6,0.0
1996/3/23,-1.0,1.6,-2.6
1996/3/24,0.8,3.4,-4.0
1996/3/25,2.6,5.3,0.8
1996/3/26,1.2,3.8,-1.3
1996/3/27,1.6,5.5,-1.7
1996/3/28,3.3,5.9,-1.2
1996/3/29,5.9,10.2,0.8
1996/3/30,4.8,9.3,1.1
1996/3/31,6.3,10.0,3.1
1996/4/1,1.6,3.7,-0.5
1996/4/2,0.6,2.8,-1.2
1996/4/3,2.6,7.0,-1.5
1996/4/4,4.8,8.8,1.1
1996/4/5,4.7,7.8,2.1
1996/4/6,4.9,6.9,2.4
1996/4/7,5.9,9.7,1.2
1996/4/8,3.2,5.9,0.4
1996/4/9,3.5,6.7,1.3
1996/4/10,1.4,2.7,-0.2
1996/4/11,2.2,4.8,0.2
1996/4/12,0.6,2.5,-1.5
1996/4/13,2.6,6.0,-0.5
1996/4/14,6.9,11.5,0.6
1996/4/15,8.6,12.8,3.2
1996/4/16,6.4,9.1,2.2
1996/4/17,7.5,10.2,4.2
1996/4/18,3.3,7.4,0.6
1996/4/19,1.7,3.2,0.5
1996/4/20,2.3,4.0,1.2
1996/4/21,3.0,5.9,0.7
1996/4/22,5.5,9.5,1.1
1996/4/23,8.3,15.2,3.5
1996/4/24,13.0,21.9,4.5
1996/4/25,12.7,20.5,9.1
1996/4/26,14.2,21.3,8.7
1996/4/27,12.3,18.1,8.5
1996/4/28,8.3,10.9,7.0
1996/4/29,9.3,15.8,5.7
1996/4/30,11.3,18.5,4.6
1996/5/1,13.6,18.2,7.4
