ダウンロードした時刻：2019/10/10 15:38:56

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,-0.6,4.2,-4.3
1987/12/2,-0.1,2.5,-1.7
1987/12/3,0.6,3.4,-3.2
1987/12/4,-0.4,1.6,-1.0
1987/12/5,-0.2,1.2,-1.4
1987/12/6,-1.1,0.2,-2.6
1987/12/7,-1.0,3.7,-4.1
1987/12/8,-2.2,2.9,-6.2
1987/12/9,0.2,4.0,-3.7
1987/12/10,3.5,10.2,0.6
1987/12/11,4.4,13.2,-0.6
1987/12/12,2.0,3.5,-0.4
1987/12/13,0.7,2.1,-1.4
1987/12/14,0.7,5.8,-2.0
1987/12/15,3.8,10.0,-2.4
1987/12/16,5.0,7.8,2.1
1987/12/17,-0.2,4.5,-2.5
1987/12/18,-0.5,2.9,-3.6
1987/12/19,-1.2,1.7,-5.4
1987/12/20,2.4,7.2,-0.1
1987/12/21,0.5,2.8,-1.5
1987/12/22,4.2,8.5,-1.2
1987/12/23,5.4,9.9,1.6
1987/12/24,7.9,12.4,0.5
1987/12/25,11.6,15.6,7.2
1987/12/26,9.5,13.9,4.9
1987/12/27,12.0,16.2,2.2
1987/12/28,13.6,16.8,4.9
1987/12/29,11.5,17.0,5.0
1987/12/30,2.7,12.7,-3.3
1987/12/31,-1.5,1.6,-3.8
1988/1/1,1.9,9.9,-6.1
1988/1/2,4.4,9.3,1.6
1988/1/3,0.8,4.3,-2.2
1988/1/4,2.2,9.7,-3.8
1988/1/5,-0.5,2.3,-2.1
1988/1/6,-0.6,3.1,-3.7
1988/1/7,0.0,3.3,-4.8
1988/1/8,3.0,8.8,-0.8
1988/1/9,-0.9,2.6,-3.1
1988/1/10,-3.4,-0.8,-4.9
1988/1/11,-1.4,0.7,-4.4
1988/1/12,1.5,6.1,-0.7
1988/1/13,2.2,7.6,-2.9
1988/1/14,5.7,10.5,-1.6
1988/1/15,6.1,9.8,0.5
1988/1/16,1.0,5.2,-2.1
1988/1/17,0.9,3.8,-1.8
1988/1/18,-2.2,1.8,-4.7
1988/1/19,-0.9,2.7,-4.2
1988/1/20,-0.6,7.1,-5.7
1988/1/21,2.1,6.4,-3.2
1988/1/22,8.9,15.5,2.9
1988/1/23,2.7,10.5,-2.5
1988/1/24,-2.8,-1.1,-3.6
1988/1/25,-1.9,0.5,-3.8
1988/1/26,-1.4,0.4,-2.2
1988/1/27,-2.2,0.0,-4.0
1988/1/28,-1.3,1.5,-4.1
1988/1/29,0.7,4.4,-3.1
1988/1/30,-1.7,0.0,-2.9
1988/1/31,-1.6,0.1,-2.8
1988/2/1,-2.3,1.7,-4.9
1988/2/2,-0.7,5.8,-6.6
1988/2/3,-5.8,-3.3,-7.2
1988/2/4,-2.7,0.4,-6.9
1988/2/5,0.8,5.3,-3.9
1988/2/6,0.6,4.4,-1.7
1988/2/7,-3.8,-1.6,-5.3
1988/2/8,-2.4,1.1,-6.9
1988/2/9,-2.0,1.7,-4.6
1988/2/10,-2.8,0.8,-5.2
1988/2/11,-2.2,0.3,-4.5
1988/2/12,-1.5,2.4,-6.3
1988/2/13,-1.2,1.5,-2.8
1988/2/14,-3.8,-0.7,-6.9
1988/2/15,-5.2,-1.5,-8.7
1988/2/16,-5.2,-2.9,-8.0
1988/2/17,-5.8,-1.5,-10.5
1988/2/18,-4.1,1.2,-8.7
1988/2/19,-2.4,-0.9,-6.0
1988/2/20,-0.8,2.6,-2.8
1988/2/21,-4.6,-0.1,-8.8
1988/2/22,-5.1,1.1,-11.9
1988/2/23,-1.6,5.4,-6.5
1988/2/24,-0.9,2.3,-3.4
1988/2/25,-1.7,2.6,-6.2
1988/2/26,-1.1,3.4,-5.8
1988/2/27,-0.7,2.3,-3.1
1988/2/28,-1.1,1.3,-3.7
1988/2/29,0.5,4.6,-2.9
1988/3/1,0.2,1.3,-1.1
1988/3/2,1.2,2.6,0.3
1988/3/3,0.4,4.3,-2.9
1988/3/4,-1.5,2.4,-4.8
1988/3/5,-0.2,5.0,-5.1
1988/3/6,0.7,4.8,-2.0
1988/3/7,-0.8,2.4,-2.9
1988/3/8,-1.1,2.9,-3.7
1988/3/9,-1.2,2.3,-3.2
1988/3/10,1.2,6.6,-5.2
1988/3/11,4.1,11.7,-3.9
1988/3/12,5.5,10.7,2.0
1988/3/13,6.8,12.0,2.2
1988/3/14,8.5,17.6,-0.3
1988/3/15,1.8,6.8,-4.8
1988/3/16,-0.4,4.3,-5.6
1988/3/17,3.6,6.9,-0.8
1988/3/18,2.3,4.5,0.5
1988/3/19,3.9,11.6,-0.8
1988/3/20,2.5,7.1,-1.2
1988/3/21,3.5,10.2,-2.1
1988/3/22,3.2,5.2,0.5
1988/3/23,5.8,10.3,1.8
1988/3/24,1.4,4.4,-0.3
1988/3/25,3.6,8.0,-2.4
1988/3/26,4.1,7.8,1.9
1988/3/27,4.0,9.3,-0.5
1988/3/28,4.5,11.1,-2.7
1988/3/29,5.2,11.9,0.8
1988/3/30,3.5,8.5,-0.5
1988/3/31,3.2,6.8,0.2
