ダウンロードした時刻：2019/10/10 15:58:46

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,8.2,14.0,2.9
2013/12/2,8.8,15.2,3.4
2013/12/3,9.4,14.9,3.9
2013/12/4,9.4,15.3,4.4
2013/12/5,9.3,15.0,4.0
2013/12/6,10.8,18.4,3.7
2013/12/7,9.2,15.2,3.8
2013/12/8,9.2,12.4,6.2
2013/12/9,10.0,14.0,7.0
2013/12/10,12.6,18.8,8.6
2013/12/11,8.9,14.5,3.9
2013/12/12,7.7,10.9,3.5
2013/12/13,8.2,13.5,2.3
2013/12/14,6.5,10.7,3.5
2013/12/15,8.9,13.8,4.9
2013/12/16,7.1,12.6,1.6
2013/12/17,9.4,13.9,4.8
2013/12/18,7.7,10.3,5.8
2013/12/19,9.1,11.5,6.8
2013/12/20,8.1,10.2,6.4
2013/12/21,8.4,13.4,4.7
2013/12/22,7.2,13.1,2.2
2013/12/23,7.1,11.1,2.8
2013/12/24,6.7,12.3,2.3
2013/12/25,6.3,11.6,0.7
2013/12/26,8.9,13.0,4.5
2013/12/27,8.8,13.5,3.6
2013/12/28,5.4,9.7,0.3
2013/12/29,4.4,10.9,-2.1
2013/12/30,4.7,11.8,-1.6
2013/12/31,8.2,13.6,1.0
2014/1/1,10.4,14.0,7.8
2014/1/2,10.6,15.8,6.3
2014/1/3,7.3,12.5,3.2
2014/1/4,7.3,12.5,1.4
2014/1/5,6.9,11.1,3.1
2014/1/6,5.8,11.0,1.4
2014/1/7,5.8,11.0,1.4
2014/1/8,9.1,13.8,3.1
2014/1/9,9.3,13.5,4.3
2014/1/10,3.9,8.1,0.3
2014/1/11,3.8,9.0,-1.5
2014/1/12,6.0,12.5,0.3
2014/1/13,7.0,11.2,2.1
2014/1/14,5.2,8.6,1.0
2014/1/15,5.1,6.6,1.4
2014/1/16,4.1,9.1,-0.8
2014/1/17,5.5,10.7,0.2
2014/1/18,5.9,9.7,3.1
2014/1/19,4.1,9.1,-0.7
2014/1/20,6.3,12.7,0.4
2014/1/21,8.6,13.6,3.8
2014/1/22,5.7,10.7,1.5
2014/1/23,5.5,11.1,-0.3
2014/1/24,9.0,14.9,3.9
2014/1/25,9.2,14.2,2.7
2014/1/26,10.6,16.7,2.5
2014/1/27,5.3,9.7,-0.8
2014/1/28,8.9,15.5,0.0
2014/1/29,8.7,13.1,3.3
2014/1/30,8.4,13.0,3.7
2014/1/31,13.5,17.8,8.6
2014/2/1,8.8,13.9,4.4
2014/2/2,9.8,13.2,5.5
2014/2/3,12.0,16.5,7.0
2014/2/4,9.7,16.1,2.9
2014/2/5,3.7,8.1,-0.8
2014/2/6,4.4,7.8,1.1
2014/2/7,5.8,9.3,2.2
2014/2/8,4.3,7.5,2.0
2014/2/9,7.3,10.7,3.7
2014/2/10,6.2,9.7,3.0
2014/2/11,6.7,10.2,4.5
2014/2/12,7.4,11.4,4.7
2014/2/13,7.4,10.2,5.6
2014/2/14,4.7,7.2,3.3
2014/2/15,7.6,10.8,4.7
2014/2/16,7.9,14.6,1.9
2014/2/17,7.0,12.5,1.5
2014/2/18,6.9,9.6,4.7
2014/2/19,6.5,9.5,3.2
2014/2/20,6.4,9.0,3.5
2014/2/21,6.6,10.8,0.8
2014/2/22,6.5,10.2,3.7
2014/2/23,8.1,12.4,4.0
2014/2/24,8.0,12.9,4.6
2014/2/25,8.0,13.9,2.2
2014/2/26,9.4,14.4,2.8
2014/2/27,10.4,11.4,8.8
2014/2/28,14.1,19.0,8.7
2014/3/1,13.2,16.3,10.2
2014/3/2,8.9,10.3,8.1
2014/3/3,8.9,11.4,7.4
2014/3/4,8.8,13.3,5.6
2014/3/5,8.0,9.6,5.8
2014/3/6,6.6,10.5,2.3
2014/3/7,5.3,10.2,0.7
2014/3/8,6.0,10.8,0.0
2014/3/9,7.9,11.8,4.7
2014/3/10,6.1,10.6,2.3
2014/3/11,4.8,10.1,-1.3
2014/3/12,10.3,18.5,1.6
2014/3/13,13.8,18.1,9.0
2014/3/14,10.3,16.2,5.2
2014/3/15,7.7,11.3,4.8
2014/3/16,11.0,18.5,2.1
2014/3/17,11.0,16.0,5.8
2014/3/18,13.5,18.8,8.4
2014/3/19,11.8,16.0,7.9
2014/3/20,10.6,12.8,9.0
2014/3/21,10.5,14.8,4.0
2014/3/22,7.9,13.6,1.4
2014/3/23,9.4,14.6,3.4
2014/3/24,11.2,18.0,4.0
2014/3/25,15.5,24.0,5.6
2014/3/26,14.0,16.3,12.6
2014/3/27,13.6,18.0,10.5
2014/3/28,13.2,20.1,7.4
2014/3/29,15.4,21.7,8.8
2014/3/30,15.5,19.8,13.3
2014/3/31,15.4,21.8,8.9
