ダウンロードした時刻：2019/10/10 15:54:57

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,6.4,10.5,4.6
1998/12/2,6.1,11.4,3.7
1998/12/3,3.6,6.6,1.6
1998/12/4,3.6,7.4,-1.6
1998/12/5,4.9,6.5,3.8
1998/12/6,6.8,11.8,2.7
1998/12/7,5.5,7.3,3.1
1998/12/8,8.2,11.6,3.3
1998/12/9,4.1,10.6,-0.4
1998/12/10,2.4,10.7,-2.7
1998/12/11,2.0,8.0,-2.1
1998/12/12,1.5,6.3,-3.0
1998/12/13,3.1,13.2,-2.8
1998/12/14,6.0,15.0,-1.8
1998/12/15,7.9,12.5,3.9
1998/12/16,7.5,12.0,2.2
1998/12/17,6.2,14.9,0.1
1998/12/18,4.1,12.8,-2.2
1998/12/19,5.2,15.9,-2.2
1998/12/20,6.4,11.8,-1.5
1998/12/21,2.1,9.4,-3.0
1998/12/22,4.8,13.6,-4.1
1998/12/23,4.9,13.5,-0.9
1998/12/24,3.6,8.8,-0.9
1998/12/25,2.2,9.8,-3.1
1998/12/26,3.8,13.0,-1.0
1998/12/27,1.0,8.1,-3.8
1998/12/28,2.1,11.2,-4.7
1998/12/29,4.4,13.9,-3.3
1998/12/30,5.4,9.0,0.7
1998/12/31,1.3,9.5,-2.8
1999/1/1,-0.4,7.6,-6.0
1999/1/2,-0.6,3.7,-6.1
1999/1/3,1.6,8.1,-3.3
1999/1/4,0.0,9.6,-6.4
1999/1/5,1.3,10.9,-4.3
1999/1/6,2.5,12.8,-5.6
1999/1/7,4.6,10.1,0.6
1999/1/8,-1.9,1.5,-3.8
1999/1/9,-3.3,1.5,-7.7
1999/1/10,-0.5,4.4,-6.3
1999/1/11,1.4,6.7,-3.6
1999/1/12,-0.5,8.3,-6.9
1999/1/13,0.0,8.5,-6.9
1999/1/14,2.2,7.0,-1.8
1999/1/15,-0.5,2.3,-2.5
1999/1/16,0.9,7.8,-5.0
1999/1/17,1.4,8.1,-3.0
1999/1/18,1.7,11.5,-3.7
1999/1/19,-1.1,1.6,-4.7
1999/1/20,4.7,12.3,-1.1
1999/1/21,2.3,8.3,-3.3
1999/1/22,1.8,12.2,-6.2
1999/1/23,4.5,13.7,-3.1
1999/1/24,2.6,4.3,1.2
1999/1/25,4.5,8.8,1.9
1999/1/26,4.7,10.5,-0.5
1999/1/27,2.6,10.4,-4.3
1999/1/28,3.7,10.6,-0.5
1999/1/29,0.1,4.9,-2.3
1999/1/30,-0.5,5.7,-5.8
1999/1/31,1.7,9.7,-4.6
1999/2/1,0.2,4.4,-3.1
1999/2/2,0.2,7.8,-4.4
1999/2/3,-2.6,1.3,-6.0
1999/2/4,-3.8,4.0,-10.6
1999/2/5,-2.5,4.9,-9.6
1999/2/6,0.7,8.4,-4.9
1999/2/7,0.5,10.0,-7.2
1999/2/8,2.7,12.9,-5.0
1999/2/9,3.2,13.0,-4.6
1999/2/10,4.3,10.9,-0.3
1999/2/11,0.6,3.1,-0.6
1999/2/12,0.4,4.6,-2.5
1999/2/13,-3.0,2.3,-7.4
1999/2/14,-2.8,5.0,-10.1
1999/2/15,-0.1,8.6,-7.7
1999/2/16,2.6,13.0,-5.0
1999/2/17,4.6,14.7,-3.9
1999/2/18,4.3,9.0,0.0
1999/2/19,2.3,9.2,-3.1
1999/2/20,-0.6,5.6,-6.5
1999/2/21,-0.1,6.7,-3.8
1999/2/22,0.3,8.5,-7.0
1999/2/23,2.8,10.6,-4.1
1999/2/24,-0.5,1.8,-2.6
1999/2/25,5.7,12.6,0.2
1999/2/26,5.6,15.1,-3.0
1999/2/27,7.7,12.9,-0.6
1999/2/28,2.2,9.0,-4.0
1999/3/1,3.7,13.5,-4.6
1999/3/2,6.8,12.3,2.6
1999/3/3,7.1,16.1,-0.3
1999/3/4,7.4,17.9,-1.4
1999/3/5,7.7,15.9,1.1
1999/3/6,9.9,19.2,3.6
1999/3/7,5.6,6.8,4.4
1999/3/8,7.2,13.7,2.1
1999/3/9,4.3,7.0,3.0
1999/3/10,5.5,10.2,2.1
1999/3/11,2.8,5.7,0.3
1999/3/12,3.1,9.3,-0.9
1999/3/13,6.8,16.3,-1.8
1999/3/14,11.3,19.8,3.2
1999/3/15,10.5,12.1,8.7
1999/3/16,12.2,17.5,5.3
1999/3/17,10.1,18.2,0.9
1999/3/18,12.7,20.2,5.2
1999/3/19,11.9,13.8,10.0
1999/3/20,3.0,12.0,0.4
1999/3/21,1.3,3.7,-0.9
1999/3/22,3.0,6.1,-2.7
1999/3/23,2.8,13.2,-5.6
1999/3/24,7.4,18.0,-1.9
1999/3/25,11.1,19.4,5.0
1999/3/26,13.2,18.1,8.4
1999/3/27,9.8,13.6,5.2
1999/3/28,6.6,13.0,1.5
1999/3/29,4.1,12.7,-1.3
1999/3/30,3.6,8.2,-1.1
1999/3/31,6.7,15.6,1.6
