ダウンロードした時刻：2019/10/10 16:11:21

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,8.4,11.3,6.0
2012/12/2,6.8,9.1,4.4
2012/12/3,8.9,13.1,4.3
2012/12/4,8.8,11.5,4.6
2012/12/5,7.1,11.4,3.8
2012/12/6,,,
2012/12/7,5.7,9.2,2.0
2012/12/8,6.5,9.6,2.6
2012/12/9,3.6,6.3,1.8
2012/12/10,3.8,7.7,1.1
2012/12/11,5.3,8.9,2.4
2012/12/12,5.8,9.2,3.3
2012/12/13,6.9,10.2,3.5
2012/12/14,8.5,12.2,3.5
2012/12/15,12.2,14.8,9.4
2012/12/16,11.5,13.7,8.8
2012/12/17,9.4,12.8,6.5
2012/12/18,8.4,10.6,5.6
2012/12/19,5.1,7.4,3.1
2012/12/20,6.1,10.1,1.9
2012/12/21,6.8,8.9,4.7
2012/12/22,8.8,12.3,6.1
2012/12/23,6.2,10.1,1.3
2012/12/24,3.2,6.7,0.6
2012/12/25,4.4,7.2,1.1
2012/12/26,3.8,6.2,1.2
2012/12/27,3.5,7.0,0.1
2012/12/28,5.6,8.0,2.5
2012/12/29,9.9,12.9,6.9
2012/12/30,9.8,11.7,6.9
2012/12/31,3.9,7.1,1.4
2013/1/1,4.6,8.4,0.8
2013/1/2,7.8,12.4,3.2
2013/1/3,2.8,6.1,0.4
2013/1/4,2.3,5.2,-0.4
2013/1/5,2.9,6.2,0.0
2013/1/6,5.0,9.2,0.6
2013/1/7,5.9,9.6,2.7
2013/1/8,6.3,11.0,2.3
2013/1/9,6.3,10.0,3.3
2013/1/10,4.8,9.5,2.0
2013/1/11,4.6,8.4,1.4
2013/1/12,5.9,9.7,2.7
2013/1/13,7.0,10.5,2.4
2013/1/14,6.8,8.4,5.3
2013/1/15,4.4,6.9,2.7
2013/1/16,5.0,7.7,1.3
2013/1/17,4.9,7.4,1.7
2013/1/18,2.3,4.8,-0.2
2013/1/19,5.3,9.2,1.2
2013/1/20,6.4,9.2,3.9
2013/1/21,5.6,8.3,2.0
2013/1/22,8.8,11.7,6.8
2013/1/23,7.0,9.4,5.1
2013/1/24,7.4,11.4,2.6
2013/1/25,4.9,8.7,1.1
2013/1/26,2.7,6.6,-0.1
2013/1/27,2.5,6.7,-0.8
2013/1/28,2.9,6.7,-0.8
2013/1/29,6.1,9.9,2.8
2013/1/30,8.0,12.0,5.5
2013/1/31,7.0,11.0,3.1
2013/2/1,9.8,13.6,4.0
2013/2/2,13.0,17.1,9.9
2013/2/3,9.2,12.2,6.7
2013/2/4,9.4,13.3,6.4
2013/2/5,7.1,9.0,5.2
2013/2/6,7.1,9.8,5.0
2013/2/7,7.3,9.7,3.5
2013/2/8,1.6,3.8,-0.2
2013/2/9,2.6,5.7,-0.2
2013/2/10,5.4,9.5,1.1
2013/2/11,5.3,9.3,2.3
2013/2/12,4.4,7.6,1.2
2013/2/13,5.8,9.2,4.0
2013/2/14,6.8,10.2,3.2
2013/2/15,6.3,8.5,4.4
2013/2/16,2.7,6.0,1.0
2013/2/17,3.3,5.7,0.3
2013/2/18,6.1,8.0,4.0
2013/2/19,3.8,6.6,1.3
2013/2/20,4.4,9.9,1.1
2013/2/21,4.0,8.2,0.9
2013/2/22,5.1,8.3,1.3
2013/2/23,5.2,8.5,3.2
2013/2/24,4.3,8.4,1.5
2013/2/25,3.4,6.9,0.3
2013/2/26,5.1,8.5,1.6
2013/2/27,7.8,10.4,5.5
2013/2/28,9.2,12.7,5.8
2013/3/1,11.9,16.0,7.9
2013/3/2,5.3,8.0,2.4
2013/3/3,4.8,8.6,2.1
2013/3/4,6.2,10.3,1.4
2013/3/5,7.9,12.2,3.9
2013/3/6,10.0,15.4,4.7
2013/3/7,12.5,17.9,6.2
2013/3/8,15.8,19.4,11.6
2013/3/9,16.1,20.1,11.4
2013/3/10,11.3,19.6,3.3
2013/3/11,6.6,11.3,2.6
2013/3/12,9.9,15.6,3.1
2013/3/13,14.2,17.8,7.9
2013/3/14,5.5,8.3,2.7
2013/3/15,6.4,12.9,1.6
2013/3/16,10.6,15.5,4.8
2013/3/17,12.0,17.3,6.1
2013/3/18,16.8,18.5,14.5
2013/3/19,16.5,19.3,14.1
2013/3/20,14.4,16.5,9.4
2013/3/21,7.3,11.6,4.6
2013/3/22,10.0,15.9,4.1
2013/3/23,11.2,14.4,7.7
2013/3/24,11.8,18.0,7.5
2013/3/25,10.3,13.3,6.1
2013/3/26,8.4,11.8,4.7
2013/3/27,11.0,14.3,7.3
2013/3/28,13.9,15.5,12.4
2013/3/29,13.6,16.9,10.5
2013/3/30,12.1,15.5,8.3
2013/3/31,12.0,15.5,9.1
