ダウンロードした時刻：2019/10/10 16:23:34

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,14.3,16.4,10.9
2016/12/2,10.9,14.9,5.9
2016/12/3,10.4,17.1,4.5
2016/12/4,12.4,16.0,8.5
2016/12/5,13.6,18.0,9.2
2016/12/6,10.5,15.4,4.4
2016/12/7,9.0,13.8,3.6
2016/12/8,10.7,15.6,5.5
2016/12/9,13.3,16.9,8.9
2016/12/10,10.7,14.4,6.7
2016/12/11,10.5,14.3,4.9
2016/12/12,13.0,15.5,8.5
2016/12/13,14.5,16.2,13.5
2016/12/14,10.1,14.2,7.7
2016/12/15,7.3,9.0,5.4
2016/12/16,6.2,8.7,4.2
2016/12/17,8.1,12.4,3.4
2016/12/18,8.1,14.9,2.4
2016/12/19,14.1,19.5,6.3
2016/12/20,17.2,19.6,15.1
2016/12/21,17.7,20.1,13.1
2016/12/22,15.0,19.7,11.1
2016/12/23,9.6,11.7,7.8
2016/12/24,8.7,10.7,7.0
2016/12/25,10.3,15.6,4.2
2016/12/26,16.1,19.3,11.0
2016/12/27,9.3,15.0,6.4
2016/12/28,8.2,11.4,5.9
2016/12/29,7.3,9.1,6.0
2016/12/30,7.0,11.3,2.7
2016/12/31,8.0,13.1,2.5
2017/1/1,9.6,14.3,5.3
2017/1/2,9.9,13.1,6.0
2017/1/3,10.7,15.2,4.4
2017/1/4,10.1,16.4,4.1
2017/1/5,11.9,15.3,7.3
2017/1/6,11.0,14.1,9.4
2017/1/7,10.8,13.7,5.1
2017/1/8,13.1,16.0,11.4
2017/1/9,10.6,13.2,8.3
2017/1/10,8.6,10.0,7.8
2017/1/11,6.2,8.2,4.8
2017/1/12,8.2,10.2,6.0
2017/1/13,8.3,10.7,6.0
2017/1/14,4.9,7.3,3.0
2017/1/15,3.9,7.0,1.7
2017/1/16,5.7,9.6,1.3
2017/1/17,6.9,11.9,1.3
2017/1/18,9.5,14.6,4.6
2017/1/19,9.8,11.8,7.3
2017/1/20,6.1,9.9,2.6
2017/1/21,5.8,8.4,3.9
2017/1/22,5.6,7.8,3.5
2017/1/23,3.3,4.5,2.1
2017/1/24,4.0,6.4,1.7
2017/1/25,3.5,9.6,-0.1
2017/1/26,4.7,11.1,-0.4
2017/1/27,9.2,14.9,1.4
2017/1/28,7.2,13.3,0.6
2017/1/29,14.3,21.0,5.3
2017/1/30,8.8,15.8,5.1
2017/1/31,7.6,11.3,3.0
2017/2/1,7.6,9.2,6.4
2017/2/2,8.0,11.4,4.6
2017/2/3,8.9,13.9,2.6
2017/2/4,10.9,15.4,6.5
2017/2/5,12.5,15.9,8.6
2017/2/6,7.9,10.1,5.1
2017/2/7,7.7,12.6,3.1
2017/2/8,7.3,12.6,2.5
2017/2/9,4.6,5.8,2.3
2017/2/10,2.8,4.4,0.9
2017/2/11,4.0,5.9,1.0
2017/2/12,5.3,8.4,2.0
2017/2/13,6.5,10.8,1.7
2017/2/14,8.5,11.2,2.8
2017/2/15,6.5,13.5,0.5
2017/2/16,11.6,17.4,2.3
2017/2/17,14.7,19.1,9.2
2017/2/18,7.7,9.6,6.7
2017/2/19,9.1,15.6,0.2
2017/2/20,12.8,18.0,7.2
2017/2/21,8.8,12.5,6.0
2017/2/22,13.5,17.2,6.0
2017/2/23,8.2,12.4,5.8
2017/2/24,6.6,9.1,5.0
2017/2/25,8.2,10.9,6.0
2017/2/26,8.9,11.1,4.5
2017/2/27,7.6,14.8,1.1
2017/2/28,8.1,13.7,2.5
2017/3/1,9.2,15.2,3.0
2017/3/2,8.5,11.4,6.4
2017/3/3,8.3,13.5,2.9
2017/3/4,9.1,15.5,2.6
2017/3/5,9.7,13.8,5.9
2017/3/6,9.2,11.9,6.5
2017/3/7,7.5,11.8,5.2
2017/3/8,6.2,8.6,4.2
2017/3/9,9.1,12.5,5.5
2017/3/10,10.8,14.3,5.2
2017/3/11,9.4,16.3,2.8
2017/3/12,10.4,16.0,4.3
2017/3/13,10.0,11.6,8.5
2017/3/14,11.6,15.2,9.5
2017/3/15,10.1,13.6,7.8
2017/3/16,9.4,14.3,4.2
2017/3/17,9.0,15.3,3.6
2017/3/18,9.3,13.9,3.0
2017/3/19,12.6,18.3,5.4
2017/3/20,12.3,14.4,11.3
2017/3/21,11.8,14.7,10.1
2017/3/22,10.7,13.7,8.0
2017/3/23,10.1,13.4,6.2
2017/3/24,11.0,14.6,5.2
2017/3/25,11.0,13.9,8.3
2017/3/26,9.7,13.6,6.8
2017/3/27,10.2,13.7,7.3
2017/3/28,11.1,16.2,6.0
2017/3/29,12.5,16.3,7.7
2017/3/30,13.4,17.8,9.0
2017/3/31,11.3,12.3,10.4
