ダウンロードした時刻：2019/10/10 15:41:12

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,5.0,8.3,3.4
2017/12/2,3.7,7.7,-0.4
2017/12/3,5.4,13.8,-0.8
2017/12/4,7.8,12.9,3.4
2017/12/5,6.1,9.3,1.3
2017/12/6,3.2,7.2,1.3
2017/12/7,4.1,10.9,0.4
2017/12/8,3.5,8.1,0.8
2017/12/9,3.0,5.5,0.6
2017/12/10,4.6,11.4,0.9
2017/12/11,5.2,13.2,-0.2
2017/12/12,1.6,3.8,0.5
2017/12/13,1.0,3.5,-0.6
2017/12/14,2.7,6.8,-0.8
2017/12/15,2.9,9.0,-1.5
2017/12/16,6.2,10.9,0.3
2017/12/17,1.3,7.2,-0.8
2017/12/18,3.5,7.8,-2.0
2017/12/19,4.2,10.5,0.7
2017/12/20,3.1,7.7,0.1
2017/12/21,2.3,7.9,-1.7
2017/12/22,3.1,9.9,-3.1
2017/12/23,4.3,10.6,-0.4
2017/12/24,4.9,10.9,-0.9
2017/12/25,6.2,11.2,2.3
2017/12/26,2.2,6.8,-1.8
2017/12/27,-1.7,-0.4,-2.8
2017/12/28,-0.3,1.8,-2.2
2017/12/29,2.9,6.2,0.6
2017/12/30,2.2,5.0,-0.7
2017/12/31,1.0,6.0,-2.7
2018/1/1,3.7,8.3,-1.3
2018/1/2,3.1,6.4,-0.1
2018/1/3,0.1,2.8,-2.3
2018/1/4,1.5,3.9,0.1
2018/1/5,1.3,6.1,-2.6
2018/1/6,3.1,7.0,-0.8
2018/1/7,3.3,6.4,0.2
2018/1/8,2.6,7.3,-2.1
2018/1/9,5.3,10.8,1.9
2018/1/10,2.9,6.1,-0.4
2018/1/11,0.3,5.7,-2.3
2018/1/12,-0.7,3.9,-5.4
2018/1/13,-0.5,4.9,-5.3
2018/1/14,-0.2,4.2,-3.8
2018/1/15,0.7,8.0,-6.5
2018/1/16,6.8,11.2,3.1
2018/1/17,4.4,7.1,1.8
2018/1/18,7.3,12.5,2.0
2018/1/19,4.5,7.6,-0.1
2018/1/20,3.1,9.4,-2.9
2018/1/21,4.2,9.9,0.4
2018/1/22,-0.7,1.0,-2.7
2018/1/23,0.1,6.1,-4.2
2018/1/24,-3.0,0.5,-6.1
2018/1/25,-3.9,-1.2,-6.1
2018/1/26,-2.9,-1.1,-5.5
2018/1/27,-1.6,2.5,-7.7
2018/1/28,0.5,3.3,-2.8
2018/1/29,1.3,4.0,-2.8
2018/1/30,-2.3,0.1,-6.6
2018/1/31,0.2,4.2,-4.6
2018/2/1,1.9,5.8,-0.6
2018/2/2,0.5,4.3,-1.5
2018/2/3,2.6,8.6,-2.9
2018/2/4,2.4,8.3,-2.3
2018/2/5,0.6,3.8,-2.8
2018/2/6,-0.3,5.4,-5.5
2018/2/7,1.8,5.8,-0.9
2018/2/8,1.0,6.1,-3.3
2018/2/9,1.7,7.1,-3.2
2018/2/10,3.4,11.0,-2.3
2018/2/11,3.8,9.4,0.3
2018/2/12,-1.4,1.0,-2.6
2018/2/13,-1.4,0.2,-3.7
2018/2/14,4.1,9.8,-2.8
2018/2/15,3.3,8.4,0.8
2018/2/16,2.6,6.8,0.3
2018/2/17,-1.2,5.0,-4.8
2018/2/18,-1.7,0.8,-4.7
2018/2/19,1.1,4.7,-1.5
2018/2/20,1.8,7.3,-2.9
2018/2/21,0.8,3.2,-1.0
2018/2/22,0.8,6.3,-4.0
2018/2/23,3.4,9.3,-1.3
2018/2/24,2.7,8.4,-1.7
2018/2/25,2.1,7.8,-1.1
2018/2/26,2.8,9.4,-2.0
2018/2/27,2.1,8.7,-1.9
2018/2/28,5.5,10.3,0.9
2018/3/1,6.7,14.4,2.8
2018/3/2,3.0,5.5,0.2
2018/3/3,6.3,15.9,-1.7
2018/3/4,10.3,21.4,0.9
2018/3/5,6.6,9.7,3.8
2018/3/6,3.6,6.9,0.2
2018/3/7,1.8,7.2,-1.7
2018/3/8,3.1,5.2,0.6
2018/3/9,7.0,12.1,4.5
2018/3/10,4.1,7.6,0.4
2018/3/11,4.4,11.5,-2.3
2018/3/12,4.9,8.6,0.6
2018/3/13,8.2,19.6,-1.4
2018/3/14,12.9,21.7,4.2
2018/3/15,14.0,23.2,5.3
2018/3/16,8.1,14.8,1.7
2018/3/17,3.7,8.5,0.2
2018/3/18,7.4,18.1,-2.0
2018/3/19,10.0,15.0,6.6
2018/3/20,6.6,10.8,2.4
2018/3/21,1.7,3.2,0.6
2018/3/22,6.3,9.8,0.9
2018/3/23,7.5,12.8,4.2
2018/3/24,8.2,15.6,0.6
2018/3/25,10.3,16.8,4.1
2018/3/26,12.9,22.7,3.4
2018/3/27,13.1,23.5,4.7
2018/3/28,15.3,24.8,6.7
2018/3/29,14.8,23.6,7.4
2018/3/30,9.2,13.7,4.4
2018/3/31,9.3,19.1,0.5
