ダウンロードした時刻：2017/07/24 15:39:58

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,1.0,9.0,-4.5
1998/1/2,4.1,9.0,-0.4
1998/1/3,4.8,11.7,-3.2
1998/1/4,6.2,11.4,0.0
1998/1/5,1.4,6.9,-4.6
1998/1/6,1.3,4.3,-1.2
1998/1/7,-0.7,5.9,-4.5
1998/1/8,-3.6,-1.7,-5.9
1998/1/9,-1.6,3.2,-5.5
1998/1/10,-4.6,0.1,-8.8
1998/1/11,-2.0,0.7,-6.6
1998/1/12,-1.4,0.0,-4.7
1998/1/13,-1.9,3.0,-5.5
1998/1/14,-1.7,2.0,-6.0
1998/1/15,-1.6,-0.1,-2.1
1998/1/16,-0.1,3.8,-4.5
1998/1/17,1.3,6.0,-3.6
1998/1/18,1.2,2.2,0.3
1998/1/19,-0.4,4.5,-3.6
1998/1/20,-0.8,3.1,-3.5
1998/1/21,0.4,4.2,-3.3
1998/1/22,0.0,4.4,-4.7
1998/1/23,-0.4,1.8,-3.8
1998/1/24,-2.7,0.8,-6.6
1998/1/25,-5.0,1.2,-10.9
1998/1/26,0.0,4.5,-5.7
1998/1/27,-1.9,1.9,-5.3
1998/1/28,-3.9,1.9,-8.1
1998/1/29,-4.3,2.0,-8.1
1998/1/30,-2.2,6.5,-11.8
1998/1/31,1.6,5.8,-4.4
1998/2/1,-2.9,2.1,-8.3
1998/2/2,-2.4,3.6,-7.2
1998/2/3,-1.1,5.1,-8.4
1998/2/4,-0.9,2.7,-6.3
1998/2/5,-4.1,2.6,-9.8
1998/2/6,-3.7,4.0,-10.6
1998/2/7,0.0,7.2,-7.4
1998/2/8,0.3,5.4,-2.7
1998/2/9,-0.7,4.3,-5.0
1998/2/10,-2.0,2.0,-7.4
1998/2/11,-4.3,2.4,-11.0
1998/2/12,6.6,10.0,-6.5
1998/2/13,5.2,11.5,-0.6
1998/2/14,5.6,12.7,-1.2
1998/2/15,0.2,3.2,-1.4
1998/2/16,0.2,5.4,-4.1
1998/2/17,-1.3,3.1,-6.0
1998/2/18,-2.2,4.9,-8.4
1998/2/19,3.6,13.4,-6.4
1998/2/20,5.0,8.3,3.2
1998/2/21,3.7,8.7,0.4
1998/2/22,2.2,8.4,-1.8
1998/2/23,2.5,12.2,-4.4
1998/2/24,3.2,7.1,-0.9
1998/2/25,4.5,8.0,2.5
1998/2/26,4.3,7.9,1.4
1998/2/27,6.0,12.4,2.3
1998/2/28,4.7,13.2,-1.0
1998/3/1,2.2,5.5,0.2
1998/3/2,3.1,9.1,-1.0
1998/3/3,3.2,12.7,-3.5
1998/3/4,3.7,12.7,-3.3
1998/3/5,1.8,4.0,0.3
1998/3/6,3.6,9.6,0.4
1998/3/7,2.0,6.6,-3.1
1998/3/8,0.9,9.4,-5.5
1998/3/9,3.7,14.4,-3.7
1998/3/10,2.2,8.2,-1.7
1998/3/11,5.1,14.7,-4.2
1998/3/12,5.4,9.6,1.4
1998/3/13,5.8,12.8,1.0
1998/3/14,5.2,12.6,-1.5
1998/3/15,0.0,5.1,-5.6
1998/3/16,-0.6,8.5,-7.8
1998/3/17,0.3,7.8,-3.6
1998/3/18,0.7,7.9,-5.7
1998/3/19,7.3,16.7,-2.9
1998/3/20,9.4,15.9,2.8
1998/3/21,4.1,9.5,1.3
1998/3/22,3.3,9.9,-1.1
1998/3/23,2.4,10.9,-3.3
1998/3/24,4.2,14.6,-2.7
1998/3/25,5.3,15.0,-0.6
1998/3/26,7.5,16.2,-1.7
1998/3/27,10.1,14.6,8.0
1998/3/28,10.8,17.5,5.3
1998/3/29,11.7,22.6,1.8
1998/3/30,14.2,24.4,5.1
1998/3/31,7.5,15.1,2.5
1998/4/1,0.6,3.6,-0.9
1998/4/2,1.9,5.5,0.2
1998/4/3,3.6,10.6,-1.3
1998/4/4,6.9,17.6,-2.3
1998/4/5,10.5,20.7,1.1
1998/4/6,9.5,11.7,7.3
1998/4/7,12.2,18.9,8.5
1998/4/8,12.3,19.0,8.6
1998/4/9,8.2,9.8,7.6
1998/4/10,12.8,21.9,7.2
1998/4/11,13.5,23.9,5.6
1998/4/12,15.8,26.2,5.2
1998/4/13,19.8,25.0,17.2
1998/4/14,18.1,21.0,15.1
1998/4/15,16.5,23.0,11.0
1998/4/16,13.8,19.1,9.3
1998/4/17,12.6,17.0,10.5
1998/4/18,12.4,16.6,7.7
1998/4/19,15.3,23.6,8.2
1998/4/20,17.6,28.9,7.6
1998/4/21,19.2,27.4,11.5
1998/4/22,20.8,29.0,14.5
1998/4/23,18.2,20.7,16.1
1998/4/24,18.8,22.5,15.3
1998/4/25,17.6,22.3,14.1
1998/4/26,12.8,19.4,9.2
1998/4/27,14.1,22.7,7.8
1998/4/28,17.7,25.7,10.7
1998/4/29,20.3,29.0,13.3
1998/4/30,17.7,24.9,10.0
1998/5/1,18.1,25.0,12.6
