ダウンロードした時刻：2019/10/10 15:38:20

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,5.8,8.7,3.0
1988/12/2,6.1,7.3,5.3
1988/12/3,5.2,10.1,1.8
1988/12/4,6.1,10.2,1.6
1988/12/5,4.8,8.0,1.9
1988/12/6,5.0,9.5,1.6
1988/12/7,9.2,12.9,5.6
1988/12/8,9.8,13.2,7.3
1988/12/9,7.2,14.1,4.2
1988/12/10,3.5,5.4,0.4
1988/12/11,3.8,7.5,0.9
1988/12/12,5.8,8.6,3.0
1988/12/13,6.9,12.7,3.6
1988/12/14,6.7,11.1,2.1
1988/12/15,3.8,6.7,2.2
1988/12/16,2.0,3.5,-0.2
1988/12/17,1.0,3.8,-1.2
1988/12/18,5.0,7.0,2.2
1988/12/19,3.9,5.8,1.7
1988/12/20,4.7,9.5,2.6
1988/12/21,1.7,3.3,-1.1
1988/12/22,0.7,2.0,-1.5
1988/12/23,4.2,6.4,1.4
1988/12/24,4.3,7.6,0.5
1988/12/25,1.7,4.4,-0.9
1988/12/26,2.1,3.4,1.0
1988/12/27,2.7,5.8,0.1
1988/12/28,-0.3,2.8,-3.2
1988/12/29,1.0,3.2,-2.0
1988/12/30,2.6,3.4,1.9
1988/12/31,4.7,8.2,0.3
1989/1/1,3.9,6.8,1.6
1989/1/2,4.7,8.1,1.4
1989/1/3,4.2,6.8,1.4
1989/1/4,1.7,2.6,0.5
1989/1/5,2.8,4.9,0.7
1989/1/6,4.3,8.0,-1.0
1989/1/7,3.7,7.4,-1.8
1989/1/8,5.9,10.0,3.8
1989/1/9,5.7,9.8,0.9
1989/1/10,8.0,10.7,6.5
1989/1/11,6.3,9.7,4.2
1989/1/12,4.0,5.7,1.6
1989/1/13,1.9,3.4,0.6
1989/1/14,0.1,2.2,-2.6
1989/1/15,-1.5,0.4,-3.3
1989/1/16,1.2,4.7,-2.1
1989/1/17,2.8,5.8,-1.0
1989/1/18,2.3,7.7,-2.5
1989/1/19,4.5,5.5,2.1
1989/1/20,6.6,7.9,4.4
1989/1/21,5.1,7.8,2.6
1989/1/22,0.3,3.1,-1.7
1989/1/23,2.0,4.5,-2.2
1989/1/24,3.2,4.8,1.8
1989/1/25,0.5,2.8,-1.9
1989/1/26,2.0,6.2,-3.2
1989/1/27,2.9,6.7,0.4
1989/1/28,-2.3,1.3,-4.4
1989/1/29,1.2,3.7,-2.8
1989/1/30,1.6,4.4,-1.8
1989/1/31,4.0,10.6,-3.2
1989/2/1,1.9,6.1,0.4
1989/2/2,0.0,1.9,-2.0
1989/2/3,-1.0,-0.2,-2.9
1989/2/4,1.9,4.4,-2.0
1989/2/5,4.0,4.8,2.7
1989/2/6,4.6,6.8,2.9
1989/2/7,5.0,8.0,3.0
1989/2/8,4.3,8.4,0.0
1989/2/9,4.3,6.2,2.5
1989/2/10,3.1,5.2,1.2
1989/2/11,1.2,4.1,-0.8
1989/2/12,0.2,1.8,-1.2
1989/2/13,2.2,5.1,-0.3
1989/2/14,3.8,6.1,0.6
1989/2/15,3.6,9.5,-2.1
1989/2/16,6.7,8.2,3.4
1989/2/17,4.2,6.2,2.4
1989/2/18,4.0,5.1,2.3
1989/2/19,4.6,6.5,3.3
1989/2/20,5.9,9.8,-0.6
1989/2/21,3.9,7.3,1.9
1989/2/22,1.1,3.1,-0.8
1989/2/23,1.0,4.2,-1.9
1989/2/24,1.5,5.7,-2.1
1989/2/25,1.6,5.3,-1.7
1989/2/26,2.5,4.8,0.5
1989/2/27,3.1,7.5,0.8
1989/2/28,7.9,13.1,1.5
1989/3/1,5.6,9.6,2.8
1989/3/2,4.5,8.2,0.7
1989/3/3,8.0,10.6,4.0
1989/3/4,9.0,13.5,4.5
1989/3/5,4.6,6.5,2.3
1989/3/6,2.9,6.8,0.2
1989/3/7,2.8,6.9,-1.2
1989/3/8,2.0,5.0,-0.3
1989/3/9,3.6,6.6,-0.2
1989/3/10,3.9,8.2,0.6
1989/3/11,7.6,11.2,2.5
1989/3/12,8.7,11.9,5.4
1989/3/13,10.4,16.1,4.9
1989/3/14,9.4,12.6,7.2
1989/3/15,6.2,8.5,4.9
1989/3/16,5.2,8.4,3.6
1989/3/17,3.3,5.2,1.7
1989/3/18,3.7,4.8,2.2
1989/3/19,5.2,8.3,3.0
1989/3/20,5.6,8.0,3.4
1989/3/21,5.3,7.2,4.0
1989/3/22,4.8,7.4,2.5
1989/3/23,5.5,8.7,3.6
1989/3/24,7.4,13.2,3.1
1989/3/25,6.1,8.9,4.6
1989/3/26,6.1,10.1,1.2
1989/3/27,8.0,14.5,-0.8
1989/3/28,6.8,8.9,6.0
1989/3/29,7.1,10.7,5.1
1989/3/30,6.7,12.0,-0.1
1989/3/31,9.9,15.5,4.5
