ダウンロードした時刻：2019/10/10 16:14:22

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,5.0,8.3,1.6
1987/12/2,3.2,7.5,-0.1
1987/12/3,4.9,10.1,-1.3
1987/12/4,4.6,9.0,0.6
1987/12/5,3.9,8.7,0.1
1987/12/6,3.0,7.5,0.3
1987/12/7,2.7,7.8,-0.9
1987/12/8,4.4,13.6,-2.3
1987/12/9,5.5,7.4,2.5
1987/12/10,7.8,12.8,4.4
1987/12/11,7.8,11.2,4.7
1987/12/12,7.2,11.1,4.7
1987/12/13,6.5,12.7,2.5
1987/12/14,5.7,12.1,1.4
1987/12/15,6.5,12.3,-0.2
1987/12/16,7.9,12.0,2.3
1987/12/17,5.5,11.6,2.2
1987/12/18,4.7,10.5,0.0
1987/12/19,5.3,13.1,-1.2
1987/12/20,7.0,13.6,0.8
1987/12/21,7.0,11.7,2.6
1987/12/22,5.8,11.9,-0.2
1987/12/23,7.5,14.8,2.8
1987/12/24,6.1,14.1,0.4
1987/12/25,7.5,16.2,-1.1
1987/12/26,11.5,19.1,6.3
1987/12/27,11.1,18.7,3.7
1987/12/28,11.3,18.8,6.3
1987/12/29,10.2,19.5,3.8
1987/12/30,7.7,16.6,3.1
1987/12/31,4.5,9.0,-0.5
1988/1/1,5.2,13.8,-2.6
1988/1/2,8.8,14.4,3.1
1988/1/3,7.5,11.7,1.8
1988/1/4,4.8,7.1,0.6
1988/1/5,4.4,6.5,2.8
1988/1/6,3.0,8.2,-2.0
1988/1/7,2.8,8.0,-3.0
1988/1/8,7.8,12.7,4.1
1988/1/9,6.5,9.6,1.9
1988/1/10,2.6,5.5,0.2
1988/1/11,3.1,7.6,-0.8
1988/1/12,4.3,8.7,-0.7
1988/1/13,4.7,11.4,-1.0
1988/1/14,5.7,15.0,-1.5
1988/1/15,5.3,7.8,0.8
1988/1/16,8.2,12.8,4.5
1988/1/17,6.1,10.3,1.7
1988/1/18,4.6,8.4,2.6
1988/1/19,4.8,9.4,1.0
1988/1/20,5.0,13.0,-0.7
1988/1/21,6.1,12.1,-1.1
1988/1/22,10.9,14.1,5.7
1988/1/23,5.2,11.6,0.0
1988/1/24,1.1,4.8,-1.7
1988/1/25,3.4,6.9,0.0
1988/1/26,5.0,9.3,1.5
1988/1/27,4.3,9.2,0.4
1988/1/28,3.7,7.7,-0.5
1988/1/29,3.9,10.3,-1.8
1988/1/30,6.1,11.2,1.2
1988/1/31,4.9,10.2,-0.7
1988/2/1,3.0,9.4,-1.8
1988/2/2,3.3,11.0,-1.9
1988/2/3,-0.3,3.1,-2.3
1988/2/4,2.3,7.5,-2.3
1988/2/5,5.4,11.6,-1.7
1988/2/6,7.3,12.9,2.1
1988/2/7,0.9,4.5,-1.1
1988/2/8,2.3,6.8,-0.9
1988/2/9,3.2,8.1,-0.4
1988/2/10,1.6,7.1,-1.8
1988/2/11,1.6,6.3,-2.9
1988/2/12,3.7,8.5,0.1
1988/2/13,4.4,9.4,-0.8
1988/2/14,3.8,9.0,-2.1
1988/2/15,2.2,6.6,-1.2
1988/2/16,1.8,6.9,-1.5
1988/2/17,1.1,6.3,-2.6
1988/2/18,1.2,6.2,-3.1
1988/2/19,1.9,6.6,-1.6
1988/2/20,3.6,10.3,-3.2
1988/2/21,1.9,5.8,-0.7
1988/2/22,3.8,10.7,-3.1
1988/2/23,4.6,6.4,1.4
1988/2/24,4.8,10.2,-0.6
1988/2/25,3.8,10.2,-2.4
1988/2/26,5.2,8.4,3.0
1988/2/27,1.7,3.0,0.5
1988/2/28,4.2,10.9,-0.5
1988/2/29,5.4,9.6,-0.5
1988/3/1,6.8,9.2,4.4
1988/3/2,8.0,13.5,4.8
1988/3/3,3.7,6.7,-0.4
1988/3/4,1.9,7.4,-2.1
1988/3/5,2.6,7.2,-2.1
1988/3/6,4.3,10.4,-1.4
1988/3/7,3.0,9.2,-1.8
1988/3/8,2.6,7.4,-2.6
1988/3/9,4.4,9.8,-1.6
1988/3/10,5.1,12.5,-0.5
1988/3/11,9.9,18.0,-1.0
1988/3/12,10.0,13.9,3.5
1988/3/13,9.5,17.5,1.9
1988/3/14,11.5,19.6,3.8
1988/3/15,6.6,11.7,1.7
1988/3/16,3.4,6.9,0.6
1988/3/17,5.2,8.2,0.9
1988/3/18,6.3,10.8,1.9
1988/3/19,7.7,15.2,-0.2
1988/3/20,7.4,13.8,1.8
1988/3/21,7.8,11.0,4.3
1988/3/22,10.6,13.5,8.2
1988/3/23,8.3,11.8,5.1
1988/3/24,6.6,13.4,0.8
1988/3/25,5.8,8.5,2.6
1988/3/26,6.4,7.8,4.6
1988/3/27,6.3,11.8,0.5
1988/3/28,8.2,17.3,-1.9
1988/3/29,9.1,15.8,5.0
1988/3/30,8.2,11.2,5.0
1988/3/31,7.7,13.7,1.9
