ダウンロードした時刻：2019/10/10 16:10:05

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,12.6,17.9,8.5
1991/12/2,11.9,15.3,7.4
1991/12/3,9.7,15.5,4.7
1991/12/4,10.3,15.5,5.8
1991/12/5,10.0,15.1,4.4
1991/12/6,12.1,15.8,9.0
1991/12/7,11.0,17.3,5.2
1991/12/8,11.2,15.5,7.9
1991/12/9,8.7,11.9,5.5
1991/12/10,7.9,12.5,2.9
1991/12/11,8.6,14.8,5.9
1991/12/12,4.6,7.0,1.6
1991/12/13,4.8,8.4,1.5
1991/12/14,5.4,11.1,0.0
1991/12/15,6.0,10.2,2.6
1991/12/16,7.9,14.3,1.8
1991/12/17,11.5,13.1,9.3
1991/12/18,10.6,13.1,5.6
1991/12/19,7.2,11.9,3.8
1991/12/20,6.6,11.2,2.4
1991/12/21,6.9,12.6,1.7
1991/12/22,9.6,14.4,5.5
1991/12/23,11.7,13.3,9.7
1991/12/24,13.2,16.8,10.1
1991/12/25,8.9,12.3,6.9
1991/12/26,8.1,11.6,5.7
1991/12/27,5.1,5.9,3.9
1991/12/28,5.6,10.2,1.6
1991/12/29,2.1,5.1,0.9
1991/12/30,3.5,7.6,-1.0
1991/12/31,4.3,9.5,-1.2
1992/1/1,6.8,10.9,3.8
1992/1/2,6.7,11.9,2.6
1992/1/3,7.7,11.7,4.7
1992/1/4,6.4,10.7,1.9
1992/1/5,5.5,9.9,0.4
1992/1/6,6.8,7.8,5.5
1992/1/7,9.9,14.2,5.9
1992/1/8,8.9,12.9,4.0
1992/1/9,7.8,10.0,6.0
1992/1/10,6.1,9.3,1.6
1992/1/11,4.4,9.6,-0.4
1992/1/12,5.7,11.5,0.2
1992/1/13,7.1,12.0,2.9
1992/1/14,5.2,8.1,1.4
1992/1/15,3.4,7.1,0.5
1992/1/16,3.5,8.3,-1.9
1992/1/17,4.5,10.0,1.6
1992/1/18,3.1,6.8,0.7
1992/1/19,4.1,7.6,1.6
1992/1/20,3.4,8.1,-0.9
1992/1/21,4.1,8.5,0.4
1992/1/22,5.2,10.2,1.0
1992/1/23,3.8,8.2,0.2
1992/1/24,4.8,9.1,0.1
1992/1/25,5.6,11.0,0.0
1992/1/26,7.6,12.5,3.5
1992/1/27,7.2,13.4,1.3
1992/1/28,7.2,13.1,0.7
1992/1/29,10.3,14.9,5.3
1992/1/30,8.3,9.7,7.0
1992/1/31,7.0,9.0,4.6
1992/2/1,3.4,5.4,0.3
1992/2/2,3.7,7.4,-0.8
1992/2/3,4.7,6.6,2.5
1992/2/4,8.0,12.0,4.4
1992/2/5,5.5,9.0,2.5
1992/2/6,4.4,9.1,-0.6
1992/2/7,5.7,10.6,1.0
1992/2/8,4.9,9.0,1.2
1992/2/9,3.8,8.9,-0.9
1992/2/10,4.7,10.7,-1.0
1992/2/11,4.6,8.2,0.8
1992/2/12,4.6,10.0,-0.5
1992/2/13,6.6,11.9,1.2
1992/2/14,6.1,10.1,2.3
1992/2/15,5.2,8.9,1.1
1992/2/16,5.7,9.7,2.4
1992/2/17,4.8,9.3,0.1
1992/2/18,6.2,12.2,0.0
1992/2/19,6.7,10.6,2.7
1992/2/20,4.7,7.8,1.6
1992/2/21,3.3,7.6,-0.4
1992/2/22,3.5,7.7,-0.8
1992/2/23,5.1,10.4,-1.2
1992/2/24,4.9,8.4,2.2
1992/2/25,4.5,8.8,1.6
1992/2/26,4.9,10.2,-0.8
1992/2/27,8.2,15.7,0.1
1992/2/28,8.7,13.3,4.1
1992/2/29,12.2,16.3,9.1
1992/3/1,13.8,17.9,10.8
1992/3/2,8.2,11.2,4.4
1992/3/3,6.3,9.7,4.1
1992/3/4,6.4,10.3,1.1
1992/3/5,8.4,10.8,6.0
1992/3/6,7.1,10.9,4.0
1992/3/7,6.2,10.9,2.2
1992/3/8,6.7,12.9,0.3
1992/3/9,8.3,14.3,4.1
1992/3/10,11.6,16.3,7.8
1992/3/11,9.9,15.6,4.0
1992/3/12,10.6,16.6,4.6
1992/3/13,11.1,17.6,5.2
1992/3/14,12.2,17.8,5.0
1992/3/15,12.6,14.6,11.4
1992/3/16,10.1,11.5,7.4
1992/3/17,6.8,9.2,3.6
1992/3/18,7.3,9.9,4.9
1992/3/19,9.1,13.6,3.9
1992/3/20,8.6,11.7,6.5
1992/3/21,7.5,11.3,4.3
1992/3/22,7.2,12.2,2.7
1992/3/23,7.4,10.4,3.9
1992/3/24,10.9,13.4,8.6
1992/3/25,12.1,17.5,6.7
1992/3/26,10.4,12.6,8.7
1992/3/27,8.6,11.0,6.4
1992/3/28,9.3,11.9,5.2
1992/3/29,12.4,13.7,10.6
1992/3/30,13.6,18.1,9.1
1992/3/31,12.1,17.9,5.5
