ダウンロードした時刻：2019/10/10 15:36:27

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,9.1,11.7,6.1
2003/12/2,8.1,13.1,2.7
2003/12/3,5.3,8.2,2.5
2003/12/4,3.6,5.5,1.8
2003/12/5,4.2,6.3,3.2
2003/12/6,6.3,13.2,3.0
2003/12/7,4.2,11.1,0.0
2003/12/8,1.6,3.2,-0.3
2003/12/9,1.7,3.3,-0.8
2003/12/10,3.1,5.0,0.7
2003/12/11,2.8,6.8,-0.9
2003/12/12,4.2,5.5,2.2
2003/12/13,6.0,9.6,3.6
2003/12/14,6.4,9.5,3.5
2003/12/15,6.6,9.8,2.6
2003/12/16,4.8,7.9,2.4
2003/12/17,4.8,7.3,1.5
2003/12/18,5.4,8.5,2.5
2003/12/19,3.0,5.8,1.6
2003/12/20,0.8,3.3,-1.3
2003/12/21,4.2,8.6,0.9
2003/12/22,8.7,11.3,6.5
2003/12/23,8.7,10.5,7.1
2003/12/24,8.3,10.8,5.3
2003/12/25,6.1,10.7,1.8
2003/12/26,2.7,4.7,0.3
2003/12/27,-0.7,1.3,-2.2
2003/12/28,4.4,7.4,-0.8
2003/12/29,6.4,10.5,2.5
2003/12/30,2.1,5.1,0.0
2003/12/31,2.6,6.4,0.4
2004/1/1,4.7,7.3,0.9
2004/1/2,2.6,3.9,1.5
2004/1/3,3.1,5.1,1.2
2004/1/4,2.5,4.8,-0.2
2004/1/5,2.9,5.4,0.0
2004/1/6,0.5,2.7,-1.8
2004/1/7,0.7,3.1,-2.7
2004/1/8,0.3,4.0,-3.1
2004/1/9,0.6,2.9,-3.0
2004/1/10,-0.5,4.8,-4.9
2004/1/11,-0.8,1.4,-3.7
2004/1/12,1.1,2.4,-0.5
2004/1/13,1.6,3.6,-0.6
2004/1/14,-1.3,2.4,-3.8
2004/1/15,-2.1,0.4,-3.9
2004/1/16,0.3,1.6,-1.3
2004/1/17,-0.6,1.9,-3.5
2004/1/18,-1.2,2.4,-3.8
2004/1/19,1.0,3.7,-3.7
2004/1/20,2.7,6.3,0.2
2004/1/21,1.6,3.2,0.3
2004/1/22,-0.7,1.6,-3.7
2004/1/23,-1.3,1.3,-4.6
2004/1/24,1.6,3.7,-0.7
2004/1/25,-0.7,3.5,-2.8
2004/1/26,-0.8,1.7,-3.6
2004/1/27,-0.3,1.3,-2.7
2004/1/28,0.8,3.6,-2.2
2004/1/29,-0.5,0.9,-2.3
2004/1/30,-0.6,2.1,-2.5
2004/1/31,0.8,2.9,-0.8
2004/2/1,0.9,4.3,-2.2
2004/2/2,1.3,4.9,-3.0
2004/2/3,1.2,3.9,-1.9
2004/2/4,0.1,2.3,-2.5
2004/2/5,-0.4,1.8,-2.8
2004/2/6,-0.2,2.0,-2.5
2004/2/7,-0.6,0.8,-2.3
2004/2/8,-0.3,2.1,-2.6
2004/2/9,-1.4,1.0,-3.1
2004/2/10,-1.8,1.3,-4.2
2004/2/11,0.2,4.4,-4.2
2004/2/12,1.7,5.7,-0.6
2004/2/13,2.7,6.2,-0.3
2004/2/14,4.9,9.7,0.5
2004/2/15,2.9,6.3,0.4
2004/2/16,2.4,3.8,0.8
2004/2/17,2.9,6.2,0.4
2004/2/18,0.9,2.4,-0.4
2004/2/19,0.5,4.5,-3.4
2004/2/20,1.8,6.8,-2.5
2004/2/21,5.6,11.9,-1.2
2004/2/22,10.1,17.5,5.6
2004/2/23,3.1,11.3,-0.4
2004/2/24,4.2,6.8,0.2
2004/2/25,7.2,9.6,3.9
2004/2/26,3.7,10.0,-1.2
2004/2/27,-0.1,2.3,-2.5
2004/2/28,1.9,4.1,-1.4
2004/2/29,3.4,7.2,0.7
2004/3/1,-0.1,2.0,-2.0
2004/3/2,-1.4,2.1,-3.2
2004/3/3,-2.9,-0.6,-4.6
2004/3/4,-1.5,1.6,-4.7
2004/3/5,-1.5,0.9,-4.0
2004/3/6,-0.7,3.5,-5.1
2004/3/7,0.6,3.5,-1.9
2004/3/8,1.3,3.6,-2.2
2004/3/9,5.6,9.0,1.2
2004/3/10,9.3,14.8,3.3
2004/3/11,7.2,14.9,2.7
2004/3/12,6.2,9.7,4.6
2004/3/13,3.1,5.8,0.1
2004/3/14,2.6,5.9,-0.9
2004/3/15,1.6,6.9,-2.9
2004/3/16,5.8,13.8,-1.7
2004/3/17,10.2,20.9,3.7
2004/3/18,2.0,4.6,-0.3
2004/3/19,2.9,6.9,-0.8
2004/3/20,3.5,8.5,-0.2
2004/3/21,4.1,9.8,-1.7
2004/3/22,4.9,10.0,0.0
2004/3/23,5.7,11.3,1.1
2004/3/24,7.2,13.9,1.7
2004/3/25,7.0,11.4,4.0
2004/3/26,6.0,9.2,3.4
2004/3/27,6.2,8.7,3.3
2004/3/28,7.3,11.7,1.8
2004/3/29,9.3,15.5,3.4
2004/3/30,11.6,18.5,6.9
2004/3/31,7.2,10.8,3.0
