ダウンロードした時刻：2019/10/10 15:45:26

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,7.9,11.7,3.9
2000/12/2,8.0,13.2,4.1
2000/12/3,8.1,16.9,3.0
2000/12/4,5.5,7.5,0.7
2000/12/5,7.1,14.1,0.5
2000/12/6,5.6,9.3,2.6
2000/12/7,4.2,8.9,0.5
2000/12/8,7.2,12.8,3.1
2000/12/9,10.2,17.4,4.7
2000/12/10,11.6,14.0,8.1
2000/12/11,4.1,8.1,0.2
2000/12/12,1.0,2.0,-0.3
2000/12/13,3.7,7.4,1.3
2000/12/14,5.3,10.4,3.0
2000/12/15,8.3,13.7,3.1
2000/12/16,9.7,16.0,6.1
2000/12/17,5.9,9.0,2.1
2000/12/18,7.7,13.9,1.0
2000/12/19,10.3,15.6,4.2
2000/12/20,6.6,10.6,2.3
2000/12/21,6.6,9.0,4.4
2000/12/22,5.6,11.1,1.3
2000/12/23,8.9,17.0,1.2
2000/12/24,4.3,8.3,1.6
2000/12/25,3.8,7.0,0.4
2000/12/26,0.1,1.3,-1.0
2000/12/27,0.9,3.8,-1.2
2000/12/28,2.1,4.9,0.1
2000/12/29,1.7,5.6,-0.8
2000/12/30,4.7,9.7,-1.6
2000/12/31,9.0,13.2,5.2
2001/1/1,2.1,5.5,0.4
2001/1/2,4.3,5.9,1.8
2001/1/3,3.4,5.9,1.2
2001/1/4,0.7,3.6,-0.4
2001/1/5,0.5,1.7,-0.2
2001/1/6,-0.2,2.1,-1.5
2001/1/7,0.2,3.5,-4.3
2001/1/8,3.3,6.3,1.8
2001/1/9,5.8,11.4,-0.1
2001/1/10,6.3,11.5,2.8
2001/1/11,4.0,10.0,1.0
2001/1/12,1.3,3.0,0.4
2001/1/13,0.7,2.1,-0.2
2001/1/14,-1.3,0.8,-3.3
2001/1/15,-2.0,0.2,-3.9
2001/1/16,-1.6,1.3,-3.8
2001/1/17,-1.3,1.6,-4.2
2001/1/18,-0.3,2.3,-4.5
2001/1/19,-0.2,2.5,-1.8
2001/1/20,0.4,4.1,-4.3
2001/1/21,3.1,6.6,0.7
2001/1/22,1.6,2.8,0.7
2001/1/23,0.6,2.3,-1.6
2001/1/24,0.2,5.1,-2.8
2001/1/25,0.8,4.6,-2.5
2001/1/26,3.7,6.4,0.8
2001/1/27,1.6,3.2,0.6
2001/1/28,2.7,5.7,0.6
2001/1/29,1.9,5.2,0.3
2001/1/30,1.9,4.8,0.1
2001/1/31,3.2,6.6,-0.2
2001/2/1,4.6,7.5,1.9
2001/2/2,1.1,4.0,0.1
2001/2/3,1.3,4.2,-0.3
2001/2/4,1.0,4.4,-2.1
2001/2/5,4.0,11.0,-2.5
2001/2/6,4.1,9.0,-0.2
2001/2/7,4.3,6.5,2.9
2001/2/8,2.3,6.6,-0.7
2001/2/9,1.4,6.5,-2.4
2001/2/10,2.4,4.0,1.0
2001/2/11,1.3,4.6,-0.4
2001/2/12,0.0,2.4,-1.5
2001/2/13,0.8,3.1,-1.7
2001/2/14,0.1,2.4,-2.3
2001/2/15,0.4,5.8,-3.7
2001/2/16,1.9,4.8,-1.7
2001/2/17,2.7,7.9,-3.0
2001/2/18,7.4,11.2,4.6
2001/2/19,6.0,11.7,2.8
2001/2/20,3.6,8.3,-0.1
2001/2/21,6.6,15.6,-2.0
2001/2/22,8.7,15.7,4.1
2001/2/23,7.7,14.9,0.7
2001/2/24,4.6,6.8,1.8
2001/2/25,1.6,6.0,-0.3
2001/2/26,1.5,6.5,-1.4
2001/2/27,5.2,13.2,-1.4
2001/2/28,9.5,12.7,4.6
2001/3/1,5.0,7.0,2.8
2001/3/2,3.1,5.8,1.1
2001/3/3,5.2,10.4,-0.1
2001/3/4,6.2,12.2,0.5
2001/3/5,2.5,5.6,0.2
2001/3/6,8.3,13.2,2.4
2001/3/7,5.7,11.3,0.9
2001/3/8,0.6,4.4,-0.8
2001/3/9,-0.2,2.0,-1.3
2001/3/10,1.2,5.1,-1.4
2001/3/11,0.3,3.7,-2.2
2001/3/12,1.3,6.9,-4.0
2001/3/13,1.6,6.3,-3.2
2001/3/14,9.3,18.1,-1.6
2001/3/15,8.5,13.6,3.6
2001/3/16,5.1,10.8,0.4
2001/3/17,6.0,11.8,0.2
2001/3/18,9.5,14.1,6.8
2001/3/19,11.5,19.7,4.6
2001/3/20,14.1,20.8,8.1
2001/3/21,10.4,13.1,5.5
2001/3/22,13.3,22.3,3.0
2001/3/23,9.9,12.8,7.3
2001/3/24,11.4,19.7,3.5
2001/3/25,14.7,20.2,10.2
2001/3/26,9.5,15.0,4.6
2001/3/27,8.1,12.6,4.0
2001/3/28,6.6,12.1,4.1
2001/3/29,5.6,7.8,4.2
2001/3/30,4.3,9.1,0.8
2001/3/31,4.2,9.1,1.4
