ダウンロードした時刻：2017/07/24 15:43:37

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,1.5,6.9,-0.8
2006/1/2,2.4,5.6,-0.1
2006/1/3,2.7,4.9,0.5
2006/1/4,1.2,4.4,0.2
2006/1/5,0.8,2.6,-0.9
2006/1/6,0.0,3.1,-2.5
2006/1/7,0.6,3.2,-1.7
2006/1/8,0.5,3.6,-2.3
2006/1/9,0.4,4.9,-2.2
2006/1/10,1.2,6.6,-3.4
2006/1/11,2.2,5.4,0.8
2006/1/12,2.5,7.1,0.0
2006/1/13,4.7,11.1,-0.2
2006/1/14,7.3,10.4,4.7
2006/1/15,6.1,8.3,0.8
2006/1/16,3.7,9.4,-0.7
2006/1/17,5.0,6.5,3.0
2006/1/18,3.1,5.3,2.0
2006/1/19,2.8,4.2,1.3
2006/1/20,3.5,5.6,1.3
2006/1/21,4.1,6.7,1.0
2006/1/22,2.2,7.8,-0.6
2006/1/23,0.8,3.9,-1.5
2006/1/24,0.3,3.0,-2.1
2006/1/25,1.9,5.5,0.2
2006/1/26,1.9,6.3,-0.3
2006/1/27,3.0,7.2,-0.2
2006/1/28,3.2,5.4,0.6
2006/1/29,4.1,11.5,-1.8
2006/1/30,7.3,9.6,5.2
2006/1/31,6.5,7.8,5.2
2006/2/1,5.8,7.9,4.8
2006/2/2,4.4,7.1,1.9
2006/2/3,1.8,6.9,-2.1
2006/2/4,-1.2,2.0,-3.6
2006/2/5,-0.5,2.4,-2.9
2006/2/6,-0.2,2.2,-3.0
2006/2/7,4.6,10.3,0.7
2006/2/8,2.7,7.5,0.5
2006/2/9,0.5,4.7,-2.1
2006/2/10,2.7,9.3,-3.7
2006/2/11,5.3,10.7,1.9
2006/2/12,1.0,4.0,-1.5
2006/2/13,3.0,11.1,-2.5
2006/2/14,7.2,11.8,1.8
2006/2/15,8.3,12.0,4.0
2006/2/16,7.6,8.5,6.2
2006/2/17,3.0,6.4,0.6
2006/2/18,1.7,5.2,-0.3
2006/2/19,2.7,7.8,-1.5
2006/2/20,1.6,3.3,-1.0
2006/2/21,5.1,10.0,2.5
2006/2/22,9.9,17.3,3.2
2006/2/23,6.9,8.7,2.6
2006/2/24,5.2,9.8,1.3
2006/2/25,8.1,17.0,-0.6
2006/2/26,10.2,12.9,6.9
2006/2/27,4.2,7.0,3.5
2006/2/28,4.5,6.2,3.6
2006/3/1,3.9,6.8,2.0
2006/3/2,3.1,8.1,-0.5
2006/3/3,1.6,6.7,-0.8
2006/3/4,3.2,10.6,-0.7
2006/3/5,7.9,16.6,-1.0
2006/3/6,9.2,11.5,6.9
2006/3/7,8.0,16.1,2.4
2006/3/8,9.4,13.7,5.9
2006/3/9,7.5,9.8,5.9
2006/3/10,9.0,12.6,5.8
2006/3/11,11.7,20.0,6.6
2006/3/12,6.8,10.2,0.4
2006/3/13,0.2,2.2,-1.8
2006/3/14,0.1,3.3,-3.3
2006/3/15,3.7,11.1,-1.6
2006/3/16,8.0,14.5,1.3
2006/3/17,7.8,10.5,3.1
2006/3/18,6.0,10.6,2.1
2006/3/19,5.6,8.5,2.4
2006/3/20,5.8,12.9,-1.3
2006/3/21,6.5,13.1,1.3
2006/3/22,5.4,9.6,2.0
2006/3/23,9.9,16.4,6.0
2006/3/24,7.2,10.6,1.6
2006/3/25,7.2,18.4,-0.9
2006/3/26,11.5,17.5,6.7
2006/3/27,11.1,19.2,6.0
2006/3/28,11.2,20.2,4.1
2006/3/29,3.7,6.6,2.3
2006/3/30,3.0,5.6,1.5
2006/3/31,4.7,9.7,0.7
2006/4/1,8.0,15.6,-0.7
2006/4/2,13.8,18.6,7.6
2006/4/3,10.1,13.5,4.8
2006/4/4,11.5,20.9,3.3
2006/4/5,10.9,11.7,8.9
2006/4/6,7.9,11.0,5.1
2006/4/7,8.8,15.2,2.4
2006/4/8,11.3,16.9,6.7
2006/4/9,8.9,13.0,4.4
2006/4/10,10.4,14.7,7.0
2006/4/11,15.7,19.6,11.8
2006/4/12,14.6,18.8,12.7
2006/4/13,12.0,14.1,9.8
2006/4/14,9.4,10.1,8.6
2006/4/15,8.1,10.6,5.9
2006/4/16,9.8,15.6,6.9
2006/4/17,9.1,13.6,2.6
2006/4/18,16.4,24.7,8.3
2006/4/19,18.2,24.4,12.7
2006/4/20,12.0,18.1,7.9
2006/4/21,7.0,8.2,5.9
2006/4/22,11.0,16.7,5.8
2006/4/23,15.4,20.9,10.3
2006/4/24,13.1,16.5,6.7
2006/4/25,9.9,15.9,5.3
2006/4/26,9.9,16.1,3.4
2006/4/27,12.6,18.1,8.8
2006/4/28,12.7,19.6,6.9
2006/4/29,15.5,22.9,8.2
2006/4/30,19.3,24.4,12.9
2006/5/1,20.6,28.9,16.2
