ダウンロードした時刻：2019/10/10 15:59:21

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,10.1,11.8,9.1
2002/12/2,11.0,14.8,8.4
2002/12/3,10.8,13.9,7.4
2002/12/4,9.7,11.4,8.3
2002/12/5,14.0,18.7,8.2
2002/12/6,12.1,14.2,8.8
2002/12/7,6.5,9.4,3.9
2002/12/8,5.8,7.5,2.7
2002/12/9,1.7,3.0,0.8
2002/12/10,4.3,7.2,2.2
2002/12/11,5.3,8.9,1.2
2002/12/12,5.8,9.6,1.7
2002/12/13,5.9,9.7,3.1
2002/12/14,5.1,8.3,1.8
2002/12/15,5.9,10.0,2.0
2002/12/16,11.1,17.1,3.3
2002/12/17,10.8,16.2,7.3
2002/12/18,7.5,11.1,4.9
2002/12/19,9.3,10.9,6.5
2002/12/20,9.0,10.8,6.8
2002/12/21,5.0,8.1,3.2
2002/12/22,6.7,8.5,4.7
2002/12/23,6.6,9.0,3.7
2002/12/24,6.5,8.0,5.0
2002/12/25,7.6,12.3,3.3
2002/12/26,6.1,9.4,2.9
2002/12/27,4.2,8.3,0.6
2002/12/28,3.5,6.9,0.5
2002/12/29,5.1,10.2,0.0
2002/12/30,5.5,8.9,2.5
2002/12/31,5.6,9.3,1.6
2003/1/1,5.1,6.5,4.1
2003/1/2,3.4,6.5,1.0
2003/1/3,0.5,1.8,-0.6
2003/1/4,6.2,13.6,0.7
2003/1/5,4.2,9.7,0.7
2003/1/6,4.2,8.5,0.5
2003/1/7,4.7,8.2,1.6
2003/1/8,5.5,8.9,2.2
2003/1/9,5.3,8.7,1.5
2003/1/10,7.9,13.3,1.8
2003/1/11,7.7,11.1,5.5
2003/1/12,7.6,12.6,1.8
2003/1/13,7.7,11.7,3.9
2003/1/14,8.9,13.8,3.4
2003/1/15,3.9,6.9,1.0
2003/1/16,3.7,8.0,-0.8
2003/1/17,7.0,13.6,0.6
2003/1/18,7.3,10.5,5.5
2003/1/19,5.1,7.2,3.2
2003/1/20,6.5,10.2,3.3
2003/1/21,5.2,9.0,2.6
2003/1/22,5.8,8.7,1.8
2003/1/23,3.7,7.4,1.3
2003/1/24,5.6,9.0,2.4
2003/1/25,5.1,9.6,1.7
2003/1/26,5.6,8.4,2.9
2003/1/27,3.8,5.6,2.4
2003/1/28,8.6,13.2,4.5
2003/1/29,4.2,8.8,0.6
2003/1/30,3.9,8.6,-0.1
2003/1/31,5.2,10.0,-0.1
2003/2/1,5.1,9.0,2.5
2003/2/2,3.6,5.9,1.0
2003/2/3,4.9,8.7,0.9
2003/2/4,4.3,6.0,2.8
2003/2/5,4.7,8.0,2.4
2003/2/6,5.2,9.6,1.8
2003/2/7,6.2,10.6,1.4
2003/2/8,7.8,11.7,3.2
2003/2/9,9.5,14.5,5.0
2003/2/10,10.3,12.9,8.1
2003/2/11,8.7,9.8,8.1
2003/2/12,6.8,8.9,4.3
2003/2/13,6.2,10.1,2.8
2003/2/14,7.7,13.1,3.6
2003/2/15,7.2,10.5,3.6
2003/2/16,5.2,8.5,2.2
2003/2/17,8.2,13.0,2.6
2003/2/18,5.3,7.2,2.9
2003/2/19,5.8,9.3,3.1
2003/2/20,5.9,8.3,3.4
2003/2/21,7.3,11.4,4.1
2003/2/22,5.4,6.9,4.1
2003/2/23,6.3,9.2,4.8
2003/2/24,3.3,5.5,2.0
2003/2/25,6.0,10.9,1.0
2003/2/26,9.1,14.3,4.2
2003/2/27,8.1,12.4,3.0
2003/2/28,6.3,10.7,1.7
2003/3/1,4.9,8.7,3.2
2003/3/2,10.7,14.1,5.2
2003/3/3,9.9,17.2,5.4
2003/3/4,4.9,8.3,1.9
2003/3/5,5.1,9.1,1.1
2003/3/6,4.8,7.2,2.4
2003/3/7,5.5,10.2,2.6
2003/3/8,10.1,15.1,6.5
2003/3/9,6.9,11.0,3.6
2003/3/10,5.9,10.3,2.6
2003/3/11,5.0,9.2,2.4
2003/3/12,6.1,11.1,1.5
2003/3/13,6.0,10.1,2.8
2003/3/14,7.2,11.7,3.5
2003/3/15,7.7,10.2,6.3
2003/3/16,8.5,12.3,5.6
2003/3/17,5.8,7.6,4.2
2003/3/18,6.7,10.3,3.9
2003/3/19,7.6,11.9,3.5
2003/3/20,8.4,13.0,5.1
2003/3/21,7.5,11.6,3.7
2003/3/22,7.2,9.3,4.9
2003/3/23,10.7,14.8,5.9
2003/3/24,14.1,19.1,8.1
2003/3/25,11.3,14.2,9.8
2003/3/26,14.4,18.8,10.2
2003/3/27,15.4,20.4,9.6
2003/3/28,14.7,18.1,11.2
2003/3/29,10.5,13.2,7.8
2003/3/30,10.9,14.4,6.6
2003/3/31,14.5,20.0,8.1
