ダウンロードした時刻：2017/07/24 15:36:52

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,3.8,7.2,1.2
2004/1/2,2.0,3.1,0.9
2004/1/3,1.8,4.4,0.1
2004/1/4,0.5,3.2,-1.3
2004/1/5,-0.8,4.1,-5.0
2004/1/6,-0.9,3.3,-4.5
2004/1/7,-0.9,2.0,-5.0
2004/1/8,-1.4,0.9,-3.1
2004/1/9,-1.1,2.8,-8.2
2004/1/10,-4.8,1.2,-9.8
2004/1/11,-2.1,-0.1,-3.6
2004/1/12,-1.4,1.7,-6.5
2004/1/13,-2.6,1.6,-9.0
2004/1/14,-2.3,1.0,-4.0
2004/1/15,-3.3,0.0,-6.3
2004/1/16,-2.6,1.3,-10.7
2004/1/17,-2.9,1.1,-7.0
2004/1/18,-4.6,-0.8,-6.9
2004/1/19,-0.1,1.9,-5.5
2004/1/20,2.1,4.3,0.2
2004/1/21,1.0,4.8,-0.7
2004/1/22,-1.7,1.1,-3.6
2004/1/23,-1.7,0.1,-3.3
2004/1/24,0.0,3.6,-4.5
2004/1/25,-1.5,3.0,-4.6
2004/1/26,-1.1,1.5,-3.0
2004/1/27,-1.8,-0.4,-2.9
2004/1/28,-0.3,2.0,-3.4
2004/1/29,0.4,3.2,-2.8
2004/1/30,-0.2,2.5,-1.9
2004/1/31,-0.4,1.8,-4.5
2004/2/1,-0.1,4.7,-5.8
2004/2/2,-1.7,4.1,-8.4
2004/2/3,0.3,2.5,-1.8
2004/2/4,-1.4,0.6,-2.4
2004/2/5,-1.6,0.9,-3.1
2004/2/6,-2.0,0.2,-3.3
2004/2/7,-2.6,-0.9,-3.6
2004/2/8,-1.7,0.7,-6.4
2004/2/9,-1.5,0.9,-3.5
2004/2/10,,1.1,-6.4
2004/2/11,-4.0,0.0,-10.2
2004/2/12,0.8,5.0,-3.7
2004/2/13,1.0,5.0,-4.8
2004/2/14,1.5,8.4,-4.1
2004/2/15,1.8,3.8,-0.1
2004/2/16,0.8,3.4,-0.5
2004/2/17,1.4,4.7,-1.3
2004/2/18,0.0,2.1,-1.3
2004/2/19,-0.1,1.6,-2.0
2004/2/20,-0.6,5.6,-6.8
2004/2/21,-0.3,3.8,-3.9
2004/2/22,3.0,7.7,0.9
2004/2/23,1.6,8.7,-2.6
2004/2/24,2.0,6.1,-1.9
2004/2/25,4.4,9.8,-1.4
2004/2/26,1.9,7.8,-2.2
2004/2/27,-1.1,1.1,-2.7
2004/2/28,0.2,4.4,-2.4
2004/2/29,0.6,4.7,-3.2
2004/3/1,-0.1,2.4,-3.2
2004/3/2,-1.4,3.9,-9.0
2004/3/3,-3.4,-1.4,-5.4
2004/3/4,-1.2,1.6,-3.7
2004/3/5,-2.7,-0.4,-7.4
2004/3/6,-0.7,2.3,-6.1
2004/3/7,-1.0,0.8,-5.0
2004/3/8,-0.3,2.1,-3.0
2004/3/9,3.3,8.3,0.1
2004/3/10,4.3,14.1,-3.6
2004/3/11,4.2,10.2,0.9
2004/3/12,4.7,8.7,-0.2
2004/3/13,2.0,4.9,-1.5
2004/3/14,2.2,6.5,-2.5
2004/3/15,1.4,6.9,-2.5
2004/3/16,1.6,8.6,-4.3
2004/3/17,5.8,19.5,-3.5
2004/3/18,2.0,5.8,-0.1
2004/3/19,0.9,5.8,-2.5
2004/3/20,1.0,7.8,-4.5
2004/3/21,1.8,9.5,-2.8
2004/3/22,2.7,7.3,-2.2
2004/3/23,4.3,9.5,0.2
2004/3/24,4.2,10.1,-1.3
2004/3/25,5.0,9.6,0.7
2004/3/26,5.3,8.9,2.7
2004/3/27,4.7,8.7,1.3
2004/3/28,5.7,14.4,-1.0
2004/3/29,7.4,18.4,-0.7
2004/3/30,9.0,15.8,2.4
2004/3/31,7.1,9.8,3.9
2004/4/1,6.0,10.8,2.7
2004/4/2,5.2,12.8,1.2
2004/4/3,3.4,6.4,0.1
2004/4/4,3.7,8.3,-0.5
2004/4/5,4.1,11.9,-2.7
2004/4/6,7.8,18.6,-1.2
2004/4/7,7.8,13.6,3.5
2004/4/8,6.0,10.2,0.9
2004/4/9,8.6,17.9,-1.6
2004/4/10,11.2,18.3,4.3
2004/4/11,10.2,19.4,2.3
2004/4/12,11.1,20.3,3.7
2004/4/13,10.0,15.8,6.6
2004/4/14,9.0,15.2,2.8
2004/4/15,9.9,18.5,2.4
2004/4/16,11.8,23.1,1.8
2004/4/17,9.6,14.4,2.9
2004/4/18,11.3,23.9,-1.0
2004/4/19,12.5,19.3,6.4
2004/4/20,12.2,16.2,8.2
2004/4/21,11.0,15.5,5.8
2004/4/22,13.3,23.5,4.2
2004/4/23,9.7,14.5,5.1
2004/4/24,4.7,8.4,0.8
2004/4/25,6.6,12.6,0.3
2004/4/26,10.0,15.4,4.9
2004/4/27,9.3,10.8,7.0
2004/4/28,10.8,16.0,8.5
2004/4/29,11.1,17.8,5.3
2004/4/30,12.9,22.3,2.3
2004/5/1,12.8,17.7,7.5
