É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:27

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1984/1/1,0.9,8.4,-5.7
1984/1/2,1.6,8.8,-5.6
1984/1/3,2.6,7.3,-3.9
1984/1/4,2.6,8.5,-2.5
1984/1/5,0.4,6.7,-5.8
1984/1/6,1.0,7.0,-5.8
1984/1/7,0.5,7.2,-5.3
1984/1/8,-1.9,4.9,-8.4
1984/1/9,0.1,8.3,-7.4
1984/1/10,2.3,9.9,-5.4
1984/1/11,-0.1,5.4,-4.8
1984/1/12,-1.7,5.2,-7.9
1984/1/13,0.2,7.0,-7.3
1984/1/14,1.3,7.3,-4.1
1984/1/15,2.2,9.3,-5.3
1984/1/16,0.0,3.9,-5.3
1984/1/17,-2.5,3.2,-8.4
1984/1/18,-1.6,5.1,-9.7
1984/1/19,-1.9,-1.0,-3.7
1984/1/20,-4.5,0.8,-9.7
1984/1/21,-2.0,1.2,-8.0
1984/1/22,1.6,4.3,-1.5
1984/1/23,0.3,6.7,-5.0
1984/1/24,-1.7,4.4,-6.8
1984/1/25,-2.2,3.3,-8.2
1984/1/26,-0.9,4.1,-6.9
1984/1/27,0.0,6.5,-5.7
1984/1/28,-0.2,5.4,-7.1
1984/1/29,-0.3,6.1,-6.2
1984/1/30,-1.4,3.9,-7.3
1984/1/31,-0.1,1.4,-1.3
1984/2/1,0.8,6.2,-3.3
1984/2/2,0.8,7.8,-5.9
1984/2/3,-1.0,3.5,-5.0
1984/2/4,-3.6,1.4,-8.3
1984/2/5,-3.3,2.8,-10.2
1984/2/6,-1.5,2.2,-6.1
1984/2/7,-3.8,1.8,-9.8
1984/2/8,-3.8,3.6,-9.8
1984/2/9,-3.4,3.1,-10.2
1984/2/10,-1.0,5.7,-6.3
1984/2/11,-1.0,5.5,-6.8
1984/2/12,-0.1,3.6,-4.9
1984/2/13,1.6,4.9,-0.4
1984/2/14,0.8,4.7,-2.7
1984/2/15,0.1,4.4,-4.8
1984/2/16,-1.4,4.4,-6.9
1984/2/17,-1.9,1.5,-4.6
1984/2/18,-1.3,2.9,-5.8
1984/2/19,-1.6,4.4,-7.8
1984/2/20,-1.5,4.1,-8.7
1984/2/21,0.2,6.0,-6.4
1984/2/22,1.3,7.4,-5.8
1984/2/23,0.5,1.9,-0.6
1984/2/24,2.3,7.5,-2.5
1984/2/25,0.1,4.3,-4.9
1984/2/26,0.4,2.3,-1.8
1984/2/27,1.4,7.8,-3.0
1984/2/28,0.1,4.8,-3.4
1984/2/29,-1.1,4.6,-6.0
1984/3/1,-0.5,6.5,-7.8
1984/3/2,1.7,8.0,-5.4
1984/3/3,2.7,9.9,-3.5
1984/3/4,1.3,6.9,-2.8
1984/3/5,1.1,7.2,-4.2
1984/3/6,1.5,9.4,-4.6
1984/3/7,1.0,8.2,-5.4
1984/3/8,1.4,8.3,-5.2
1984/3/9,2.4,8.1,-4.2
1984/3/10,1.3,3.3,-0.9
1984/3/11,0.8,6.2,-3.9
1984/3/12,2.2,11.6,-5.7
1984/3/13,1.4,7.9,-4.8
1984/3/14,0.3,3.2,-1.6
1984/3/15,2.5,8.3,-4.0
1984/3/16,1.6,2.7,0.1
1984/3/17,5.0,12.4,-0.2
1984/3/18,4.4,11.6,-1.0
1984/3/19,1.1,4.7,-1.4
1984/3/20,1.3,3.3,-0.7
1984/3/21,1.6,9.3,-4.4
1984/3/22,2.0,8.3,-3.3
1984/3/23,1.0,7.9,-5.8
1984/3/24,3.3,6.3,-1.5
1984/3/25,6.2,14.1,-0.8
1984/3/26,4.4,12.5,-1.8
1984/3/27,5.0,11.7,-1.5
1984/3/28,3.6,7.1,1.6
1984/3/29,8.1,16.3,0.9
1984/3/30,9.5,17.8,1.0
1984/3/31,7.1,18.4,0.4
1984/4/1,1.9,3.1,0.2
1984/4/2,5.3,12.8,1.6
1984/4/3,4.4,8.4,0.2
1984/4/4,10.9,18.7,-0.3
1984/4/5,11.3,15.1,9.8
1984/4/6,12.1,19.8,4.9
1984/4/7,5.7,12.3,-0.1
1984/4/8,5.4,11.5,0.1
1984/4/9,5.1,10.8,-1.8
1984/4/10,9.2,13.0,3.9
1984/4/11,9.9,13.2,5.3
1984/4/12,9.4,17.2,1.6
1984/4/13,7.8,14.9,-0.3
1984/4/14,8.5,16.4,1.5
1984/4/15,9.6,15.5,0.9
1984/4/16,9.8,13.1,5.2
1984/4/17,10.3,15.5,5.0
1984/4/18,15.4,24.1,8.3
1984/4/19,5.8,13.6,4.0
1984/4/20,11.1,19.2,4.1
1984/4/21,8.8,13.2,4.9
1984/4/22,10.0,14.1,6.0
1984/4/23,11.1,19.2,4.9
1984/4/24,11.2,19.3,1.1
1984/4/25,14.2,22.6,4.2
1984/4/26,15.4,22.0,8.9
1984/4/27,14.8,21.9,9.3
1984/4/28,14.5,22.7,7.2
1984/4/29,10.7,16.6,7.1
1984/4/30,12.1,16.7,7.0
1984/5/1,14.1,18.2,11.2
