ダウンロードした時刻：2019/10/10 16:11:06

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,12.6,16.2,10.3
2000/12/2,11.3,14.2,8.7
2000/12/3,10.9,12.5,8.8
2000/12/4,9.8,12.8,6.7
2000/12/5,9.8,14.6,5.1
2000/12/6,10.0,14.9,6.2
2000/12/7,8.5,11.8,5.3
2000/12/8,9.4,14.2,5.7
2000/12/9,10.6,15.3,6.0
2000/12/10,11.4,12.8,8.7
2000/12/11,8.9,12.2,3.7
2000/12/12,4.9,8.7,1.9
2000/12/13,7.3,10.7,4.1
2000/12/14,8.1,10.4,6.7
2000/12/15,8.9,13.0,5.2
2000/12/16,11.1,15.6,6.2
2000/12/17,9.2,11.3,8.6
2000/12/18,10.7,13.5,6.9
2000/12/19,12.5,16.4,9.7
2000/12/20,9.8,11.9,7.8
2000/12/21,9.1,11.4,7.0
2000/12/22,8.5,12.1,5.8
2000/12/23,9.5,14.4,4.5
2000/12/24,8.2,10.8,6.2
2000/12/25,5.9,10.7,2.1
2000/12/26,4.1,6.9,1.9
2000/12/27,5.4,8.5,2.4
2000/12/28,7.6,10.8,4.5
2000/12/29,6.1,9.5,3.9
2000/12/30,5.8,8.9,1.8
2000/12/31,8.0,9.5,6.1
2001/1/1,5.5,7.1,3.8
2001/1/2,7.5,12.8,3.6
2001/1/3,5.2,8.7,2.2
2001/1/4,3.3,6.5,1.4
2001/1/5,4.2,8.3,1.2
2001/1/6,3.8,6.4,2.4
2001/1/7,4.5,8.5,1.9
2001/1/8,8.8,12.0,6.6
2001/1/9,7.5,11.1,3.4
2001/1/10,9.8,13.9,5.0
2001/1/11,6.7,10.3,3.8
2001/1/12,4.4,7.8,2.2
2001/1/13,3.3,5.1,1.8
2001/1/14,1.5,4.4,-0.7
2001/1/15,-0.1,3.2,-2.6
2001/1/16,0.7,4.0,-1.6
2001/1/17,2.1,5.9,-0.8
2001/1/18,4.3,7.6,1.1
2001/1/19,3.8,6.5,1.8
2001/1/20,3.4,5.6,0.9
2001/1/21,7.0,10.9,3.6
2001/1/22,6.7,8.9,4.6
2001/1/23,6.1,10.6,3.0
2001/1/24,3.8,6.7,1.6
2001/1/25,6.5,9.7,3.9
2001/1/26,7.8,9.6,5.5
2001/1/27,6.2,8.0,5.0
2001/1/28,6.1,9.2,4.1
2001/1/29,4.5,7.8,2.2
2001/1/30,4.7,8.1,2.1
2001/1/31,5.5,8.0,1.7
2001/2/1,6.0,8.1,4.3
2001/2/2,3.8,7.0,1.3
2001/2/3,4.5,8.6,1.2
2001/2/4,5.3,7.4,2.2
2001/2/5,7.2,10.2,4.0
2001/2/6,7.1,8.9,6.1
2001/2/7,6.4,8.0,4.8
2001/2/8,6.1,9.4,3.9
2001/2/9,5.9,9.1,2.9
2001/2/10,5.1,8.8,3.2
2001/2/11,5.2,8.9,1.1
2001/2/12,4.3,6.0,2.7
2001/2/13,4.9,6.6,3.5
2001/2/14,4.3,8.3,1.6
2001/2/15,3.8,7.8,0.5
2001/2/16,4.2,7.8,1.0
2001/2/17,3.3,7.0,-0.5
2001/2/18,6.7,11.7,2.5
2001/2/19,9.2,13.6,3.9
2001/2/20,7.3,10.4,3.5
2001/2/21,8.9,13.3,4.8
2001/2/22,11.1,15.1,7.9
2001/2/23,11.4,16.8,6.3
2001/2/24,9.2,12.1,6.7
2001/2/25,5.3,8.9,2.7
2001/2/26,4.4,8.4,1.5
2001/2/27,6.6,11.7,1.4
2001/2/28,10.3,12.7,8.2
2001/3/1,8.8,10.3,6.4
2001/3/2,6.8,11.1,4.3
2001/3/3,7.6,11.5,3.4
2001/3/4,7.5,11.2,1.7
2001/3/5,5.5,9.4,1.9
2001/3/6,9.3,13.6,4.7
2001/3/7,9.3,13.1,4.5
2001/3/8,4.0,7.8,1.2
2001/3/9,2.2,6.1,0.0
2001/3/10,5.0,9.7,0.0
2001/3/11,4.6,7.4,2.5
2001/3/12,5.0,9.4,0.5
2001/3/13,5.5,9.6,2.5
2001/3/14,10.4,15.9,3.3
2001/3/15,11.7,15.4,6.4
2001/3/16,8.1,12.4,3.5
2001/3/17,10.2,11.8,8.5
2001/3/18,12.5,17.7,9.6
2001/3/19,12.4,16.8,6.8
2001/3/20,13.7,18.5,8.6
2001/3/21,14.3,19.1,10.1
2001/3/22,15.0,20.0,9.1
2001/3/23,14.8,17.7,11.9
2001/3/24,15.1,20.3,8.8
2001/3/25,15.1,16.5,13.8
2001/3/26,13.7,18.2,9.3
2001/3/27,10.8,14.0,7.7
2001/3/28,12.2,14.8,10.4
2001/3/29,11.0,13.9,7.0
2001/3/30,7.9,11.6,5.1
2001/3/31,6.3,10.1,3.9
