ダウンロードした時刻：2019/10/10 15:38:03

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,3.1,9.4,-2.2
2001/12/2,3.0,7.5,-1.7
2001/12/3,3.5,10.7,-2.4
2001/12/4,2.1,6.2,-0.9
2001/12/5,2.3,6.5,-2.9
2001/12/6,1.3,2.2,0.4
2001/12/7,0.9,4.5,-2.8
2001/12/8,2.3,7.1,-1.3
2001/12/9,1.4,4.4,-1.4
2001/12/10,0.8,4.9,-2.9
2001/12/11,0.9,5.0,-3.2
2001/12/12,1.1,5.6,-2.2
2001/12/13,4.0,11.2,-2.4
2001/12/14,1.0,5.4,-1.7
2001/12/15,-0.6,1.5,-2.0
2001/12/16,1.1,3.7,-0.8
2001/12/17,1.2,5.4,-1.5
2001/12/18,0.4,4.7,-2.6
2001/12/19,0.5,4.6,-2.1
2001/12/20,0.1,4.2,-2.7
2001/12/21,0.9,3.6,-0.9
2001/12/22,0.1,0.8,-1.1
2001/12/23,-0.6,2.7,-3.5
2001/12/24,0.2,4.1,-3.4
2001/12/25,0.0,4.1,-3.7
2001/12/26,0.4,5.0,-2.8
2001/12/27,0.0,3.4,-4.6
2001/12/28,-0.4,3.1,-4.1
2001/12/29,-1.1,3.7,-6.4
2001/12/30,3.0,7.2,-2.7
2001/12/31,-0.2,3.0,-2.9
2002/1/1,1.2,10.3,-5.6
2002/1/2,-0.4,3.7,-3.4
2002/1/3,-1.5,2.6,-5.4
2002/1/4,1.6,7.1,-3.1
2002/1/5,0.0,1.7,-1.1
2002/1/6,-0.2,4.4,-3.8
2002/1/7,0.7,5.2,-4.5
2002/1/8,3.8,5.8,1.0
2002/1/9,2.2,4.9,-0.3
2002/1/10,3.4,6.9,0.9
2002/1/11,3.0,5.5,0.5
2002/1/12,2.1,5.5,-0.9
2002/1/13,0.6,6.0,-4.3
2002/1/14,-0.5,3.5,-4.8
2002/1/15,5.1,14.1,-1.4
2002/1/16,2.2,5.5,0.2
2002/1/17,0.5,4.1,-2.5
2002/1/18,0.9,6.4,-3.4
2002/1/19,0.3,4.7,-3.3
2002/1/20,-0.6,3.7,-5.9
2002/1/21,6.1,11.1,0.4
2002/1/22,7.1,10.8,2.4
2002/1/23,3.2,7.6,-0.5
2002/1/24,2.4,5.4,0.2
2002/1/25,0.6,5.3,-2.7
2002/1/26,-0.7,3.8,-5.8
2002/1/27,1.3,5.6,-1.6
2002/1/28,1.8,5.0,-3.0
2002/1/29,-0.5,4.8,-4.6
2002/1/30,-0.1,4.4,-3.6
2002/1/31,-0.8,2.0,-3.2
2002/2/1,-1.2,4.4,-5.8
2002/2/2,2.1,7.9,-3.2
2002/2/3,1.8,5.5,-1.4
2002/2/4,0.0,4.1,-3.2
2002/2/5,2.1,7.4,-2.7
2002/2/6,2.6,7.4,-0.6
2002/2/7,4.4,11.0,-0.9
2002/2/8,6.3,10.3,2.2
2002/2/9,0.9,5.1,-4.6
2002/2/10,-1.1,3.4,-4.3
2002/2/11,-2.5,2.8,-6.3
2002/2/12,-2.9,-0.2,-4.7
2002/2/13,-2.4,3.1,-7.6
2002/2/14,-1.7,3.6,-6.9
2002/2/15,-0.6,4.3,-5.6
2002/2/16,-0.4,5.8,-5.9
2002/2/17,3.6,10.7,-3.4
2002/2/18,2.3,8.8,-2.2
2002/2/19,2.3,7.6,-3.3
2002/2/20,5.3,9.6,0.5
2002/2/21,2.8,8.9,-1.8
2002/2/22,4.3,11.4,-0.2
2002/2/23,4.0,8.1,-0.9
2002/2/24,1.6,6.7,-2.6
2002/2/25,1.1,6.8,-5.1
2002/2/26,2.9,8.7,-1.1
2002/2/27,4.0,11.2,-1.9
2002/2/28,4.4,7.2,0.9
2002/3/1,4.1,9.5,-0.1
2002/3/2,2.0,11.9,-2.6
2002/3/3,-1.0,4.2,-5.5
2002/3/4,0.8,7.3,-4.7
2002/3/5,2.5,8.4,-3.4
2002/3/6,1.7,3.9,0.2
2002/3/7,1.0,6.9,-1.2
2002/3/8,1.1,6.8,-2.8
2002/3/9,5.9,11.9,-3.6
2002/3/10,8.0,12.8,1.0
2002/3/11,3.9,9.5,-1.3
2002/3/12,3.4,10.2,0.4
2002/3/13,4.2,10.6,-2.3
2002/3/14,9.8,17.8,0.0
2002/3/15,9.1,13.0,5.2
2002/3/16,5.6,10.8,2.1
2002/3/17,9.4,16.2,1.0
2002/3/18,4.5,8.0,1.9
2002/3/19,4.2,11.1,0.7
2002/3/20,6.7,12.7,0.9
2002/3/21,10.0,17.5,0.3
2002/3/22,9.4,12.0,6.3
2002/3/23,5.9,11.1,2.0
2002/3/24,4.3,10.0,0.0
2002/3/25,3.3,9.3,-1.4
2002/3/26,8.7,15.3,-0.2
2002/3/27,6.7,9.9,2.5
2002/3/28,5.3,10.9,1.0
2002/3/29,9.2,18.1,1.5
2002/3/30,9.9,14.4,6.7
2002/3/31,7.3,11.0,4.5
