ダウンロードした時刻：2019/10/10 15:57:42

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,8.5,12.7,4.4
1987/12/2,4.7,8.0,2.0
1987/12/3,5.8,9.5,2.4
1987/12/4,6.1,8.9,3.9
1987/12/5,7.4,11.7,3.7
1987/12/6,6.2,10.7,4.1
1987/12/7,6.6,11.4,2.5
1987/12/8,7.0,9.3,4.3
1987/12/9,8.0,9.5,4.4
1987/12/10,11.1,15.4,7.1
1987/12/11,11.4,14.0,9.3
1987/12/12,11.1,14.3,9.2
1987/12/13,7.1,10.6,2.9
1987/12/14,6.5,12.1,1.8
1987/12/15,8.1,13.1,3.5
1987/12/16,9.3,12.1,7.4
1987/12/17,8.1,12.3,4.2
1987/12/18,6.8,10.8,3.2
1987/12/19,8.8,13.7,3.9
1987/12/20,9.0,13.5,4.7
1987/12/21,8.6,12.0,6.2
1987/12/22,8.3,13.1,3.4
1987/12/23,9.6,14.5,5.3
1987/12/24,10.2,15.3,5.9
1987/12/25,10.6,17.4,3.5
1987/12/26,13.0,18.5,7.5
1987/12/27,12.7,18.7,6.9
1987/12/28,12.8,18.0,8.4
1987/12/29,13.6,19.0,9.8
1987/12/30,11.7,17.9,5.8
1987/12/31,6.5,11.0,3.3
1988/1/1,8.2,13.9,1.6
1988/1/2,11.6,16.1,7.0
1988/1/3,10.7,14.4,6.8
1988/1/4,10.0,14.9,5.9
1988/1/5,6.9,9.3,5.1
1988/1/6,5.4,10.1,2.1
1988/1/7,8.0,12.1,2.8
1988/1/8,9.3,12.4,7.8
1988/1/9,7.2,9.8,3.7
1988/1/10,3.5,6.8,1.8
1988/1/11,4.0,6.7,0.9
1988/1/12,6.5,10.9,1.3
1988/1/13,8.4,13.4,4.2
1988/1/14,8.5,14.9,2.9
1988/1/15,10.5,16.2,5.5
1988/1/16,9.9,14.0,6.2
1988/1/17,7.4,11.4,4.2
1988/1/18,5.6,9.7,2.2
1988/1/19,5.1,8.9,0.1
1988/1/20,7.8,13.5,3.4
1988/1/21,9.1,13.3,2.6
1988/1/22,12.3,15.8,8.7
1988/1/23,7.3,13.3,1.9
1988/1/24,2.5,5.8,0.0
1988/1/25,4.3,8.2,0.3
1988/1/26,5.6,9.3,2.7
1988/1/27,6.2,9.8,3.5
1988/1/28,5.6,9.5,2.9
1988/1/29,6.7,9.8,1.8
1988/1/30,7.6,10.7,4.5
1988/1/31,7.0,10.4,4.5
1988/2/1,5.3,9.6,1.8
1988/2/2,5.8,11.1,2.0
1988/2/3,-0.1,2.7,-1.5
1988/2/4,2.5,6.7,-1.6
1988/2/5,9.4,13.2,2.2
1988/2/6,9.3,13.5,4.0
1988/2/7,1.7,4.3,-0.1
1988/2/8,2.3,6.8,-0.8
1988/2/9,3.6,7.6,-0.4
1988/2/10,3.5,8.0,1.0
1988/2/11,4.4,9.3,-0.4
1988/2/12,5.9,10.5,3.5
1988/2/13,5.7,9.9,2.2
1988/2/14,5.9,11.7,2.1
1988/2/15,4.4,8.3,1.0
1988/2/16,3.4,7.9,0.3
1988/2/17,3.3,8.0,-0.6
1988/2/18,3.4,7.8,-0.7
1988/2/19,3.6,8.7,-0.4
1988/2/20,5.7,10.8,1.2
1988/2/21,4.9,9.8,1.8
1988/2/22,5.8,9.8,2.0
1988/2/23,8.7,11.7,6.0
1988/2/24,8.8,13.5,6.3
1988/2/25,8.0,11.6,5.8
1988/2/26,7.2,9.3,5.7
1988/2/27,4.9,6.2,3.6
1988/2/28,5.9,10.9,1.1
1988/2/29,7.7,11.3,2.7
1988/3/1,8.9,11.1,6.4
1988/3/2,8.9,12.5,6.8
1988/3/3,6.0,10.5,1.0
1988/3/4,4.5,10.2,0.3
1988/3/5,6.0,10.4,0.5
1988/3/6,6.9,11.0,3.3
1988/3/7,5.7,9.8,2.0
1988/3/8,4.1,8.6,0.4
1988/3/9,5.4,9.7,1.1
1988/3/10,7.5,12.5,2.8
1988/3/11,11.0,16.2,2.8
1988/3/12,13.2,17.7,8.8
1988/3/13,11.2,16.7,6.6
1988/3/14,12.6,19.0,5.6
1988/3/15,11.1,16.1,4.7
1988/3/16,7.2,11.8,1.5
1988/3/17,8.7,10.7,6.9
1988/3/18,9.9,14.1,7.4
1988/3/19,11.2,16.9,5.7
1988/3/20,11.2,15.8,7.2
1988/3/21,9.2,11.5,8.1
1988/3/22,11.9,15.7,8.6
1988/3/23,11.3,15.8,8.9
1988/3/24,9.7,14.6,6.4
1988/3/25,9.3,11.7,6.0
1988/3/26,9.0,10.3,7.3
1988/3/27,8.7,14.0,4.8
1988/3/28,11.1,16.2,3.8
1988/3/29,9.5,12.1,7.4
1988/3/30,9.9,12.9,8.8
1988/3/31,8.6,11.0,7.1
