ダウンロードした時刻：2019/10/10 16:22:09

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,7.2,12.7,2.2
1989/12/2,8.4,15.8,0.9
1989/12/3,9.9,18.4,3.4
1989/12/4,11.2,19.1,4.6
1989/12/5,11.3,18.7,6.4
1989/12/6,10.9,17.4,5.8
1989/12/7,12.2,19.6,4.6
1989/12/8,8.8,12.8,6.6
1989/12/9,8.2,12.2,3.7
1989/12/10,6.9,13.1,1.4
1989/12/11,8.8,15.3,2.3
1989/12/12,11.7,15.3,7.6
1989/12/13,9.2,12.3,5.4
1989/12/14,8.3,12.5,4.3
1989/12/15,8.3,12.0,3.3
1989/12/16,7.6,15.1,0.7
1989/12/17,8.3,15.2,2.3
1989/12/18,9.6,15.3,4.1
1989/12/19,8.5,10.7,4.5
1989/12/20,6.4,12.8,0.8
1989/12/21,10.1,14.8,5.9
1989/12/22,9.2,12.7,5.9
1989/12/23,9.0,13.7,4.0
1989/12/24,9.8,13.2,6.4
1989/12/25,10.9,14.6,6.5
1989/12/26,9.5,12.9,6.7
1989/12/27,6.1,8.8,3.7
1989/12/28,5.5,9.9,0.1
1989/12/29,6.1,10.7,3.3
1989/12/30,6.2,9.8,4.1
1989/12/31,4.8,7.4,3.1
1990/1/1,5.5,11.4,0.9
1990/1/2,6.7,10.6,3.1
1990/1/3,4.8,7.6,2.5
1990/1/4,4.3,10.5,0.2
1990/1/5,5.0,11.8,-2.3
1990/1/6,7.3,12.9,4.2
1990/1/7,6.5,11.1,1.0
1990/1/8,6.5,10.9,3.1
1990/1/9,9.6,12.4,6.0
1990/1/10,12.6,17.5,10.0
1990/1/11,9.2,12.0,6.4
1990/1/12,9.0,12.8,6.1
1990/1/13,6.1,8.9,0.4
1990/1/14,4.6,11.2,-0.9
1990/1/15,3.3,7.8,-0.8
1990/1/16,5.6,9.0,2.2
1990/1/17,4.8,10.4,0.6
1990/1/18,8.5,15.9,1.1
1990/1/19,9.0,11.8,6.1
1990/1/20,4.9,8.4,2.6
1990/1/21,3.0,7.6,0.1
1990/1/22,4.4,10.4,-1.2
1990/1/23,1.3,4.8,-1.0
1990/1/24,-0.6,5.5,-3.9
1990/1/25,-0.1,3.4,-2.5
1990/1/26,0.9,6.1,-4.6
1990/1/27,2.1,8.0,-2.5
1990/1/28,3.7,8.3,-2.8
1990/1/29,11.4,16.7,5.6
1990/1/30,9.3,11.7,7.8
1990/1/31,6.1,7.9,5.2
1990/2/1,6.5,7.6,5.3
1990/2/2,5.9,9.2,1.4
1990/2/3,6.7,7.8,4.9
1990/2/4,8.2,9.2,7.3
1990/2/5,8.3,11.9,4.7
1990/2/6,7.4,9.5,4.6
1990/2/7,9.1,13.5,5.9
1990/2/8,7.3,8.7,5.4
1990/2/9,7.5,11.5,2.6
1990/2/10,9.9,18.3,0.8
1990/2/11,12.1,15.3,8.4
1990/2/12,8.8,13.6,4.9
1990/2/13,6.7,10.9,1.4
1990/2/14,7.0,8.2,5.2
1990/2/15,9.0,12.0,7.0
1990/2/16,9.6,13.1,7.4
1990/2/17,7.2,12.8,2.0
1990/2/18,8.8,12.8,3.3
1990/2/19,14.0,17.2,10.2
1990/2/20,12.5,18.3,7.4
1990/2/21,9.5,14.2,4.2
1990/2/22,10.8,14.6,7.3
1990/2/23,11.8,13.6,10.7
1990/2/24,11.0,14.2,10.0
1990/2/25,9.9,11.2,9.1
1990/2/26,11.0,14.4,8.9
1990/2/27,9.6,12.3,7.2
1990/2/28,7.8,9.5,6.7
1990/3/1,7.8,8.9,6.5
1990/3/2,10.1,11.8,8.6
1990/3/3,9.3,10.7,8.0
1990/3/4,9.7,14.3,5.9
1990/3/5,8.5,14.3,4.8
1990/3/6,9.0,14.8,2.6
1990/3/7,8.8,13.7,4.5
1990/3/8,7.6,12.3,3.7
1990/3/9,7.5,14.7,0.9
1990/3/10,9.8,17.8,1.7
1990/3/11,12.6,19.6,4.3
1990/3/12,11.0,16.8,7.2
1990/3/13,8.2,13.6,2.0
1990/3/14,10.5,15.8,3.4
1990/3/15,15.2,20.9,9.5
1990/3/16,10.8,15.2,6.4
1990/3/17,9.0,14.6,4.1
1990/3/18,9.8,13.6,5.2
1990/3/19,10.0,16.6,2.7
1990/3/20,11.8,18.6,3.9
1990/3/21,11.5,17.0,5.1
1990/3/22,11.6,16.2,5.6
1990/3/23,15.3,20.9,8.7
1990/3/24,14.2,18.5,10.9
1990/3/25,10.1,11.8,7.8
1990/3/26,9.0,14.4,5.4
1990/3/27,10.5,15.1,2.9
1990/3/28,12.1,14.5,10.6
1990/3/29,13.5,15.9,11.7
1990/3/30,12.6,15.6,9.5
1990/3/31,13.3,16.8,10.6
