ダウンロードした時刻：2019/10/10 16:05:37

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,3.3,9.6,-0.2
1987/12/2,1.6,4.0,-0.2
1987/12/3,3.7,8.5,0.0
1987/12/4,3.6,6.3,2.2
1987/12/5,4.5,7.9,1.8
1987/12/6,4.3,7.0,2.6
1987/12/7,3.6,7.0,1.5
1987/12/8,4.4,12.0,0.2
1987/12/9,5.0,7.3,1.8
1987/12/10,5.6,10.0,3.5
1987/12/11,5.8,8.0,3.6
1987/12/12,6.3,8.0,5.1
1987/12/13,6.2,10.2,4.3
1987/12/14,7.0,11.7,3.9
1987/12/15,6.9,13.8,0.7
1987/12/16,6.1,11.8,1.3
1987/12/17,5.5,8.4,0.7
1987/12/18,4.2,9.0,0.9
1987/12/19,5.4,13.4,0.0
1987/12/20,5.7,13.6,-0.4
1987/12/21,6.6,9.7,3.8
1987/12/22,6.4,13.9,0.9
1987/12/23,6.7,12.6,2.0
1987/12/24,3.8,13.5,0.3
1987/12/25,6.7,19.3,-1.5
1987/12/26,9.7,19.1,5.4
1987/12/27,7.6,18.5,3.3
1987/12/28,7.9,19.5,1.9
1987/12/29,8.9,19.7,2.2
1987/12/30,5.8,11.9,3.2
1987/12/31,3.7,8.1,-0.4
1988/1/1,3.6,12.5,-1.0
1988/1/2,6.7,9.3,2.8
1988/1/3,7.0,10.9,2.4
1988/1/4,4.3,7.3,0.5
1988/1/5,3.9,7.0,2.4
1988/1/6,3.7,7.5,-1.6
1988/1/7,1.7,4.3,-2.7
1988/1/8,7.1,11.9,3.5
1988/1/9,3.6,7.3,0.3
1988/1/10,0.8,2.4,0.3
1988/1/11,1.4,4.0,-0.2
1988/1/12,2.0,6.6,-0.7
1988/1/13,2.1,10.8,-2.7
1988/1/14,3.6,14.6,-3.0
1988/1/15,4.2,6.7,1.7
1988/1/16,7.4,13.4,4.3
1988/1/17,4.9,7.8,2.6
1988/1/18,4.2,6.1,2.4
1988/1/19,4.0,9.0,0.4
1988/1/20,4.1,14.0,-2.2
1988/1/21,4.9,11.1,-1.6
1988/1/22,8.5,14.7,4.5
1988/1/23,2.2,10.4,-2.1
1988/1/24,0.0,2.6,-2.5
1988/1/25,2.5,7.2,-1.0
1988/1/26,3.0,7.4,-0.9
1988/1/27,3.0,8.0,0.0
1988/1/28,3.1,8.5,-0.1
1988/1/29,5.2,14.4,-2.2
1988/1/30,6.4,10.6,3.5
1988/1/31,3.0,5.8,1.8
1988/2/1,3.4,9.6,-0.4
1988/2/2,2.2,10.9,-2.0
1988/2/3,-1.9,0.0,-2.9
1988/2/4,1.5,6.0,-3.2
1988/2/5,6.5,12.9,1.6
1988/2/6,3.8,10.5,-0.5
1988/2/7,-0.6,2.4,-1.7
1988/2/8,-0.2,2.4,-2.0
1988/2/9,-0.5,2.4,-3.7
1988/2/10,0.7,3.0,-1.0
1988/2/11,0.9,2.7,-0.6
1988/2/12,2.0,6.9,-0.8
1988/2/13,3.4,9.1,0.2
1988/2/14,2.4,7.5,0.3
1988/2/15,0.8,2.7,0.1
1988/2/16,0.5,1.6,0.1
1988/2/17,0.5,3.5,-0.8
1988/2/18,0.3,3.7,-1.1
1988/2/19,1.1,4.4,-1.7
1988/2/20,1.1,5.8,-3.3
1988/2/21,2.3,3.8,0.5
1988/2/22,3.2,9.8,-1.5
1988/2/23,3.5,5.8,1.9
1988/2/24,3.7,7.2,1.4
1988/2/25,3.5,7.8,0.5
1988/2/26,3.6,7.6,0.7
1988/2/27,3.5,6.7,1.4
1988/2/28,4.0,8.2,0.7
1988/2/29,3.9,8.3,0.6
1988/3/1,3.9,5.4,2.5
1988/3/2,5.1,11.1,2.9
1988/3/3,1.1,3.0,-0.8
1988/3/4,1.2,4.5,-1.9
1988/3/5,2.7,8.0,-0.5
1988/3/6,2.0,7.4,-1.9
1988/3/7,0.7,3.1,-0.7
1988/3/8,1.5,6.8,-2.8
1988/3/9,3.3,8.1,0.3
1988/3/10,5.0,11.8,1.0
1988/3/11,9.7,17.4,-1.8
1988/3/12,8.8,14.4,4.2
1988/3/13,8.2,18.0,1.4
1988/3/14,9.3,16.7,3.2
1988/3/15,5.5,9.7,2.1
1988/3/16,3.1,5.2,1.8
1988/3/17,1.4,2.1,0.6
1988/3/18,4.7,11.1,0.9
1988/3/19,5.4,11.3,-1.2
1988/3/20,6.9,9.7,4.4
1988/3/21,7.0,10.5,3.4
1988/3/22,9.7,13.0,7.3
1988/3/23,8.6,11.9,6.6
1988/3/24,5.7,10.9,1.6
1988/3/25,4.7,6.8,1.6
1988/3/26,6.4,7.6,5.1
1988/3/27,5.5,10.2,0.2
1988/3/28,6.5,16.5,-2.6
1988/3/29,7.9,11.6,4.4
1988/3/30,9.0,10.9,8.1
1988/3/31,7.6,11.7,1.2
