ダウンロードした時刻：2019/10/10 16:09:41

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,11.8,18.5,7.4
2010/12/2,11.6,17.9,7.1
2010/12/3,11.9,14.9,8.4
2010/12/4,8.4,13.8,3.4
2010/12/5,8.8,16.0,3.5
2010/12/6,10.6,16.9,5.2
2010/12/7,9.3,11.3,5.9
2010/12/8,7.3,12.2,2.5
2010/12/9,6.1,9.6,4.0
2010/12/10,7.0,12.3,2.0
2010/12/11,9.3,16.3,5.6
2010/12/12,8.2,13.7,2.4
2010/12/13,8.6,11.5,7.1
2010/12/14,12.0,16.2,9.9
2010/12/15,5.0,10.0,2.3
2010/12/16,3.2,6.6,1.7
2010/12/17,5.4,9.2,1.7
2010/12/18,7.5,12.2,3.9
2010/12/19,7.0,12.8,2.4
2010/12/20,10.5,16.6,7.1
2010/12/21,8.1,9.3,6.1
2010/12/22,10.3,16.0,6.6
2010/12/23,9.0,14.7,5.2
2010/12/24,5.9,9.4,2.4
2010/12/25,2.2,4.5,0.8
2010/12/26,3.6,6.6,1.7
2010/12/27,3.9,7.4,1.3
2010/12/28,5.1,11.0,0.7
2010/12/29,4.3,9.0,0.8
2010/12/30,3.0,8.7,0.2
2010/12/31,1.5,5.6,-0.5
2011/1/1,2.3,6.8,-1.9
2011/1/2,6.0,11.6,2.6
2011/1/3,5.2,10.4,1.3
2011/1/4,5.4,11.1,1.7
2011/1/5,4.6,8.5,-0.1
2011/1/6,4.1,7.4,1.9
2011/1/7,3.4,6.5,1.4
2011/1/8,4.1,9.5,-0.6
2011/1/9,4.6,9.4,1.6
2011/1/10,2.8,5.6,0.8
2011/1/11,3.5,8.7,-0.4
2011/1/12,2.4,5.7,0.2
2011/1/13,2.5,7.2,-0.5
2011/1/14,3.0,8.7,-1.9
2011/1/15,1.8,7.2,-3.3
2011/1/16,-1.9,2.0,-4.6
2011/1/17,1.1,8.2,-4.1
2011/1/18,2.5,7.4,-1.8
2011/1/19,3.4,7.9,1.2
2011/1/20,3.0,7.4,0.5
2011/1/21,4.0,8.1,0.9
2011/1/22,3.5,10.1,-0.5
2011/1/23,3.7,8.3,-0.2
2011/1/24,3.2,8.2,0.4
2011/1/25,3.3,8.7,-0.8
2011/1/26,1.9,4.8,0.0
2011/1/27,2.1,7.2,-2.0
2011/1/28,3.4,8.1,0.4
2011/1/29,1.3,7.6,-1.8
2011/1/30,-0.9,2.8,-2.6
2011/1/31,-0.1,4.8,-4.0
2011/2/1,3.2,9.8,-1.5
2011/2/2,5.1,10.4,0.8
2011/2/3,5.5,12.1,0.2
2011/2/4,5.6,12.1,0.5
2011/2/5,6.6,13.4,1.8
2011/2/6,5.9,11.7,1.1
2011/2/7,7.0,13.8,2.2
2011/2/8,5.4,10.2,1.0
2011/2/9,7.2,11.3,4.6
2011/2/10,4.5,7.2,2.0
2011/2/11,4.4,6.3,2.9
2011/2/12,3.2,6.4,0.6
2011/2/13,3.0,7.4,0.0
2011/2/14,2.0,2.8,1.0
2011/2/15,4.1,8.1,0.9
2011/2/16,5.3,11.3,-0.9
2011/2/17,7.2,9.0,5.1
2011/2/18,7.5,11.0,3.1
2011/2/19,4.9,10.5,-0.2
2011/2/20,7.6,14.2,3.3
2011/2/21,8.2,15.8,3.2
2011/2/22,7.7,14.5,2.1
2011/2/23,10.1,15.7,4.8
2011/2/24,11.7,17.5,8.1
2011/2/25,12.1,20.4,7.4
2011/2/26,8.8,15.5,3.3
2011/2/27,10.0,14.9,5.8
2011/2/28,11.4,14.8,9.7
2011/3/1,9.5,11.1,8.3
2011/3/2,6.8,11.3,3.2
2011/3/3,3.0,5.9,1.1
2011/3/4,4.0,10.2,-0.1
2011/3/5,4.9,11.3,-0.6
2011/3/6,5.5,7.7,2.3
2011/3/7,7.3,12.7,4.0
2011/3/8,6.1,12.0,2.0
2011/3/9,4.9,11.8,0.6
2011/3/10,4.9,11.6,0.1
2011/3/11,6.0,12.6,1.0
2011/3/12,6.9,12.8,0.9
2011/3/13,10.3,18.1,3.6
2011/3/14,12.0,17.6,7.0
2011/3/15,11.3,16.3,7.1
2011/3/16,3.7,8.2,0.3
2011/3/17,2.8,8.1,-0.5
2011/3/18,5.7,11.1,-0.6
2011/3/19,11.4,17.8,4.9
2011/3/20,10.9,13.1,8.6
2011/3/21,11.0,13.2,9.5
2011/3/22,9.1,14.3,5.6
2011/3/23,6.6,12.5,2.5
2011/3/24,6.9,14.2,2.2
2011/3/25,4.9,12.3,1.1
2011/3/26,5.1,11.5,2.0
2011/3/27,5.3,11.8,0.2
2011/3/28,7.7,14.8,1.4
2011/3/29,7.9,14.2,3.3
2011/3/30,9.0,15.2,3.3
2011/3/31,10.4,17.5,3.5
