ダウンロードした時刻：2019/10/10 15:36:53

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,-1.3,0.8,-4.6
1985/12/2,1.0,3.0,0.1
1985/12/3,1.4,3.8,-0.7
1985/12/4,4.5,7.9,0.3
1985/12/5,2.7,5.9,-0.4
1985/12/6,1.4,5.7,-0.8
1985/12/7,-0.1,4.4,-4.7
1985/12/8,1.3,2.3,0.1
1985/12/9,0.4,4.6,-3.5
1985/12/10,-4.4,-2.5,-7.0
1985/12/11,-3.8,-0.6,-8.3
1985/12/12,-2.0,3.1,-5.3
1985/12/13,-0.2,3.4,-5.2
1985/12/14,-1.1,1.4,-4.3
1985/12/15,-5.5,-1.3,-11.1
1985/12/16,-7.0,-2.9,-11.6
1985/12/17,-4.7,1.0,-11.0
1985/12/18,-2.3,2.0,-7.1
1985/12/19,-0.4,3.9,-2.3
1985/12/20,-1.0,1.8,-3.3
1985/12/21,-2.3,1.8,-6.1
1985/12/22,-2.8,0.9,-7.0
1985/12/23,1.1,7.3,-2.4
1985/12/24,-2.5,0.0,-3.9
1985/12/25,-1.5,2.4,-4.2
1985/12/26,-0.6,1.6,-4.3
1985/12/27,-1.8,2.0,-4.1
1985/12/28,-0.9,2.0,-4.1
1985/12/29,1.5,5.1,-3.8
1985/12/30,5.8,8.8,0.7
1985/12/31,4.4,11.9,-1.7
1986/1/1,0.1,1.7,-2.1
1986/1/2,-2.9,0.3,-5.6
1986/1/3,-2.7,0.1,-5.3
1986/1/4,0.4,3.0,-3.2
1986/1/5,-1.9,2.7,-5.9
1986/1/6,-4.6,-3.6,-6.1
1986/1/7,-1.4,1.1,-4.4
1986/1/8,-0.4,3.3,-3.4
1986/1/9,-0.9,2.3,-3.9
1986/1/10,-3.1,0.3,-7.0
1986/1/11,-5.1,1.0,-10.2
1986/1/12,-4.8,0.8,-8.5
1986/1/13,-3.5,-0.5,-8.3
1986/1/14,-4.4,-2.2,-6.5
1986/1/15,-2.9,0.5,-6.7
1986/1/16,-3.5,1.5,-10.3
1986/1/17,-0.5,5.2,-4.3
1986/1/18,-0.8,3.5,-5.5
1986/1/19,-2.1,2.0,-7.2
1986/1/20,-1.9,-0.3,-3.7
1986/1/21,-5.1,-1.4,-8.7
1986/1/22,-8.7,-5.0,-12.5
1986/1/23,-6.8,-5.1,-10.0
1986/1/24,-6.9,-2.8,-12.0
1986/1/25,-6.0,-2.0,-9.2
1986/1/26,-6.4,-2.5,-12.0
1986/1/27,-6.3,-3.7,-8.6
1986/1/28,-5.8,-3.3,-9.3
1986/1/29,-4.2,-0.5,-9.5
1986/1/30,-4.9,-1.1,-9.8
1986/1/31,-2.5,2.9,-6.5
1986/2/1,-4.1,-0.2,-6.4
1986/2/2,-6.8,-2.2,-12.7
1986/2/3,-6.1,-0.5,-11.7
1986/2/4,-7.0,-0.6,-14.0
1986/2/5,-7.4,-2.5,-11.9
1986/2/6,-7.7,-2.5,-12.1
1986/2/7,-7.3,-1.1,-13.1
1986/2/8,-6.8,0.0,-14.8
1986/2/9,-5.4,-0.1,-9.4
1986/2/10,-5.2,-1.1,-10.0
1986/2/11,-4.2,0.9,-8.8
1986/2/12,-3.2,2.4,-11.0
1986/2/13,-0.9,0.2,-4.0
1986/2/14,-0.8,1.7,-4.6
1986/2/15,-1.8,-0.3,-2.8
1986/2/16,-3.4,0.2,-8.5
1986/2/17,-4.3,0.3,-9.8
1986/2/18,-3.5,1.3,-10.1
1986/2/19,-2.2,1.5,-4.3
1986/2/20,-2.6,0.1,-7.8
1986/2/21,-2.9,0.6,-5.4
1986/2/22,-3.9,0.3,-8.7
1986/2/23,-0.3,4.4,-4.6
1986/2/24,-1.9,2.5,-5.7
1986/2/25,-4.1,1.0,-7.8
1986/2/26,-1.4,3.1,-5.9
1986/2/27,0.0,4.8,-5.4
1986/2/28,0.3,3.7,-3.4
1986/3/1,-0.9,3.5,-4.7
1986/3/2,0.4,3.7,-2.3
1986/3/3,-1.9,2.5,-6.4
1986/3/4,-4.0,0.9,-10.4
1986/3/5,-1.7,0.6,-5.6
1986/3/6,-1.0,4.1,-4.0
1986/3/7,-0.3,4.8,-7.7
1986/3/8,0.4,6.1,-5.2
1986/3/9,2.0,10.9,-6.0
1986/3/10,3.2,6.8,-0.1
1986/3/11,2.8,5.1,0.7
1986/3/12,2.0,5.5,0.0
1986/3/13,2.5,7.5,-1.6
1986/3/14,1.3,7.3,-3.4
1986/3/15,1.3,4.9,-4.3
1986/3/16,2.4,7.6,-0.7
1986/3/17,0.5,4.3,-1.1
1986/3/18,1.7,6.7,-2.5
1986/3/19,-0.2,1.6,-3.9
1986/3/20,2.3,4.0,0.7
1986/3/21,2.8,6.3,1.0
1986/3/22,2.9,8.0,-0.7
1986/3/23,1.7,5.1,-0.4
1986/3/24,2.2,5.9,-0.9
1986/3/25,2.2,7.6,-1.9
1986/3/26,2.7,8.8,-4.0
1986/3/27,4.3,9.7,-1.8
1986/3/28,3.4,8.4,0.6
1986/3/29,3.7,8.7,0.2
1986/3/30,3.7,9.0,-1.1
1986/3/31,4.5,9.1,0.9
