ダウンロードした時刻：2019/10/10 16:06:35

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,7.4,12.8,4.6
2006/12/2,6.7,13.8,2.6
2006/12/3,5.5,9.1,2.7
2006/12/4,4.9,8.5,2.4
2006/12/5,6.4,11.9,2.3
2006/12/6,6.7,12.2,2.9
2006/12/7,7.6,10.0,4.0
2006/12/8,10.3,11.5,8.2
2006/12/9,9.4,11.3,8.1
2006/12/10,8.5,10.3,6.1
2006/12/11,6.2,9.9,4.6
2006/12/12,7.7,11.1,4.7
2006/12/13,8.0,9.2,5.2
2006/12/14,8.9,10.4,7.4
2006/12/15,9.0,14.8,5.8
2006/12/16,7.6,12.2,4.5
2006/12/17,7.9,13.4,1.7
2006/12/18,4.3,7.9,1.6
2006/12/19,5.0,11.2,2.2
2006/12/20,5.4,12.0,2.2
2006/12/21,6.9,11.0,3.8
2006/12/22,7.7,13.0,4.7
2006/12/23,8.4,13.2,5.4
2006/12/24,7.8,11.2,2.7
2006/12/25,5.4,12.1,1.7
2006/12/26,7.2,11.3,3.0
2006/12/27,11.2,14.4,6.0
2006/12/28,5.8,9.3,0.5
2006/12/29,0.9,2.9,-0.9
2006/12/30,2.9,5.9,0.7
2006/12/31,4.7,8.7,-0.2
2007/1/1,2.9,10.0,-1.8
2007/1/2,5.1,7.5,2.2
2007/1/3,8.1,11.0,4.9
2007/1/4,8.3,9.9,5.1
2007/1/5,7.3,11.2,3.4
2007/1/6,7.4,13.9,2.8
2007/1/7,3.2,7.1,0.4
2007/1/8,2.1,5.7,0.5
2007/1/9,2.9,6.2,0.4
2007/1/10,4.1,9.2,0.4
2007/1/11,4.3,7.0,2.1
2007/1/12,4.4,10.1,1.2
2007/1/13,3.3,6.0,0.6
2007/1/14,4.0,6.8,1.7
2007/1/15,4.2,11.0,0.7
2007/1/16,5.4,11.0,0.0
2007/1/17,6.5,8.8,5.0
2007/1/18,6.1,9.7,4.4
2007/1/19,5.3,8.3,0.0
2007/1/20,3.6,9.3,-0.7
2007/1/21,4.9,10.1,1.1
2007/1/22,5.0,7.9,0.9
2007/1/23,5.6,8.5,0.8
2007/1/24,4.6,10.3,-0.1
2007/1/25,4.7,10.8,-0.2
2007/1/26,5.4,14.1,-1.8
2007/1/27,5.8,9.1,2.4
2007/1/28,4.4,10.0,1.7
2007/1/29,4.2,10.7,-0.6
2007/1/30,6.5,14.7,0.8
2007/1/31,6.8,11.9,1.2
2007/2/1,3.3,8.7,0.0
2007/2/2,1.0,2.4,-0.2
2007/2/3,3.7,9.0,-0.4
2007/2/4,4.6,8.2,-1.1
2007/2/5,5.4,15.8,-2.4
2007/2/6,8.5,16.0,2.2
2007/2/7,6.1,11.7,0.8
2007/2/8,4.8,10.0,-1.2
2007/2/9,9.1,12.5,6.3
2007/2/10,8.0,10.7,4.0
2007/2/11,4.2,7.6,1.8
2007/2/12,5.7,12.5,1.7
2007/2/13,5.9,14.1,0.4
2007/2/14,13.2,17.8,7.2
2007/2/15,6.0,8.4,3.9
2007/2/16,5.4,8.5,-0.4
2007/2/17,2.5,6.3,-1.7
2007/2/18,7.5,10.0,4.3
2007/2/19,7.3,10.1,3.6
2007/2/20,5.2,12.2,-0.4
2007/2/21,5.8,13.6,-0.2
2007/2/22,8.5,17.5,0.5
2007/2/23,9.1,14.2,6.6
2007/2/24,5.6,7.4,3.1
2007/2/25,5.5,7.8,2.5
2007/2/26,6.4,13.7,0.1
2007/2/27,8.9,18.0,2.5
2007/2/28,6.9,8.4,5.2
2007/3/1,6.4,11.1,1.1
2007/3/2,5.9,13.7,-0.1
2007/3/3,10.6,15.0,4.9
2007/3/4,15.1,22.2,9.3
2007/3/5,16.2,19.4,11.5
2007/3/6,5.1,11.6,0.4
2007/3/7,2.8,7.6,-0.6
2007/3/8,3.2,8.9,-1.2
2007/3/9,5.0,11.4,-1.1
2007/3/10,8.0,16.5,-0.2
2007/3/11,4.7,9.2,0.6
2007/3/12,2.0,3.6,0.2
2007/3/13,3.1,8.2,0.1
2007/3/14,5.1,10.2,0.4
2007/3/15,4.6,8.1,1.2
2007/3/16,5.6,9.4,0.4
2007/3/17,6.0,8.0,4.2
2007/3/18,4.9,8.0,1.0
2007/3/19,3.6,6.3,1.1
2007/3/20,4.6,9.0,1.4
2007/3/21,5.5,13.1,-1.4
2007/3/22,7.5,16.9,0.8
2007/3/23,9.5,17.7,4.6
2007/3/24,13.1,17.1,6.8
2007/3/25,12.9,16.5,6.1
2007/3/26,10.2,17.3,3.8
2007/3/27,11.1,16.6,6.6
2007/3/28,12.3,17.8,8.6
2007/3/29,12.9,16.1,9.9
2007/3/30,11.2,19.7,4.7
2007/3/31,12.7,19.8,3.9
