ダウンロードした時刻：2019/10/10 15:59:15

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,10.2,12.5,8.1
1997/12/2,10.6,13.1,6.2
1997/12/3,5.5,8.5,3.4
1997/12/4,7.0,10.1,3.5
1997/12/5,8.2,12.4,3.9
1997/12/6,10.1,14.0,5.6
1997/12/7,12.8,15.3,10.6
1997/12/8,12.8,13.9,11.3
1997/12/9,13.9,15.8,11.8
1997/12/10,11.2,15.5,7.1
1997/12/11,7.8,11.1,4.4
1997/12/12,9.1,12.6,4.6
1997/12/13,7.5,11.1,5.0
1997/12/14,7.5,11.2,3.8
1997/12/15,9.6,14.9,3.8
1997/12/16,10.6,14.2,7.9
1997/12/17,8.3,10.4,6.0
1997/12/18,10.8,14.8,6.5
1997/12/19,12.6,16.4,6.8
1997/12/20,13.0,17.6,8.6
1997/12/21,10.9,14.9,6.9
1997/12/22,6.2,8.1,3.9
1997/12/23,5.6,7.6,2.5
1997/12/24,6.9,9.9,3.7
1997/12/25,6.0,9.8,2.5
1997/12/26,6.8,9.7,2.6
1997/12/27,9.7,12.8,7.2
1997/12/28,10.1,14.8,5.5
1997/12/29,8.0,10.7,5.3
1997/12/30,6.1,8.4,4.3
1997/12/31,8.5,11.2,5.9
1998/1/1,8.1,12.7,3.4
1998/1/2,8.0,11.0,5.2
1998/1/3,7.9,12.5,5.5
1998/1/4,7.1,10.8,4.3
1998/1/5,7.1,9.3,5.1
1998/1/6,7.9,13.6,2.7
1998/1/7,6.4,11.4,2.7
1998/1/8,2.4,5.0,0.4
1998/1/9,3.3,6.8,0.4
1998/1/10,5.9,9.4,2.5
1998/1/11,4.4,6.9,1.7
1998/1/12,1.8,4.2,1.1
1998/1/13,4.9,8.7,1.4
1998/1/14,5.7,9.8,1.9
1998/1/15,1.2,5.9,0.0
1998/1/16,4.1,7.3,1.2
1998/1/17,3.7,6.1,0.5
1998/1/18,5.6,9.5,2.9
1998/1/19,7.3,9.8,3.2
1998/1/20,4.9,9.4,-0.7
1998/1/21,6.7,13.6,0.4
1998/1/22,6.5,10.9,1.9
1998/1/23,5.3,7.5,3.2
1998/1/24,4.7,10.1,0.1
1998/1/25,3.5,7.6,-0.2
1998/1/26,5.6,10.9,-0.8
1998/1/27,5.4,8.6,2.7
1998/1/28,4.9,9.1,2.1
1998/1/29,4.5,8.3,1.5
1998/1/30,4.8,9.3,0.5
1998/1/31,6.2,12.8,1.1
1998/2/1,5.6,9.3,2.8
1998/2/2,6.7,10.0,3.1
1998/2/3,7.5,11.2,2.9
1998/2/4,6.4,9.2,3.4
1998/2/5,5.3,9.1,2.3
1998/2/6,6.8,11.0,3.0
1998/2/7,6.5,10.9,2.9
1998/2/8,5.6,12.5,2.7
1998/2/9,6.5,11.7,2.4
1998/2/10,4.2,8.1,0.5
1998/2/11,6.3,10.8,2.0
1998/2/12,8.1,14.9,4.1
1998/2/13,12.3,17.8,5.6
1998/2/14,12.7,23.1,7.7
1998/2/15,3.0,8.1,1.3
1998/2/16,6.1,9.1,3.6
1998/2/17,6.0,10.7,2.6
1998/2/18,5.7,10.2,2.0
1998/2/19,8.2,14.2,2.1
1998/2/20,8.3,10.5,7.1
1998/2/21,5.7,9.6,2.1
1998/2/22,4.3,7.7,1.4
1998/2/23,8.1,12.5,2.9
1998/2/24,6.1,8.3,5.1
1998/2/25,5.5,7.1,3.9
1998/2/26,8.3,11.7,5.8
1998/2/27,10.5,14.5,7.1
1998/2/28,10.1,13.8,8.0
1998/3/1,4.4,8.2,0.7
1998/3/2,8.9,13.8,4.6
1998/3/3,9.5,14.3,4.2
1998/3/4,11.5,16.5,7.2
1998/3/5,5.0,10.5,1.0
1998/3/6,6.9,11.6,0.8
1998/3/7,7.2,12.1,3.9
1998/3/8,7.1,10.2,2.2
1998/3/9,10.0,16.0,4.8
1998/3/10,7.2,11.3,4.5
1998/3/11,8.2,11.9,3.3
1998/3/12,9.3,11.8,6.7
1998/3/13,11.3,13.8,9.3
1998/3/14,12.1,16.7,8.1
1998/3/15,8.2,12.3,3.4
1998/3/16,7.7,11.6,3.5
1998/3/17,7.7,14.4,3.6
1998/3/18,7.7,13.0,2.8
1998/3/19,11.4,16.5,4.6
1998/3/20,16.3,19.6,12.2
1998/3/21,9.7,12.4,6.7
1998/3/22,6.2,7.4,4.9
1998/3/23,8.6,13.2,2.6
1998/3/24,10.1,13.7,6.8
1998/3/25,11.2,15.1,8.0
1998/3/26,12.8,17.4,8.8
1998/3/27,13.2,16.3,9.5
1998/3/28,15.7,19.4,12.4
1998/3/29,16.7,22.2,10.4
1998/3/30,18.7,24.5,12.1
1998/3/31,13.6,18.6,10.2
