É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:41:16

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1991/1/1,3.9,7.6,1.1
1991/1/2,4.9,12.5,-0.1
1991/1/3,6.9,12.7,1.8
1991/1/4,3.6,10.2,-2.4
1991/1/5,3.6,10.5,-1.3
1991/1/6,2.3,6.9,-1.8
1991/1/7,4.5,9.8,-1.2
1991/1/8,3.8,11.2,-0.7
1991/1/9,2.8,9.4,-4.5
1991/1/10,3.5,11.4,-3.9
1991/1/11,5.4,11.2,-1.3
1991/1/12,5.6,9.0,3.3
1991/1/13,4.1,10.8,-0.6
1991/1/14,4.4,10.3,-1.5
1991/1/15,1.8,9.0,-2.4
1991/1/16,1.8,10.1,-4.9
1991/1/17,0.8,4.9,-3.3
1991/1/18,3.3,7.7,-1.8
1991/1/19,3.6,11.2,-3.1
1991/1/20,2.9,11.3,-2.4
1991/1/21,0.3,2.7,-1.8
1991/1/22,1.6,5.9,-0.4
1991/1/23,1.7,5.4,-3.2
1991/1/24,-0.5,4.6,-6.4
1991/1/25,5.2,13.2,0.1
1991/1/26,5.0,9.4,-0.5
1991/1/27,1.4,8.3,-4.5
1991/1/28,1.8,7.4,-3.5
1991/1/29,0.4,7.0,-5.1
1991/1/30,1.0,8.4,-4.9
1991/1/31,0.6,8.4,-5.5
1991/2/1,1.7,10.0,-5.6
1991/2/2,2.1,9.2,-4.2
1991/2/3,1.4,8.3,-6.0
1991/2/4,3.0,10.3,-1.6
1991/2/5,2.2,8.1,-3.3
1991/2/6,2.1,9.9,-5.7
1991/2/7,3.6,11.4,-3.7
1991/2/8,2.9,8.5,-2.0
1991/2/9,2.3,8.7,-4.1
1991/2/10,0.0,1.6,-2.3
1991/2/11,4.6,11.1,-0.3
1991/2/12,6.5,13.1,0.1
1991/2/13,6.2,10.1,1.0
1991/2/14,6.6,13.1,-0.6
1991/2/15,6.4,8.1,5.0
1991/2/16,7.3,12.6,4.1
1991/2/17,3.6,7.4,0.6
1991/2/18,2.2,5.2,-0.6
1991/2/19,2.4,8.1,0.3
1991/2/20,0.7,6.7,-4.4
1991/2/21,1.3,8.2,-5.3
1991/2/22,3.3,7.3,-0.6
1991/2/23,1.4,5.4,-3.8
1991/2/24,-0.2,6.7,-6.4
1991/2/25,1.4,7.5,-4.9
1991/2/26,2.3,12.0,-6.5
1991/2/27,4.7,14.1,-3.8
1991/2/28,5.7,10.7,0.3
1991/3/1,4.8,10.9,1.7
1991/3/2,4.9,8.7,1.9
1991/3/3,5.1,10.9,-0.6
1991/3/4,5.5,14.1,-2.5
1991/3/5,10.0,19.1,3.8
1991/3/6,9.8,19.0,3.1
1991/3/7,10.3,20.4,2.6
1991/3/8,6.1,7.8,5.1
1991/3/9,10.8,19.6,5.2
1991/3/10,9.9,15.4,4.6
1991/3/11,7.4,9.8,6.4
1991/3/12,8.3,12.7,6.1
1991/3/13,9.5,16.0,5.2
1991/3/14,5.4,9.3,0.8
1991/3/15,4.4,10.7,-1.0
1991/3/16,4.1,7.0,2.2
1991/3/17,6.5,14.3,-0.1
1991/3/18,7.1,13.8,-0.4
1991/3/19,10.3,18.5,3.3
1991/3/20,11.7,18.3,4.0
1991/3/21,10.3,15.6,6.6
1991/3/22,5.6,7.4,3.5
1991/3/23,8.3,15.2,3.5
1991/3/24,12.9,20.5,5.0
1991/3/25,13.2,15.5,11.0
1991/3/26,14.8,22.3,8.9
1991/3/27,13.2,14.2,12.3
1991/3/28,12.3,15.3,8.7
1991/3/29,9.4,13.2,7.8
1991/3/30,11.2,16.3,8.0
1991/3/31,11.1,15.0,8.8
1991/4/1,8.8,11.3,5.6
1991/4/2,6.7,10.1,4.6
1991/4/3,9.4,16.8,4.1
1991/4/4,11.3,19.3,6.1
1991/4/5,12.8,20.0,8.8
1991/4/6,13.7,18.9,9.6
1991/4/7,13.7,16.4,11.9
1991/4/8,14.3,17.5,12.3
1991/4/9,19.2,27.2,12.7
1991/4/10,17.6,22.4,14.5
1991/4/11,16.3,18.7,14.2
1991/4/12,18.0,25.5,11.2
1991/4/13,16.7,20.1,13.4
1991/4/14,18.7,27.3,14.2
1991/4/15,16.4,22.5,12.3
1991/4/16,16.6,25.2,9.9
1991/4/17,16.9,25.3,9.3
1991/4/18,17.8,25.4,12.3
1991/4/19,14.4,21.6,9.8
1991/4/20,15.6,22.7,11.6
1991/4/21,15.2,22.3,9.7
1991/4/22,14.7,22.6,7.2
1991/4/23,15.1,21.0,10.6
1991/4/24,13.6,18.3,10.4
1991/4/25,14.4,20.5,9.2
1991/4/26,17.5,23.5,12.8
1991/4/27,17.5,24.7,13.4
1991/4/28,17.4,24.5,11.9
1991/4/29,15.4,20.2,11.9
1991/4/30,16.5,22.6,11.3
1991/5/1,14.8,21.0,9.5
