ダウンロードした時刻：2019/10/10 15:35:31

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,-0.4,1.9,-4.6
1985/12/2,1.9,4.3,-0.1
1985/12/3,2.7,6.0,0.3
1985/12/4,7.0,12.7,2.8
1985/12/5,2.3,5.6,-0.6
1985/12/6,-0.4,2.4,-2.0
1985/12/7,-0.7,4.4,-5.9
1985/12/8,0.9,2.7,-0.5
1985/12/9,0.1,3.7,-4.4
1985/12/10,-3.4,-0.9,-5.7
1985/12/11,-1.2,2.5,-5.6
1985/12/12,-0.6,2.3,-4.3
1985/12/13,1.7,5.3,-2.1
1985/12/14,-1.4,2.2,-3.7
1985/12/15,-5.6,-2.0,-8.8
1985/12/16,-5.3,0.0,-9.6
1985/12/17,-3.8,0.7,-8.4
1985/12/18,-1.3,1.8,-5.5
1985/12/19,0.1,4.2,-2.7
1985/12/20,-1.6,1.6,-3.9
1985/12/21,-2.1,0.1,-4.9
1985/12/22,0.1,3.5,-3.2
1985/12/23,1.4,7.1,-1.7
1985/12/24,-4.0,-1.0,-5.4
1985/12/25,-1.3,1.6,-5.0
1985/12/26,-0.3,2.6,-3.3
1985/12/27,-1.4,1.2,-3.4
1985/12/28,-0.1,2.8,-3.7
1985/12/29,5.0,8.3,1.4
1985/12/30,6.0,8.9,3.4
1985/12/31,3.7,11.3,-1.7
1986/1/1,0.3,3.8,-2.8
1986/1/2,-3.1,-0.3,-5.9
1986/1/3,-2.7,0.5,-6.8
1986/1/4,3.8,7.9,-3.0
1986/1/5,-1.6,3.9,-5.4
1986/1/6,-3.8,-2.0,-5.8
1986/1/7,0.3,4.5,-3.9
1986/1/8,0.3,4.1,-4.4
1986/1/9,0.1,2.9,-2.8
1986/1/10,-0.7,3.3,-3.1
1986/1/11,-1.9,1.9,-5.0
1986/1/12,-3.4,0.2,-6.3
1986/1/13,-0.5,3.9,-6.7
1986/1/14,-4.3,-1.2,-5.7
1986/1/15,-2.1,1.0,-4.7
1986/1/16,-2.4,2.2,-6.9
1986/1/17,-1.3,4.8,-7.2
1986/1/18,-0.1,4.4,-3.5
1986/1/19,-0.5,3.2,-3.7
1986/1/20,-0.5,2.5,-3.6
1986/1/21,-5.1,-2.6,-8.4
1986/1/22,-7.8,-2.9,-11.0
1986/1/23,-8.2,-4.4,-11.1
1986/1/24,-5.8,-1.3,-12.2
1986/1/25,-5.7,-2.6,-8.4
1986/1/26,-6.2,-2.9,-9.5
1986/1/27,-6.3,-4.0,-7.8
1986/1/28,-5.3,-1.1,-9.3
1986/1/29,-5.0,-0.6,-11.5
1986/1/30,-4.3,-1.2,-9.9
1986/1/31,-2.7,0.6,-6.9
1986/2/1,-5.8,-0.8,-10.8
1986/2/2,-4.2,-0.4,-7.5
1986/2/3,-5.4,-1.4,-10.4
1986/2/4,-4.7,-1.1,-10.3
1986/2/5,-5.8,-2.4,-8.4
1986/2/6,-5.0,-0.3,-10.1
1986/2/7,-4.3,0.1,-9.4
1986/2/8,-3.2,1.5,-7.6
1986/2/9,-3.4,0.9,-6.0
1986/2/10,-3.9,-1.6,-6.3
1986/2/11,-2.4,0.5,-5.1
1986/2/12,-1.8,2.4,-5.4
1986/2/13,0.5,4.8,-2.6
1986/2/14,-0.8,0.2,-1.4
1986/2/15,-1.5,-0.4,-3.2
1986/2/16,-3.4,-1.2,-7.8
1986/2/17,-4.0,-0.3,-8.4
1986/2/18,-2.3,0.1,-5.2
1986/2/19,-1.7,-0.4,-4.7
1986/2/20,-2.4,3.1,-8.2
1986/2/21,-3.1,-0.2,-5.5
1986/2/22,-2.8,2.1,-8.7
1986/2/23,-0.2,6.4,-6.8
1986/2/24,-1.8,1.7,-5.2
1986/2/25,-3.0,1.4,-6.8
1986/2/26,0.0,3.9,-3.9
1986/2/27,0.3,3.4,-5.0
1986/2/28,0.2,2.1,-3.4
1986/3/1,-0.1,3.1,-3.5
1986/3/2,1.1,4.3,-1.4
1986/3/3,-2.1,2.1,-6.8
1986/3/4,-5.6,-1.3,-12.3
1986/3/5,-1.5,2.3,-7.0
1986/3/6,-2.1,0.9,-5.9
1986/3/7,0.7,5.3,-7.5
1986/3/8,0.6,4.0,-2.8
1986/3/9,2.9,9.3,-4.8
1986/3/10,5.2,12.9,-1.6
1986/3/11,2.8,5.2,1.4
1986/3/12,1.5,4.5,-0.3
1986/3/13,2.5,6.0,-0.2
1986/3/14,1.0,4.1,-0.5
1986/3/15,2.6,4.2,-0.3
1986/3/16,4.2,9.6,0.9
1986/3/17,0.9,4.4,-0.7
1986/3/18,1.9,6.2,-0.8
1986/3/19,1.7,4.1,-2.1
1986/3/20,1.6,3.3,0.2
1986/3/21,3.4,6.2,1.7
1986/3/22,3.5,8.6,0.0
1986/3/23,1.9,5.6,-0.5
1986/3/24,2.5,5.2,-0.3
1986/3/25,3.4,8.1,0.0
1986/3/26,4.1,9.9,-0.6
1986/3/27,4.1,8.8,1.3
1986/3/28,2.2,5.5,-1.0
1986/3/29,4.6,10.7,0.4
1986/3/30,6.6,11.0,2.0
1986/3/31,5.4,9.4,2.2
