ダウンロードした時刻：2019/10/10 15:52:31

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,6.9,11.6,4.1
1985/12/2,8.9,11.8,4.7
1985/12/3,8.4,12.5,6.1
1985/12/4,9.7,13.0,8.1
1985/12/5,11.0,14.6,7.2
1985/12/6,9.8,14.7,5.4
1985/12/7,8.8,15.0,4.6
1985/12/8,8.7,12.8,4.8
1985/12/9,4.4,8.2,0.3
1985/12/10,0.7,3.5,-0.5
1985/12/11,3.1,5.1,0.3
1985/12/12,3.5,6.6,0.7
1985/12/13,4.3,6.6,0.7
1985/12/14,6.2,10.1,3.2
1985/12/15,1.0,4.3,-0.9
1985/12/16,0.4,3.7,-1.5
1985/12/17,0.8,3.8,-1.5
1985/12/18,2.0,3.6,0.6
1985/12/19,3.3,6.5,1.6
1985/12/20,3.7,4.4,1.3
1985/12/21,3.0,5.7,-0.5
1985/12/22,5.3,7.8,0.2
1985/12/23,5.6,8.0,3.8
1985/12/24,3.3,6.1,1.7
1985/12/25,3.4,7.8,0.5
1985/12/26,6.4,9.6,3.9
1985/12/27,6.0,9.5,3.7
1985/12/28,4.7,8.5,-0.1
1985/12/29,8.3,12.0,0.0
1985/12/30,11.6,14.9,8.3
1985/12/31,7.9,13.1,5.8
1986/1/1,3.3,6.7,1.1
1986/1/2,1.0,2.2,-0.6
1986/1/3,2.4,4.6,0.1
1986/1/4,4.5,6.4,1.8
1986/1/5,0.7,3.8,-1.2
1986/1/6,0.1,2.9,-2.5
1986/1/7,3.1,6.3,0.1
1986/1/8,3.8,7.8,1.8
1986/1/9,1.3,3.9,-1.6
1986/1/10,1.6,3.9,-0.9
1986/1/11,0.8,2.3,-1.3
1986/1/12,1.1,3.7,-0.5
1986/1/13,1.7,4.6,-0.1
1986/1/14,2.1,4.1,0.2
1986/1/15,3.2,7.7,0.4
1986/1/16,4.6,9.2,0.1
1986/1/17,7.0,8.1,2.8
1986/1/18,5.5,8.0,1.7
1986/1/19,2.4,6.9,-1.6
1986/1/20,4.5,9.3,-1.8
1986/1/21,4.5,7.1,2.0
1986/1/22,0.1,2.2,-0.8
1986/1/23,1.7,3.8,0.0
1986/1/24,0.8,3.2,-0.6
1986/1/25,1.2,3.4,-0.6
1986/1/26,0.5,2.2,-0.6
1986/1/27,-0.1,2.5,-1.6
1986/1/28,1.6,5.1,-2.6
1986/1/29,2.9,6.4,-0.5
1986/1/30,4.0,7.7,-1.0
1986/1/31,3.6,6.0,0.8
1986/2/1,2.0,4.9,-0.8
1986/2/2,1.8,5.2,-1.1
1986/2/3,1.9,3.7,0.0
1986/2/4,0.7,2.5,-0.7
1986/2/5,1.0,2.9,-0.7
1986/2/6,0.4,3.4,-2.7
1986/2/7,-0.3,3.8,-3.1
1986/2/8,0.0,3.7,-4.6
1986/2/9,1.2,3.9,-0.7
1986/2/10,-0.1,2.0,-3.7
1986/2/11,0.2,3.1,-5.1
1986/2/12,2.5,5.2,0.7
1986/2/13,3.8,6.9,-1.1
1986/2/14,4.3,7.5,2.3
1986/2/15,1.9,6.0,-0.2
1986/2/16,-0.7,1.4,-2.1
1986/2/17,1.8,4.1,-0.8
1986/2/18,1.9,4.8,-1.7
1986/2/19,4.3,6.2,2.0
1986/2/20,2.5,4.4,1.1
1986/2/21,1.8,4.2,0.3
1986/2/22,2.6,7.4,0.3
1986/2/23,2.9,8.5,-1.0
1986/2/24,1.0,2.7,-0.5
1986/2/25,1.2,3.1,-0.8
1986/2/26,3.7,5.9,0.4
1986/2/27,1.4,4.0,-3.2
1986/2/28,1.0,4.5,-3.3
1986/3/1,1.2,5.1,-1.0
1986/3/2,1.5,5.5,-1.0
1986/3/3,3.1,6.8,0.5
1986/3/4,3.0,5.6,0.7
1986/3/5,4.6,6.6,2.9
1986/3/6,5.4,9.7,1.2
1986/3/7,5.0,10.2,-0.8
1986/3/8,5.8,9.5,1.3
1986/3/9,12.1,17.2,5.1
1986/3/10,10.2,13.2,6.7
1986/3/11,5.6,6.8,4.4
1986/3/12,6.2,10.2,3.3
1986/3/13,7.5,12.9,2.2
1986/3/14,7.1,10.7,5.1
1986/3/15,9.6,13.3,5.9
1986/3/16,7.9,12.5,5.0
1986/3/17,5.3,8.0,3.9
1986/3/18,5.6,8.9,0.9
1986/3/19,9.3,11.9,6.2
1986/3/20,5.7,7.5,3.9
1986/3/21,6.2,9.0,4.2
1986/3/22,5.7,8.4,2.2
1986/3/23,4.1,5.6,1.9
1986/3/24,6.4,9.0,4.3
1986/3/25,5.9,9.9,1.1
1986/3/26,6.6,13.4,-0.9
1986/3/27,10.7,17.4,1.4
1986/3/28,9.9,11.4,7.9
1986/3/29,9.4,11.4,7.6
1986/3/30,10.6,16.1,4.8
1986/3/31,7.9,10.7,3.8
